,Filename,TLC/D,ALCL, numsyl, avgchar,lentok,ttr,awl,class
345,41.txt,7.0,2.0,1.53,4.59,86.0,0.2,0.0,1.0
346,419.txt,18.0,3.0,,,,,,
347,370.txt,24.0,3.0,1.52,4.45,344.0,0.0569,0.0,1.0
348,34.txt,5.0,2.0,1.55,4.61,74.0,0.2031,0.0,1.0
349,318.txt,5.0,2.0,1.49,4.59,111.0,0.1848,0.1087,1.0
350,179.txt,16.0,4.0,1.44,4.33,250.0,0.0688,0.0183,1.0
351,251.txt,5.0,2.0,1.63,5.28,49.0,0.3,0.0,1.0
352,221.txt,2.0,2.0,1.42,4.43,60.0,0.2264,0.0,1.0
353,93.txt,3.0,2.0,1.5,4.38,57.0,0.22,0.0,1.0
354,204.txt,16.0,2.0,1.57,4.56,205.0,0.0988,0.0,1.0
355,266.txt,19.0,3.0,1.38,4.44,203.0,0.0778,0.0222,1.0
356,14.txt,4.0,3.0,1.38,3.96,108.0,0.1649,0.0309,1.0
357,346.txt,4.0,2.0,1.6,4.97,81.0,0.2222,0.0,1.0
358,145.txt,28.0,3.0,1.36,4.47,332.0,0.0671,0.0177,1.0
359,320.txt,3.0,2.0,1.48,4.72,72.0,0.1967,0.0,1.0
360,89.txt,5.0,2.0,1.55,4.66,76.0,0.2344,0.0,1.0
361,90.txt,8.0,2.0,1.4,4.46,85.0,0.1857,0.0,1.0
362,123.txt,21.0,4.0,1.63,4.84,241.0,0.0788,0.0246,1.0
363,438.txt,20.0,3.0,1.42,4.45,261.0,0.0793,0.0,1.0
364,1.txt,25.0,4.0,1.41,4.4,376.0,0.0571,0.0,1.0
365,86.txt,8.0,3.0,1.42,4.36,154.0,0.1168,0.0146,1.0
366,334.txt,3.0,2.0,1.47,4.56,112.0,0.1515,0.0,1.0
367,329.txt,13.0,3.0,1.68,4.97,155.0,0.1288,0.0,1.0
368,187.txt,9.0,3.0,1.39,4.34,109.0,0.1368,0.0,1.0
369,262.txt,5.0,3.0,1.43,4.39,80.0,0.1806,0.1111,1.0
370,465.txt,19.0,5.0,1.59,4.76,235.0,0.0804,0.005,1.0
371,359.txt,8.0,4.0,1.46,4.72,153.0,0.1119,0.0149,1.0
372,125.txt,24.0,5.0,1.39,4.18,320.0,0.0578,0.0144,1.0
373,474.txt,11.0,2.0,1.37,4.25,186.0,0.1046,0.0261,1.0
374,356.txt,14.0,3.0,1.45,4.3,312.0,0.0692,0.0538,1.0
375,352.txt,9.0,2.0,1.56,4.88,127.0,0.1364,0.0455,1.0
376,416.txt,16.0,4.0,1.33,4.02,276.0,0.0681,0.0,1.0
377,226.txt,13.0,2.0,1.36,4.65,156.0,0.1022,0.0365,1.0
378,252.txt,7.0,2.0,1.61,4.98,105.0,0.1928,0.0,1.0
379,402.txt,1.0,4.0,1.47,4.79,42.0,0.2895,0.1053,1.0
380,289.txt,5.0,2.0,1.53,4.78,111.0,0.172,0.0,1.0
381,335.txt,14.0,3.0,1.38,4.32,167.0,0.1085,0.0,1.0
382,375.txt,26.0,4.0,1.52,4.65,306.0,0.0615,0.0077,1.0
383,74.txt,17.0,3.0,1.53,4.85,230.0,0.0867,0.0255,1.0
384,308.txt,23.0,3.0,1.44,4.32,247.0,0.0737,0.0138,1.0
385,376.txt,8.0,3.0,1.62,4.79,95.0,0.1688,0.1039,1.0
386,456.txt,7.0,2.0,1.52,4.01,121.0,0.1515,0.0,1.0
387,290.txt,8.0,4.0,1.32,4.03,132.0,0.1386,0.1485,1.0
388,342.txt,7.0,2.0,1.47,4.26,127.0,0.1429,0.0,1.0
389,317.txt,5.0,2.0,1.44,4.56,66.0,0.2364,0.0,1.0
390,455.txt,6.0,2.0,1.51,4.25,92.0,0.1831,0.1268,1.0
391,316.txt,9.0,4.0,1.27,4.1,154.0,0.1029,0.0221,1.0
392,434.txt,6.0,2.0,1.38,4.17,121.0,0.1154,0.0192,1.0
393,319.txt,11.0,3.0,1.55,4.66,125.0,0.14,0.13,1.0
394,174.txt,14.0,4.0,1.5,4.65,248.0,0.0833,0.0245,1.0
395,158.txt,17.0,3.0,1.42,4.54,177.0,0.1026,0.0321,1.0
396,367.txt,9.0,4.0,1.45,4.3,97.0,0.1928,0.0241,1.0
397,415.txt,3.0,3.0,1.53,4.31,37.0,0.3438,0.0,1.0
398,35.txt,12.0,3.0,1.46,4.51,170.0,0.1111,0.0069,1.0
399,83.txt,12.0,2.0,1.49,4.48,104.0,0.1522,0.0543,1.0
400,498.txt,18.0,3.0,1.44,4.44,194.0,0.109,0.0128,1.0
401,497.txt,13.0,2.0,1.42,4.57,138.0,0.1345,0.042,1.0
402,129.txt,18.0,2.0,1.52,4.52,197.0,0.0875,0.0,1.0
403,81.txt,11.0,3.0,1.55,4.77,184.0,0.1037,0.1402,1.0
404,122.txt,26.0,3.0,1.42,4.37,326.0,0.0586,0.0,1.0
405,192.txt,22.0,3.0,1.41,4.56,292.0,0.0705,0.0207,1.0
406,18.txt,8.0,2.0,1.67,4.92,138.0,0.1379,0.0086,1.0
407,445.txt,8.0,2.0,1.52,4.74,123.0,0.1429,0.0,1.0
408,431.txt,10.0,3.0,1.35,4.4,134.0,0.1379,0.0,1.0
409,227.txt,3.0,2.0,1.53,4.47,50.0,0.2667,0.0,1.0
410,284.txt,15.0,4.0,1.45,4.41,229.0,0.0968,0.0,1.0
411,287.txt,11.0,2.0,1.57,4.67,137.0,0.1391,0.0348,1.0
412,481.txt,11.0,2.0,1.34,4.19,147.0,0.1094,0.0,1.0
413,369.txt,23.0,2.0,1.44,4.15,324.0,0.0625,0.0294,1.0
414,138.txt,13.0,6.0,1.39,4.39,167.0,0.1049,0.0,1.0
415,132.txt,8.0,3.0,1.48,4.68,137.0,0.1327,0.0442,1.0
416,396.txt,3.0,2.0,1.51,4.85,60.0,0.2264,0.0755,1.0
417,301.txt,9.0,3.0,1.49,4.53,185.0,0.1007,0.0067,1.0
418,236.txt,3.0,3.0,1.34,4.03,79.0,0.1791,0.1642,1.0
419,238.txt,21.0,4.0,1.44,4.69,239.0,0.0754,0.0101,1.0
420,351.txt,12.0,2.0,1.62,4.91,132.0,0.1538,0.0342,1.0
421,340.txt,6.0,2.0,1.51,4.7,104.0,0.1667,0.0,1.0
422,45.txt,12.0,2.0,1.46,4.66,130.0,0.1429,0.1339,1.0
423,232.txt,28.0,3.0,1.38,4.37,304.0,0.0599,0.0187,1.0
424,197.txt,7.0,2.0,1.51,4.85,110.0,0.1489,0.0,1.0
425,276.txt,28.0,5.0,1.34,4.37,357.0,0.0554,0.0163,1.0
426,126.txt,23.0,3.0,1.42,4.68,269.0,0.0598,0.0171,1.0
427,426.txt,20.0,3.0,1.48,4.49,284.0,0.0675,0.0338,1.0
428,115.txt,8.0,4.0,1.45,4.05,75.0,0.2,0.0,1.0
429,355.txt,5.0,2.0,1.4,4.47,91.0,0.1795,0.0,1.0
430,75.txt,11.0,3.0,1.52,4.37,134.0,0.1379,0.0431,1.0
431,401.txt,16.0,3.0,1.4,4.44,284.0,0.0711,0.0293,1.0
432,162.txt,5.0,3.0,1.56,5.03,71.0,0.1967,0.0984,1.0
433,191.txt,3.0,2.0,1.44,4.53,48.0,0.2558,0.0,1.0
434,31.txt,25.0,3.0,1.57,4.69,269.0,0.0807,0.0,1.0
435,4.txt,9.0,2.0,1.58,4.68,89.0,0.1757,0.0,1.0
436,70.txt,13.0,7.0,1.5,4.66,255.0,0.0826,0.0,1.0
437,398.txt,22.0,4.0,1.38,4.33,250.0,0.0865,0.0192,1.0
438,361.txt,12.0,3.0,1.44,4.45,144.0,0.1167,0.0333,1.0
439,427.txt,18.0,3.0,1.49,4.61,258.0,0.0721,0.0,1.0
440,233.txt,20.0,4.0,1.39,4.19,209.0,0.0862,0.0,1.0
441,341.txt,9.0,2.0,1.44,4.35,99.0,0.1786,0.0714,1.0
442,113.txt,18.0,3.0,1.4,4.32,265.0,0.0699,0.0,1.0
443,417.txt,11.0,3.0,1.39,4.4,157.0,0.0963,0.0,1.0
444,8.txt,9.0,2.0,1.36,4.23,120.0,0.1531,0.102,1.0
445,362.txt,23.0,3.0,1.5,4.65,341.0,0.0549,0.0916,1.0
446,114.txt,17.0,5.0,1.35,4.06,256.0,0.0822,0.032,1.0
447,253.txt,23.0,3.0,1.38,4.68,251.0,0.0798,0.0094,1.0
448,472.txt,7.0,2.0,1.43,4.7,92.0,0.1605,0.0,1.0
449,131.txt,19.0,3.0,1.26,3.92,257.0,0.0746,0.0219,1.0
450,96.txt,15.0,5.0,1.26,4.5,190.0,0.0844,0.0,1.0
451,264.txt,6.0,2.0,1.44,4.38,76.0,0.1765,0.0588,1.0
452,371.txt,23.0,2.0,1.44,4.39,291.0,0.07,0.0123,1.0
453,489.txt,17.0,2.0,1.37,4.25,206.0,0.0955,0.0,1.0
454,219.txt,17.0,2.0,1.37,4.17,221.0,0.0924,0.0217,1.0
455,476.txt,10.0,2.0,1.52,4.61,126.0,0.1321,0.0377,1.0
456,414.txt,2.0,2.0,1.43,4.19,43.0,0.3243,0.0,1.0
457,209.txt,2.0,2.0,1.43,4.68,40.0,0.3243,0.1622,1.0
458,377.txt,3.0,3.0,1.48,4.55,85.0,0.2113,0.0,1.0
459,154.txt,7.0,2.0,1.61,4.92,55.0,0.2857,0.0,1.0
460,305.txt,6.0,3.0,1.35,4.35,84.0,0.2059,0.0,1.0
461,326.txt,28.0,3.0,1.42,4.28,278.0,0.0664,0.0456,1.0
462,190.txt,9.0,3.0,1.35,4.18,124.0,0.1376,0.0826,1.0
463,149.txt,7.0,3.0,1.36,4.35,173.0,0.1042,0.0347,1.0
464,397.txt,12.0,3.0,1.47,4.46,236.0,0.0872,0.0051,1.0
465,302.txt,17.0,3.0,1.38,4.27,212.0,0.0894,0.0279,1.0
466,349.txt,10.0,3.0,1.83,5.26,129.0,0.1402,0.0093,1.0
467,286.txt,10.0,3.0,1.38,4.26,133.0,0.113,0.0696,1.0
468,387.txt,12.0,2.0,1.41,4.15,114.0,0.1327,0.0612,1.0
469,172.txt,8.0,2.0,1.5,4.39,137.0,0.1121,0.0,1.0
470,446.txt,23.0,4.0,1.51,4.69,280.0,0.0596,0.0511,1.0
471,323.txt,12.0,2.0,1.36,4.57,118.0,0.1429,0.0,1.0
472,182.txt,23.0,4.0,1.53,4.47,231.0,0.0777,0.0,1.0
473,384.txt,26.0,3.0,1.48,4.42,300.0,0.07,0.0247,1.0
474,99.txt,6.0,3.0,1.36,4.2,68.0,0.1967,0.0,1.0
475,462.txt,6.0,2.0,1.61,4.7,98.0,0.1609,0.0575,1.0
476,159.txt,20.0,3.0,1.56,4.81,301.0,0.065,0.0,1.0
477,313.txt,11.0,3.0,1.57,4.83,184.0,0.1026,0.0513,1.0
478,385.txt,10.0,2.0,1.55,4.62,139.0,0.1391,0.0,1.0
479,153.txt,9.0,3.0,1.3,4.24,195.0,0.0977,0.0115,1.0
480,130.txt,4.0,2.0,1.38,4.18,67.0,0.1803,0.0,1.0
481,68.txt,24.0,4.0,1.34,4.2,459.0,0.0519,0.0338,1.0
482,400.txt,13.0,3.0,1.3,4.49,236.0,0.0833,0.0098,1.0
483,222.txt,6.0,2.0,1.56,4.98,62.0,0.2889,0.0,1.0
484,94.txt,5.0,2.0,1.64,5.07,69.0,0.2069,0.0172,1.0
485,201.txt,25.0,4.0,1.45,4.7,220.0,0.095,0.0447,1.0
486,488.txt,10.0,3.0,1.46,4.33,101.0,0.1647,0.0,1.0
487,299.txt,7.0,3.0,1.45,4.38,132.0,0.1339,0.0357,1.0
488,73.txt,7.0,3.0,1.38,4.8,88.0,0.1842,0.0,1.0
489,263.txt,7.0,2.0,1.53,4.65,89.0,0.2051,0.0128,1.0
490,66.txt,14.0,5.0,1.48,4.88,263.0,0.08,0.0,1.0
491,56.txt,15.0,3.0,1.45,4.51,171.0,0.0921,0.0329,1.0
492,69.txt,9.0,3.0,1.3,4.5,118.0,0.1386,0.0,1.0
493,366.txt,4.0,3.0,1.44,4.51,81.0,0.1944,0.0556,1.0
494,79.txt,21.0,4.0,1.38,4.47,287.0,0.0776,0.0733,1.0
495,11.txt,8.0,2.0,1.51,4.8,106.0,0.1304,0.0543,1.0
496,112.txt,9.0,3.0,1.34,4.24,129.0,0.1495,0.0,1.0
497,5.txt,8.0,3.0,1.55,4.78,106.0,0.1429,0.022,1.0
498,296.txt,5.0,2.0,1.51,4.77,102.0,0.1628,0.0,1.0
499,383.txt,,,1.44,4.13,107.0,0.1648,0.0,1.0
