Filename,NP/S,VP/S,PP/S,NPlen,VPlen,PPlen,cli,fks
418.txt, 5.45, 2.73, 1.36, 1.92, 1.9, 1.0, 11.849, 39.372
281.txt, 4.44, 1.89, 1.61, 2.0, 1.44, 1.0, 12.614, 38.393
472.txt, 7.95, 2.03, 2.89, 1.78, 1.69, 1.0, 10.124, 40.999
115.txt, 4.78, 2.56, 1.67, 1.86, 1.57, 1.0, 12.165, 40.856
538.txt, 5.43, 2.07, 2.29, 1.84, 1.79, 1.0, 14.303, 32.368
312.txt, 4.49, 2.08, 1.06, 1.68, 1.97, 1.0, 13.804, 34.621
92.txt, 4.85, 2.23, 1.69, 1.94, 1.52, 1.0, 11.968, 40.393
327.txt, 4.53, 2.23, 1.03, 1.75, 2.01, 1.06, 13.534, 29.366
299.txt, 2.55, 1.13, 0.66, 1.92, 1.7, 1.0, 11.773, 34.446
311.txt, 3.89, 2.25, 0.43, 1.57, 2.16, 1.0, 11.608, 48.295
210.txt, 4.33, 2.11, 1.22, 2.41, 1.63, 1.0, 12.479, 39.535
268.txt, 4.6, 1.85, 1.85, 2.07, 1.7, 1.0, 11.535, 41.919
543.txt, 4.83, 2.33, 1.67, 1.91, 1.82, 1.0, 13.027, 34.149
521.txt, 4.35, 1.74, 1.53, 1.87, 1.78, 1.02, 13.139, 33.432
425.txt, 5.19, 2.29, 1.71, 1.8, 2.0, 1.0, 14.245, 27.864
488.txt, 5.62, 2.46, 1.92, 1.94, 1.89, 1.0, 14.907, 24.91
190.txt, 4.81, 2.44, 1.52, 1.7, 1.73, 1.0, 10.887, 47.07
385.txt, 5.0, 2.38, 1.41, 1.85, 2.08, 1.03, 11.988, 42.238
139.txt, 3.83, 2.33, 0.92, 1.61, 1.71, 1.0, 11.884, 40.934
314.txt, 4.89, 2.19, 1.44, 1.84, 1.88, 1.0, 12.688, 34.027
101.txt, 3.89, 1.74, 1.11, 1.85, 1.67, 1.0, 12.086, 38.698
214.txt, 4.56, 2.0, 1.56, 2.37, 1.67, 1.0, 12.384, 40.873
476.txt, 3.89, 1.86, 1.18, 2.31, 1.69, 1.0, 9.588, 47.977
225.txt, 4.5, 2.0, 1.5, 2.22, 1.6, 1.0, 12.188, 43.049
156.txt, 6.92, 2.92, 2.35, 1.81, 1.59, 1.0, 11.41, 39.475
473.txt, 6.65, 2.71, 2.12, 1.88, 1.57, 1.03, 13.883, 29.988
369.txt, 3.5, 2.25, 1.0, 2.11, 1.89, 1.0, 11.592, 41.816
321.txt, 3.64, 2.07, 1.14, 1.92, 1.93, 1.0, 11.519, 42.275
294.txt, 3.53, 2.13, 0.67, 1.81, 1.5, 1.0, 11.656, 46.545
365.txt, 3.65, 2.41, 0.94, 1.97, 1.78, 1.0, 10.945, 45.232
187.txt, 4.13, 2.63, 1.13, 2.24, 1.67, 1.0, 11.921, 41.728
254.txt, 5.85, 2.85, 1.69, 1.88, 1.73, 1.0, 10.778, 44.432
547.txt, 5.98, 2.55, 2.32, 1.98, 1.87, 1.0, 13.256, 33.698
298.txt, 4.73, 2.35, 1.16, 1.88, 1.75, 1.02, 10.992, 48.839
249.txt, 5.75, 1.75, 2.0, 2.26, 1.57, 1.0, 12.566, 27.737
229.txt, 4.9, 1.9, 1.5, 2.24, 1.63, 1.0, 13.034, 39.105
280.txt, 5.33, 2.67, 1.33, 2.03, 1.63, 1.0, 11.799, 39.997
392.txt, 5.33, 2.41, 1.22, 1.83, 2.05, 1.0, 12.131, 44.485
415.txt, 4.35, 2.11, 1.08, 2.04, 1.92, 1.0, 13.47, 34.795
437.txt, 4.15, 2.12, 1.65, 1.93, 1.58, 1.07, 13.636, 32.556
293.txt, 4.0, 2.36, 1.07, 1.7, 1.58, 1.0, 11.635, 46.367
372.txt, 4.86, 2.5, 1.45, 1.8, 1.8, 1.0, 12.557, 34.808
173.txt, 5.41, 2.82, 1.94, 1.85, 1.58, 1.03, 11.928, 42.712
239.txt, 2.64, 1.73, 0.91, 2.21, 1.58, 1.0, 12.99, 34.996
376.txt, 5.05, 2.29, 1.24, 1.74, 1.9, 1.0, 12.942, 37.261
511.txt, 6.13, 2.74, 2.05, 1.74, 1.78, 1.0, 13.101, 36.673
347.txt, 3.0, 1.64, 1.09, 2.27, 1.78, 1.0, 12.231, 38.845
246.txt, 6.39, 2.4, 2.16, 1.84, 1.64, 1.0, 10.587, 45.528
388.txt, 7.43, 3.0, 2.21, 2.03, 1.93, 1.1, 11.914, 38.082
557.txt, 5.89, 2.74, 1.74, 1.77, 1.85, 1.0, 11.23, 44.45
71.txt, 7.89, 3.11, 2.68, 1.73, 1.51, 1.0, 13.176, 32.678
250.txt, 3.0, 1.5, 1.08, 2.22, 1.61, 1.0, 12.962, 35.407
454.txt, 4.71, 2.25, 1.63, 1.64, 2.04, 1.0, 13.226, 34.736
123.txt, 5.25, 2.67, 2.0, 1.71, 1.56, 1.04, 13.385, 36.398
226.txt, 11.0, 1.5, 4.5, 2.27, 1.33, 1.0, 13.174, 29.907
153.txt, 7.22, 3.0, 1.65, 1.73, 1.77, 1.0, 12.023, 43.678
208.txt, 4.87, 2.27, 1.87, 2.34, 1.59, 1.0, 11.91, 42.816
102.txt, 6.07, 2.64, 1.64, 1.74, 1.51, 1.0, 13.206, 34.213
396.txt, 4.93, 2.53, 1.27, 1.97, 1.87, 1.0, 12.53, 40.345
533.txt, 5.0, 2.29, 1.63, 1.8, 1.62, 1.05, 14.0, 33.156
358.txt, 4.06, 1.72, 1.22, 2.05, 2.03, 1.0, 14.099, 32.718
96.txt, 12.64, 2.55, 2.0, 1.37, 1.43, 1.0, 15.799, 27.256
335.txt, 4.58, 2.26, 1.16, 1.86, 1.72, 1.0, 13.542, 34.875
363.txt, 5.66, 2.43, 2.05, 1.92, 1.54, 1.0, 11.17, 48.555
407.txt, 4.42, 2.15, 1.54, 2.07, 1.98, 1.02, 12.844, 34.868
517.txt, 5.31, 2.44, 1.81, 1.75, 1.59, 1.0, 12.328, 39.842
131.txt, 7.47, 3.11, 2.55, 1.81, 1.6, 1.0, 11.354, 39.645
159.txt, 4.73, 2.36, 1.27, 2.27, 1.62, 1.0, 11.735, 45.763
432.txt, 5.28, 2.63, 1.19, 1.54, 1.94, 1.03, 11.268, 48.532
90.txt, 8.36, 3.82, 1.73, 1.72, 1.71, 1.0, 10.697, 46.015
149.txt, 4.57, 2.64, 1.29, 1.75, 1.76, 1.0, 11.193, 47.232
202.txt, 5.05, 2.48, 1.19, 2.09, 1.63, 1.0, 10.56, 47.329
300.txt, 2.52, 0.86, 0.66, 1.93, 1.76, 1.0, 11.821, 31.643
171.txt, 6.24, 2.94, 1.47, 1.64, 1.64, 1.0, 11.48, 45.148
183.txt, 5.35, 1.74, 2.17, 1.72, 1.57, 1.0, 11.833, 46.868
80.txt, 5.75, 2.2, 1.71, 1.8, 1.81, 1.01, 12.49, 39.339
193.txt, 4.73, 2.28, 1.05, 1.68, 1.73, 1.01, 9.435, 52.255
530.txt, 5.58, 2.58, 1.67, 1.97, 1.71, 1.0, 12.041, 39.405
205.txt, 3.64, 2.11, 1.0, 1.81, 1.49, 1.04, 12.254, 40.661
553.txt, 3.93, 1.86, 1.39, 1.76, 1.63, 1.0, 12.593, 41.139
520.txt, 4.06, 1.61, 1.22, 1.75, 1.59, 1.0, 13.506, 32.975
499.txt, 4.27, 1.7, 1.82, 2.2, 1.7, 1.02, 14.378, 27.934
379.txt, 3.44, 1.94, 0.81, 2.15, 1.87, 1.0, 11.735, 38.341
484.txt, 5.5, 2.36, 1.95, 2.19, 1.87, 1.0, 11.557, 46.943
85.txt, 8.08, 3.58, 2.83, 2.21, 1.79, 1.0, 12.156, 38.164
395.txt, 5.05, 2.14, 1.47, 1.95, 1.78, 1.0, 11.706, 41.587
416.txt, 4.55, 2.55, 0.82, 1.92, 1.68, 1.0, 12.388, 41.746
147.txt, 9.0, 4.0, 3.0, 1.78, 1.5, 1.0, 10.534, 42.716
295.txt, 4.29, 2.47, 1.18, 2.03, 1.88, 1.0, 10.1, 48.838
228.txt, 14.0, 3.0, 8.0, 2.71, 1.33, 1.0, 13.376, 5.978
243.txt, 6.08, 2.27, 2.46, 1.82, 1.61, 1.0, 12.478, 40.168
529.txt, 6.33, 2.67, 2.44, 1.81, 1.58, 1.0, 12.688, 37.577
259.txt, 5.92, 2.92, 1.69, 1.96, 1.61, 1.0, 11.442, 44.289
339.txt, 4.0, 2.42, 1.08, 1.85, 1.86, 1.0, 12.159, 40.445
374.txt, 3.65, 2.12, 1.0, 2.1, 1.64, 1.0, 13.055, 37.016
230.txt, 13.5, 1.0, 4.5, 2.37, 1.5, 1.0, 14.886, 18.718
201.txt, 5.87, 2.51, 1.87, 1.71, 1.6, 1.0, 11.104, 47.931
207.txt, 5.55, 2.64, 2.0, 1.9, 1.69, 1.0, 11.04, 42.286
460.txt, 3.67, 2.0, 1.22, 2.15, 1.78, 1.0, 11.736, 43.543
420.txt, 5.0, 2.12, 1.88, 1.98, 1.97, 1.0, 10.851, 46.052
129.txt, 5.25, 2.88, 1.75, 1.93, 1.61, 1.0, 11.204, 43.453
263.txt, 5.42, 2.25, 2.25, 1.85, 1.56, 1.04, 11.041, 48.983
532.txt, 5.86, 2.5, 1.86, 1.77, 1.79, 1.0, 13.258, 37.368
421.txt, 3.64, 2.09, 1.45, 1.9, 1.83, 1.0, 11.852, 41.863
549.txt, 3.81, 1.62, 1.24, 1.83, 1.87, 1.0, 12.83, 38.697
489.txt, 5.55, 2.8, 2.15, 1.89, 1.77, 1.02, 12.319, 38.541
146.txt, 4.14, 2.57, 1.29, 2.1, 1.72, 1.0, 11.206, 45.462
346.txt, 4.3, 2.2, 1.5, 2.12, 1.86, 1.0, 11.281, 42.869
162.txt, 4.37, 2.58, 1.21, 1.66, 1.53, 1.0, 10.779, 47.755
309.txt, 3.8, 1.85, 1.15, 1.7, 1.76, 1.0, 14.891, 29.148
241.txt, 5.51, 2.08, 1.89, 1.75, 1.73, 1.0, 11.319, 45.6
504.txt, 4.35, 2.06, 1.35, 1.97, 2.0, 1.04, 13.631, 30.658
143.txt, 3.93, 2.07, 1.07, 1.69, 1.55, 1.0, 11.434, 43.342
248.txt, 4.6, 2.4, 1.4, 2.09, 1.63, 1.0, 11.627, 39.968
411.txt, 4.23, 2.19, 1.04, 1.92, 1.65, 1.0, 13.022, 35.965
195.txt, 3.44, 2.11, 1.0, 1.77, 1.58, 1.0, 11.956, 39.807
548.txt, 3.68, 1.92, 1.08, 1.72, 2.02, 1.0, 12.665, 38.417
492.txt, 3.67, 2.0, 1.33, 2.09, 1.92, 1.0, 12.177, 39.161
405.txt, 5.02, 2.28, 1.14, 1.69, 1.86, 1.01, 13.452, 38.311
283.txt, 4.71, 3.0, 1.29, 2.03, 1.52, 1.0, 12.065, 41.79
81.txt, 4.43, 3.14, 1.29, 2.13, 1.86, 1.0, 10.328, 46.463
65.txt, 5.83, 2.72, 1.61, 1.72, 1.78, 1.0, 11.687, 42.712
82.txt, 11.0, 7.0, 3.0, 1.82, 2.14, 1.0, 7.874, 36.664
236.txt, 3.08, 1.69, 1.15, 2.23, 1.59, 1.0, 12.722, 38.387
179.txt, 5.67, 2.67, 1.67, 1.75, 1.89, 1.0, 10.576, 49.279
391.txt, 4.46, 2.23, 1.31, 1.95, 1.62, 1.0, 12.48, 41.164
290.txt, 4.4, 2.03, 1.8, 2.0, 1.62, 1.02, 12.444, 43.742
450.txt, 5.22, 1.89, 2.17, 1.81, 1.85, 1.0, 13.549, 35.448
184.txt, 7.5, 3.28, 1.28, 1.56, 1.44, 1.04, 13.255, 34.309
128.txt, 5.13, 2.88, 1.63, 1.88, 1.65, 1.0, 11.518, 44.807
506.txt, 6.6, 2.9, 2.9, 1.94, 2.17, 1.0, 13.995, 26.272
63.txt, 6.81, 3.06, 1.63, 1.71, 1.55, 1.0, 9.713, 49.308
157.txt, 7.05, 3.12, 2.02, 1.69, 1.53, 1.02, 11.406, 42.439
500.txt, 2.93, 1.14, 0.74, 2.15, 1.35, 1.0, 10.174, 43.572
86.txt, 8.27, 4.18, 1.73, 1.76, 1.74, 1.0, 10.764, 44.966
209.txt, 5.17, 2.11, 1.71, 1.96, 1.54, 1.02, 11.684, 45.281
536.txt, 8.8, 3.73, 2.67, 1.86, 1.84, 1.0, 12.768, 35.089
378.txt, 4.38, 2.46, 0.92, 1.82, 1.88, 1.0, 11.586, 43.485
404.txt, 4.2, 2.0, 1.7, 1.86, 1.95, 1.0, 12.117, 41.89
341.txt, 4.52, 2.12, 1.44, 1.88, 1.87, 1.0, 12.793, 39.972
219.txt, 5.88, 2.38, 2.38, 2.17, 1.63, 1.0, 11.81, 45.326
237.txt, 6.42, 2.54, 2.42, 1.79, 1.67, 1.0, 11.312, 41.86
487.txt, 6.32, 2.66, 1.92, 2.02, 1.84, 1.0, 13.727, 34.441
233.txt, 4.0, 1.79, 1.64, 2.39, 1.44, 1.0, 13.286, 34.608
116.txt, 4.36, 2.27, 1.64, 1.96, 1.56, 1.0, 11.12, 47.207
508.txt, 6.04, 3.0, 2.0, 1.65, 1.83, 1.0, 12.671, 39.008
140.txt, 4.69, 2.46, 1.23, 1.74, 1.72, 1.0, 10.139, 47.426
366.txt, 4.0, 2.09, 1.18, 2.2, 1.91, 1.0, 11.772, 42.225
142.txt, 4.31, 2.44, 1.38, 2.07, 1.62, 1.0, 11.593, 41.216
224.txt, 15.5, 2.0, 4.0, 2.35, 1.25, 1.0, 13.28, 20.964
177.txt, 5.0, 2.54, 1.31, 1.74, 1.79, 1.0, 10.035, 52.9
449.txt, 4.53, 2.14, 1.5, 1.89, 1.97, 1.0, 13.942, 33.66
151.txt, 7.88, 3.13, 1.38, 2.05, 1.6, 1.0, 13.236, 31.648
427.txt, 5.66, 2.43, 1.82, 1.74, 2.0, 1.0, 13.646, 32.419
175.txt, 4.95, 1.95, 1.38, 1.78, 1.98, 1.0, 12.616, 37.696
426.txt, 5.27, 2.5, 1.65, 1.64, 1.82, 1.0, 12.027, 40.97
112.txt, 3.96, 1.89, 1.3, 1.73, 1.71, 1.0, 11.781, 43.91
100.txt, 4.91, 2.39, 1.42, 1.86, 1.63, 1.0, 11.178, 46.703
111.txt, 5.3, 2.8, 1.7, 1.92, 1.57, 1.0, 11.909, 39.717
380.txt, 5.27, 2.4, 1.0, 1.88, 1.94, 1.0, 12.534, 36.553
447.txt, 7.21, 3.17, 1.57, 1.76, 1.69, 1.0, 10.256, 48.474
456.txt, 4.64, 2.33, 0.91, 1.71, 2.1, 1.03, 11.528, 48.629
185.txt, 6.07, 2.8, 2.13, 1.85, 1.67, 1.03, 10.78, 49.132
546.txt, 4.56, 2.22, 1.5, 1.96, 1.7, 1.0, 12.086, 39.21
328.txt, 5.02, 2.22, 1.33, 1.82, 1.88, 1.03, 15.882, 19.538
356.txt, 5.32, 2.25, 1.85, 1.87, 1.69, 1.0, 10.754, 51.325
107.txt, 6.55, 3.27, 1.73, 1.67, 1.75, 1.0, 11.375, 42.353
526.txt, 5.58, 2.5, 1.83, 1.99, 1.87, 1.0, 12.627, 39.865
434.txt, 4.76, 2.35, 1.47, 1.73, 1.7, 1.0, 12.967, 33.358
306.txt, 7.38, 4.1, 2.26, 1.96, 2.29, 1.0, 10.289, 45.677
457.txt, 5.7, 2.39, 1.66, 1.72, 2.04, 1.02, 12.268, 41.72
558.txt, 7.0, 3.32, 2.32, 1.96, 1.57, 1.0, 13.343, 31.353
188.txt, 8.88, 3.48, 2.04, 1.67, 1.57, 1.04, 12.267, 40.202
313.txt, 3.0, 2.0, 1.0, 2.05, 1.79, 1.0, 11.388, 42.104
397.txt, 3.54, 2.0, 1.23, 2.37, 1.62, 1.0, 13.072, 34.769
444.txt, 9.38, 3.88, 2.25, 1.74, 1.52, 1.0, 9.548, 46.986
318.txt, 4.92, 1.94, 1.48, 1.77, 1.8, 1.0, 13.586, 30.545
505.txt, 5.52, 2.39, 2.04, 1.94, 2.04, 1.04, 13.474, 32.967
72.txt, 4.8, 2.13, 1.47, 1.82, 1.61, 1.02, 10.884, 47.515
174.txt, 4.57, 2.43, 1.71, 1.92, 1.62, 1.0, 10.712, 49.961
297.txt, 3.15, 1.9, 0.85, 2.1, 1.71, 1.06, 10.358, 45.389
384.txt, 4.37, 2.3, 0.9, 1.76, 2.22, 1.04, 11.309, 48.477
466.txt, 5.39, 2.44, 1.31, 1.79, 1.97, 1.0, 10.607, 47.165
430.txt, 4.13, 1.8, 1.53, 1.9, 1.56, 1.0, 12.687, 42.36
257.txt, 4.19, 2.06, 1.31, 2.1, 1.85, 1.0, 11.981, 39.776
475.txt, 6.95, 2.79, 2.32, 2.15, 1.34, 1.0, 12.835, 29.606
134.txt, 4.65, 2.24, 1.65, 1.71, 1.76, 1.0, 11.949, 45.013
286.txt, 4.94, 2.41, 1.41, 1.98, 1.63, 1.0, 11.656, 41.156
91.txt, 4.69, 2.54, 1.31, 1.82, 1.64, 1.0, 12.356, 40.732
545.txt, 5.08, 2.52, 1.8, 1.97, 1.89, 1.0, 12.682, 39.158
114.txt, 6.05, 3.0, 1.55, 1.64, 1.63, 1.0, 11.081, 44.029
