Filename,NP/S,VP/S,PP/S,NPlen,VPlen,PPlen,cli,fks
58.txt, 4.8, 1.8, 1.6, 1.67, 2.44, 1.0, 13.785, 23.125
429.txt, 4.2, 1.45, 1.7, 1.9, 1.41, 1.0, 11.173, 44.622
390.txt, 5.24, 2.17, 1.72, 2.06, 1.73, 1.0, 10.779, 50.692
394.txt, 6.08, 2.2, 1.92, 1.89, 1.49, 1.04, 11.134, 48.378
272.txt, 4.44, 2.0, 1.44, 1.72, 1.47, 1.0, 8.468, 51.284
308.txt, 4.67, 2.07, 1.13, 1.87, 1.45, 1.0, 10.355, 47.372
418.txt, 4.46, 2.42, 0.96, 1.68, 1.67, 1.0, 10.996, 49.863
281.txt, 4.77, 2.18, 1.23, 1.71, 1.79, 1.0, 13.04, 40.968
472.txt, 4.73, 2.27, 1.13, 1.83, 1.59, 1.0, 13.745, 36.001
115.txt, 5.0, 2.0, 1.5, 1.68, 1.95, 1.0, 14.225, 27.505
312.txt, 2.75, 1.5, 0.5, 2.18, 1.83, 1.0, 14.281, 21.442
92.txt, 4.69, 1.69, 1.56, 1.84, 1.63, 1.0, 12.947, 34.207
327.txt, 4.92, 1.85, 2.0, 1.8, 1.92, 1.0, 12.078, 41.585
299.txt, 3.72, 1.56, 0.94, 1.96, 1.43, 1.0, 10.807, 45.273
311.txt, 5.29, 1.96, 2.0, 1.68, 1.53, 1.0, 11.763, 46.056
210.txt, 6.24, 2.41, 1.82, 1.86, 1.41, 1.0, 10.93, 48.483
268.txt, 4.18, 1.54, 1.46, 2.04, 1.47, 1.0, 13.766, 34.709
425.txt, 5.0, 1.71, 2.07, 2.11, 1.67, 1.0, 11.451, 42.762
53.txt, 5.27, 1.93, 1.8, 1.59, 1.69, 1.0, 8.85, 51.753
488.txt, 4.6, 1.8, 1.75, 2.25, 1.56, 1.0, 10.085, 42.831
190.txt, 4.0, 1.67, 1.56, 1.83, 1.33, 1.0, 11.98, 40.837
385.txt, 4.76, 1.94, 1.24, 1.75, 1.67, 1.0, 12.884, 42.225
139.txt, 5.2, 1.8, 1.53, 1.53, 1.59, 1.0, 12.792, 41.674
314.txt, 4.67, 1.83, 2.0, 1.93, 1.42, 1.03, 10.949, 48.604
101.txt, 5.26, 2.09, 1.83, 1.62, 1.48, 1.0, 11.6, 43.569
214.txt, 5.42, 2.58, 1.58, 1.55, 1.55, 1.0, 9.784, 54.135
476.txt, 4.82, 2.14, 1.18, 1.91, 1.89, 1.0, 12.172, 41.898
18.txt, 4.46, 1.92, 1.46, 2.14, 1.44, 1.0, 12.71, 49.975
37.txt, 4.7, 1.8, 1.4, 2.04, 1.22, 1.07, 14.305, 33.569
225.txt, 7.0, 2.2, 3.0, 2.17, 1.55, 1.0, 11.195, 41.387
156.txt, 5.09, 2.0, 1.73, 1.73, 1.68, 1.0, 12.941, 37.869
4.txt, 5.04, 2.29, 1.5, 1.89, 1.64, 1.0, 11.302, 46.649
473.txt, 4.21, 1.89, 1.53, 1.96, 1.83, 1.0, 15.256, 26.04
369.txt, 4.6, 2.33, 1.13, 1.72, 1.66, 1.0, 13.526, 39.245
321.txt, 4.1, 1.7, 1.5, 1.98, 1.65, 1.0, 12.07, 39.822
294.txt, 4.21, 1.88, 1.38, 1.63, 1.56, 1.0, 10.771, 45.792
365.txt, 4.56, 2.13, 1.16, 1.7, 1.61, 1.0, 11.223, 50.46
187.txt, 4.83, 2.04, 1.61, 1.77, 1.74, 1.0, 11.989, 41.703
254.txt, 5.0, 1.62, 1.77, 1.91, 1.43, 1.0, 12.108, 38.354
298.txt, 5.89, 2.16, 1.95, 1.82, 1.57, 1.0, 13.326, 36.728
59.txt, 5.06, 2.56, 1.31, 1.86, 1.63, 1.0, 10.234, 54.687
249.txt, 3.94, 1.65, 1.53, 2.4, 1.39, 1.0, 13.69, 30.483
229.txt, 4.0, 1.43, 1.43, 2.43, 1.4, 1.0, 10.924, 42.251
280.txt, 5.32, 2.16, 1.84, 1.88, 1.56, 1.0, 11.615, 45.645
392.txt, 4.38, 2.0, 1.5, 2.09, 1.44, 1.0, 15.823, 27.168
415.txt, 3.87, 1.47, 1.4, 2.03, 1.68, 1.0, 11.463, 41.59
437.txt, 4.5, 1.7, 2.0, 2.09, 1.88, 1.0, 11.259, 35.763
293.txt, 4.67, 1.58, 1.67, 2.02, 1.79, 1.0, 13.284, 37.444
26.txt, 5.86, 3.0, 2.0, 1.78, 1.81, 1.0, 11.66, 42.038
372.txt, 4.4, 1.5, 1.7, 2.25, 1.6, 1.0, 12.245, 41.239
173.txt, 4.85, 2.03, 1.53, 2.04, 1.62, 1.0, 10.43, 47.476
239.txt, 5.27, 2.13, 1.87, 1.72, 1.72, 1.04, 11.781, 44.673
376.txt, 3.63, 1.27, 1.42, 1.93, 1.41, 1.0, 13.849, 30.907
347.txt, 4.21, 1.89, 1.53, 1.48, 1.78, 1.0, 14.396, 32.888
246.txt, 3.11, 1.46, 0.69, 1.69, 1.53, 1.0, 11.72, 39.557
388.txt, 4.77, 2.08, 1.15, 1.98, 1.59, 1.0, 11.915, 40.447
71.txt, 5.71, 2.29, 1.67, 1.74, 1.56, 1.0, 12.576, 43.443
250.txt, 4.47, 1.63, 2.16, 1.66, 1.42, 1.02, 11.641, 39.436
454.txt, 4.87, 1.97, 1.63, 1.77, 1.37, 1.0, 13.848, 31.746
123.txt, 4.71, 2.0, 2.14, 1.91, 1.36, 1.0, 10.992, 41.464
226.txt, 4.09, 1.45, 1.55, 2.07, 1.44, 1.0, 11.057, 43.628
153.txt, 7.56, 3.22, 2.11, 2.03, 1.66, 1.0, 10.947, 47.817
208.txt, 4.67, 2.1, 0.71, 1.71, 1.77, 1.0, 12.421, 41.195
29.txt, 4.45, 1.82, 1.45, 1.8, 1.85, 1.0, 13.938, 40.232
102.txt, 4.33, 1.75, 1.42, 2.13, 1.52, 1.0, 12.124, 43.924
396.txt, 5.4, 2.24, 1.76, 1.97, 1.77, 1.02, 9.682, 54.571
358.txt, 3.43, 1.43, 0.86, 2.13, 1.9, 1.0, 11.162, 52.328
96.txt, 4.81, 1.95, 1.71, 2.29, 1.85, 1.0, 11.223, 44.402
335.txt, 4.67, 1.88, 1.57, 1.77, 1.61, 1.0, 13.26, 39.822
47.txt, 6.14, 2.03, 2.44, 1.81, 1.67, 1.0, 12.332, 38.587
363.txt, 4.25, 1.69, 1.75, 1.99, 1.52, 1.0, 10.866, 46.286
407.txt, 4.3, 1.7, 1.35, 2.19, 1.33, 1.0, 10.875, 52.0
131.txt, 5.46, 2.08, 1.46, 1.68, 1.33, 1.0, 11.149, 45.707
159.txt, 5.28, 2.52, 1.55, 1.66, 1.49, 1.0, 12.143, 46.609
432.txt, 4.64, 1.87, 1.36, 1.65, 1.56, 1.0, 12.653, 37.832
90.txt, 5.74, 2.26, 2.15, 1.73, 1.52, 1.01, 12.538, 39.425
149.txt, 6.31, 2.35, 2.08, 1.53, 1.41, 1.0, 13.485, 33.326
30.txt, 5.76, 2.29, 1.76, 1.73, 1.67, 1.03, 14.414, 28.522
202.txt, 4.78, 1.89, 1.44, 1.91, 1.88, 1.0, 13.052, 39.448
300.txt, 4.21, 1.93, 1.14, 1.98, 1.7, 1.0, 12.956, 40.69
171.txt, 5.29, 2.0, 2.07, 1.78, 1.36, 1.0, 12.512, 35.014
183.txt, 3.8, 1.6, 1.2, 1.86, 1.71, 1.0, 13.182, 33.915
80.txt, 4.55, 1.73, 1.64, 1.82, 1.42, 1.0, 13.126, 38.655
193.txt, 3.44, 1.63, 0.81, 1.64, 1.66, 1.0, 10.41, 47.071
25.txt, 5.12, 2.12, 1.53, 1.98, 1.81, 1.0, 12.611, 42.662
205.txt, 5.08, 1.92, 2.0, 1.69, 1.48, 1.0, 12.881, 38.624
499.txt, 5.92, 2.25, 2.17, 1.59, 1.78, 1.0, 15.33, 27.334
379.txt, 5.58, 2.42, 1.75, 1.69, 1.45, 1.0, 12.25, 41.21
484.txt, 4.74, 1.81, 2.0, 2.01, 1.53, 1.0, 11.797, 47.219
54.txt, 3.67, 1.83, 0.5, 1.36, 1.18, 1.0, 9.856, 51.455
85.txt, 3.25, 1.25, 1.0, 1.92, 1.6, 1.0, 13.537, 38.006
395.txt, 5.07, 1.67, 1.93, 1.96, 1.47, 1.0, 11.155, 45.876
416.txt, 5.37, 1.84, 1.95, 1.71, 1.71, 1.0, 11.549, 48.354
147.txt, 4.5, 2.0, 1.3, 1.84, 1.85, 1.0, 10.666, 46.136
295.txt, 4.15, 1.76, 1.59, 1.86, 1.57, 1.0, 13.067, 42.134
228.txt, 4.07, 1.64, 1.36, 1.74, 1.48, 1.0, 13.186, 38.838
243.txt, 4.59, 1.86, 1.55, 1.96, 1.57, 1.0, 14.508, 36.696
259.txt, 4.81, 2.06, 1.39, 1.81, 1.53, 1.0, 13.084, 35.212
339.txt, 5.44, 2.67, 2.0, 1.47, 1.54, 1.06, 13.951, 36.541
374.txt, 4.17, 1.83, 1.0, 2.04, 1.55, 1.0, 11.219, 39.916
230.txt, 4.25, 1.83, 1.08, 1.96, 1.23, 1.0, 12.346, 45.492
201.txt, 4.4, 1.84, 1.4, 1.89, 1.63, 1.0, 11.294, 43.59
207.txt, 4.36, 1.75, 1.36, 1.93, 1.73, 1.0, 11.774, 43.755
460.txt, 4.6, 2.13, 1.47, 1.8, 1.28, 1.0, 10.721, 44.944
420.txt, 4.66, 1.66, 1.63, 2.13, 1.54, 1.0, 13.2, 41.623
129.txt, 5.27, 2.27, 1.55, 1.76, 1.88, 1.0, 9.69, 51.444
263.txt, 3.79, 1.67, 1.42, 1.78, 1.55, 1.0, 13.884, 35.147
421.txt, 4.5, 1.39, 1.5, 1.67, 1.32, 1.0, 9.95, 47.221
51.txt, 4.6, 1.87, 1.43, 1.85, 1.5, 1.0, 11.464, 47.568
39.txt, 5.1, 2.4, 0.9, 1.8, 1.96, 1.0, 10.928, 52.977
12.txt, 5.0, 2.2, 1.4, 1.94, 1.45, 1.0, 10.291, 42.348
489.txt, 4.45, 1.76, 1.71, 2.04, 1.45, 1.0, 13.406, 34.295
146.txt, 4.41, 2.06, 1.24, 2.07, 1.6, 1.0, 13.149, 40.325
346.txt, 5.15, 2.4, 1.15, 1.85, 1.67, 1.0, 13.008, 46.654
162.txt, 5.4, 2.0, 2.8, 2.15, 1.3, 1.0, 9.302, 50.075
309.txt, 4.25, 1.58, 1.25, 2.27, 1.53, 1.07, 13.435, 35.217
241.txt, 5.46, 2.15, 1.62, 1.97, 1.36, 1.0, 14.532, 32.188
143.txt, 4.87, 2.45, 0.97, 1.71, 1.57, 1.0, 12.17, 50.532
248.txt, 4.55, 2.05, 0.95, 1.73, 1.51, 1.0, 12.173, 42.375
6.txt, 4.5, 1.79, 1.5, 1.92, 1.62, 1.02, 14.113, 34.354
411.txt, 4.17, 1.72, 1.37, 1.9, 1.7, 1.0, 12.783, 35.304
195.txt, 4.13, 1.8, 1.8, 1.97, 2.26, 1.0, 10.524, 51.105
492.txt, 4.54, 1.58, 1.88, 2.05, 1.68, 1.02, 12.564, 34.271
405.txt, 5.11, 2.27, 1.51, 1.81, 1.69, 1.0, 11.939, 43.303
283.txt, 5.15, 2.38, 1.27, 1.62, 1.39, 1.0, 10.368, 54.05
81.txt, 5.46, 2.31, 1.69, 1.85, 1.77, 1.0, 14.395, 36.476
65.txt, 5.5, 2.11, 1.72, 1.6, 1.42, 1.0, 9.897, 56.236
82.txt, 4.52, 1.88, 1.2, 1.83, 1.87, 1.0, 13.063, 42.136
236.txt, 4.96, 1.89, 2.04, 1.85, 1.77, 1.0, 13.852, 28.439
179.txt, 6.71, 2.33, 2.71, 1.8, 1.7, 1.0, 12.894, 36.738
13.txt, 4.6, 2.12, 1.2, 1.73, 1.51, 1.0, 13.418, 33.702
391.txt, 6.17, 2.33, 1.67, 2.11, 1.57, 1.1, 13.894, 28.56
290.txt, 5.14, 2.0, 1.64, 1.63, 1.5, 1.0, 13.365, 37.389
450.txt, 4.21, 1.75, 1.42, 2.03, 1.57, 1.0, 13.331, 38.279
184.txt, 4.37, 1.97, 0.9, 1.65, 1.76, 1.0, 12.189, 40.277
128.txt, 5.76, 2.41, 2.24, 1.71, 1.56, 1.0, 11.24, 40.826
63.txt, 2.8, 1.3, 1.0, 2.04, 1.46, 1.0, 15.447, 25.045
157.txt, 5.16, 2.12, 1.72, 1.82, 1.42, 1.0, 12.628, 39.317
500.txt, 5.35, 2.53, 1.35, 2.03, 2.02, 1.0, 11.051, 46.455
86.txt, 5.25, 2.4, 1.5, 1.61, 1.29, 1.0, 10.271, 50.589
209.txt, 5.67, 2.13, 1.88, 1.81, 1.43, 1.0, 13.177, 38.874
378.txt, 4.82, 1.77, 1.77, 2.21, 1.85, 1.03, 12.717, 43.209
404.txt, 4.59, 1.88, 1.53, 2.09, 1.34, 1.04, 13.046, 35.376
341.txt, 4.55, 1.8, 1.55, 1.93, 1.53, 1.0, 11.912, 40.187
219.txt, 4.36, 2.07, 1.04, 1.77, 1.81, 1.0, 12.057, 47.915
237.txt, 4.09, 1.63, 1.25, 1.9, 1.69, 1.0, 12.67, 37.329
487.txt, 5.94, 2.13, 2.25, 1.92, 1.24, 1.0, 12.155, 38.951
233.txt, 3.0, 1.14, 0.86, 1.9, 1.25, 1.0, 13.307, 25.897
116.txt, 3.53, 1.47, 1.06, 1.8, 1.6, 1.0, 11.602, 46.634
140.txt, 6.22, 2.61, 1.52, 1.71, 1.57, 1.0, 11.416, 43.514
366.txt, 4.55, 1.6, 1.7, 1.91, 1.97, 1.03, 13.252, 38.987
142.txt, 4.86, 1.71, 2.71, 1.65, 1.75, 1.0, 13.817, 36.696
224.txt, 5.89, 2.11, 2.0, 2.05, 1.5, 1.0, 11.003, 42.701
177.txt, 5.4, 2.2, 1.4, 1.51, 1.68, 1.0, 10.12, 55.297
449.txt, 4.19, 1.93, 1.3, 1.81, 1.48, 1.0, 12.369, 40.934
151.txt, 6.71, 2.79, 2.29, 1.76, 1.59, 1.03, 10.365, 48.109
427.txt, 6.31, 3.08, 1.23, 1.67, 1.38, 1.0, 12.09, 52.122
175.txt, 4.45, 2.27, 1.0, 1.55, 2.12, 1.0, 8.966, 55.837
426.txt, 4.35, 1.71, 1.35, 1.81, 1.41, 1.0, 11.071, 46.026
112.txt, 5.35, 2.52, 1.52, 1.82, 1.62, 1.0, 12.039, 44.819
100.txt, 4.17, 2.08, 1.42, 1.86, 2.08, 1.0, 12.482, 38.188
111.txt, 5.55, 2.03, 2.21, 1.94, 1.68, 1.0, 10.27, 53.988
380.txt, 4.43, 1.89, 1.18, 1.69, 1.55, 1.0, 10.855, 42.569
447.txt, 4.43, 1.52, 1.86, 2.22, 1.72, 1.0, 13.102, 31.206
456.txt, 4.43, 2.0, 1.1, 1.73, 1.44, 1.0, 11.867, 48.925
185.txt, 3.67, 1.75, 1.0, 1.89, 1.43, 1.0, 12.201, 36.725
328.txt, 4.68, 1.84, 1.64, 1.88, 1.72, 1.0, 10.9, 47.697
356.txt, 4.16, 1.38, 1.89, 2.08, 1.57, 1.0, 15.02, 19.587
107.txt, 4.3, 1.7, 1.7, 1.79, 1.35, 1.0, 10.594, 43.785
34.txt, 5.44, 2.22, 2.44, 1.9, 1.35, 1.0, 12.852, 37.258
434.txt, 4.11, 1.89, 0.96, 1.61, 1.67, 1.0, 8.242, 57.536
306.txt, 4.81, 1.81, 1.69, 2.09, 1.45, 1.0, 12.775, 38.376
457.txt, 4.92, 1.84, 1.73, 1.94, 1.6, 1.0, 12.67, 38.604
188.txt, 5.13, 2.25, 1.5, 1.98, 1.5, 1.0, 14.441, 34.271
313.txt, 4.33, 1.67, 1.67, 2.08, 1.6, 1.0, 17.08, 18.596
397.txt, 4.31, 1.62, 1.08, 1.79, 1.52, 1.0, 12.831, 38.351
444.txt, 4.5, 2.33, 1.17, 1.86, 1.48, 1.02, 12.487, 52.3
318.txt, 5.0, 2.0, 1.52, 1.69, 1.39, 1.0, 12.043, 41.853
72.txt, 5.0, 1.92, 2.04, 2.04, 1.63, 1.0, 11.602, 44.432
174.txt, 5.7, 2.3, 2.0, 2.11, 1.78, 1.0, 11.022, 44.468
297.txt, 3.39, 1.39, 0.89, 1.94, 1.44, 1.0, 12.141, 40.685
384.txt, 5.08, 1.92, 1.5, 1.85, 1.35, 1.0, 11.035, 45.845
466.txt, 4.29, 1.83, 1.33, 1.85, 1.62, 1.02, 11.779, 45.41
430.txt, 4.2, 1.2, 2.0, 2.05, 1.17, 1.0, 18.601, 0.802
45.txt, 5.63, 2.09, 2.09, 1.83, 1.41, 1.0, 13.396, 37.708
257.txt, 5.09, 2.09, 1.64, 1.8, 1.83, 1.0, 12.717, 44.937
475.txt, 5.0, 2.44, 1.06, 1.77, 1.77, 1.0, 13.291, 46.079
134.txt, 4.8, 2.12, 1.76, 1.96, 1.55, 1.0, 12.208, 41.816
286.txt, 4.51, 1.8, 1.6, 1.86, 1.46, 1.0, 12.239, 37.345
91.txt, 3.64, 1.55, 1.0, 1.85, 1.47, 1.09, 12.017, 36.022
114.txt, 3.36, 1.54, 0.88, 1.71, 1.77, 1.0, 9.181, 51.61
