Filename,NP/S,VP/S,PP/S,NPlen,VPlen,PPlen,cli,fks
58.txt, 3.89, 1.44, 1.0, 2.29, 1.31, 1.0, 13.722, 29.282
429.txt, 3.09, 1.27, 1.0, 2.15, 1.71, 1.09, 12.784, 36.088
390.txt, 4.0, 1.62, 1.15, 1.7, 1.86, 1.0, 13.675, 35.997
394.txt, 4.27, 1.77, 1.38, 1.89, 1.63, 1.0, 11.555, 41.41
272.txt, 3.81, 1.81, 1.13, 1.82, 1.34, 1.0, 10.729, 42.683
308.txt, 3.88, 1.58, 1.27, 1.88, 1.51, 1.0, 13.542, 36.097
418.txt, 3.67, 1.42, 1.0, 1.91, 1.12, 1.0, 15.602, 19.09
281.txt, 3.59, 1.79, 0.79, 1.61, 1.83, 1.0, 11.521, 47.14
472.txt, 3.33, 1.47, 1.0, 1.82, 1.55, 1.0, 10.192, 41.492
115.txt, 3.0, 1.25, 0.75, 1.75, 2.0, 1.0, 10.559, 35.359
312.txt, 3.85, 2.0, 1.23, 1.72, 1.54, 1.0, 13.543, 33.802
92.txt, 3.71, 1.43, 1.43, 1.96, 1.6, 1.0, 11.992, 38.394
327.txt, 3.56, 1.22, 1.44, 2.19, 1.7, 1.0, 11.698, 38.824
299.txt, 4.55, 1.85, 1.65, 1.68, 1.7, 1.0, 13.411, 40.107
311.txt, 3.9, 1.6, 1.1, 2.1, 1.56, 1.0, 14.243, 29.516
210.txt, 3.8, 1.87, 0.87, 1.89, 1.57, 1.0, 8.946, 52.092
268.txt, 4.55, 2.0, 1.18, 1.5, 1.5, 1.0, 12.148, 37.475
425.txt, 3.67, 1.25, 1.75, 1.98, 1.93, 1.0, 12.258, 43.152
53.txt, 3.0, 1.0, 1.0, 2.06, 1.5, 1.0, 17.026, 10.997
488.txt, 3.63, 1.66, 1.09, 1.78, 1.34, 1.0, 13.158, 42.683
190.txt, 3.92, 1.54, 1.08, 1.55, 1.75, 1.0, 11.263, 42.379
385.txt, 2.71, 1.29, 1.0, 1.79, 1.22, 1.0, 14.155, 28.128
139.txt, 3.56, 1.69, 0.69, 1.93, 1.78, 1.0, 11.336, 41.53
314.txt, 4.14, 1.64, 1.29, 1.78, 1.61, 1.0, 10.448, 45.665
101.txt, 5.0, 2.25, 1.38, 2.17, 1.39, 1.0, 15.38, 32.028
214.txt, 3.26, 1.48, 0.78, 1.49, 1.68, 1.0, 13.354, 37.363
476.txt, 2.87, 1.27, 0.8, 1.86, 1.53, 1.0, 9.001, 52.067
18.txt, 3.5, 1.75, 1.25, 2.43, 1.86, 1.0, 12.141, 33.505
37.txt, 4.1, 1.5, 1.9, 1.68, 1.27, 1.0, 13.067, 34.253
225.txt, 3.52, 1.8, 0.92, 1.67, 1.76, 1.0, 13.603, 38.564
156.txt, 4.56, 2.11, 1.22, 1.66, 1.84, 1.0, 10.971, 46.855
4.txt, 4.29, 1.57, 2.14, 2.07, 1.36, 1.0, 12.544, 35.015
473.txt, 4.0, 2.06, 0.88, 1.66, 1.7, 1.0, 10.724, 49.84
369.txt, 4.91, 1.91, 1.27, 2.06, 1.52, 1.07, 11.087, 51.792
321.txt, 4.42, 1.68, 1.35, 1.73, 1.37, 1.0, 13.075, 32.126
294.txt, 3.0, 1.21, 1.0, 2.1, 1.29, 1.0, 13.624, 25.856
365.txt, 4.2, 1.6, 1.07, 1.79, 1.54, 1.0, 12.881, 34.191
187.txt, 3.75, 1.5, 1.19, 1.65, 1.21, 1.0, 11.431, 40.431
254.txt, 3.29, 1.07, 1.14, 2.26, 1.2, 1.0, 11.761, 34.657
298.txt, 3.27, 1.77, 0.69, 1.78, 1.61, 1.0, 10.752, 44.276
59.txt, 3.56, 1.67, 0.78, 1.44, 1.93, 1.0, 12.353, 34.922
249.txt, 4.4, 1.5, 1.8, 2.36, 1.73, 1.0, 10.401, 45.162
229.txt, 3.38, 1.67, 0.79, 1.75, 1.77, 1.0, 11.529, 44.737
280.txt, 3.13, 1.4, 0.9, 2.14, 1.43, 1.0, 13.189, 30.015
392.txt, 4.64, 1.73, 1.55, 1.63, 1.79, 1.0, 12.803, 31.539
415.txt, 3.2, 1.3, 1.0, 1.63, 1.23, 1.0, 14.217, 27.58
437.txt, 4.95, 1.91, 1.64, 1.76, 1.55, 1.0, 11.458, 43.299
293.txt, 4.0, 1.57, 1.29, 1.63, 1.55, 1.0, 11.61, 40.392
26.txt, 4.53, 2.27, 1.4, 1.82, 1.97, 1.0, 10.789, 51.852
372.txt, 2.93, 1.29, 0.86, 1.73, 1.56, 1.0, 12.328, 41.823
173.txt, 3.44, 1.31, 0.88, 1.82, 1.62, 1.0, 12.192, 37.469
239.txt, 3.4, 1.93, 0.6, 1.61, 1.45, 1.0, 11.137, 52.206
376.txt, 4.08, 1.5, 1.42, 1.67, 1.39, 1.0, 12.211, 39.828
347.txt, 3.23, 1.35, 1.31, 2.15, 1.49, 1.0, 10.198, 42.03
246.txt, 4.08, 1.92, 0.77, 1.77, 1.44, 1.0, 10.386, 49.749
388.txt, 3.75, 1.25, 1.58, 1.96, 1.2, 1.0, 12.52, 34.419
71.txt, 4.0, 1.29, 1.57, 1.68, 1.33, 1.0, 12.168, 41.462
250.txt, 3.39, 1.33, 1.0, 1.72, 1.79, 1.0, 12.288, 40.5
454.txt, 4.56, 1.78, 1.28, 1.76, 1.59, 1.0, 13.156, 35.622
123.txt, 4.45, 1.55, 1.82, 2.24, 1.47, 1.0, 11.77, 47.151
226.txt, 3.14, 1.67, 0.9, 2.02, 1.94, 1.0, 13.189, 37.797
153.txt, 4.08, 2.0, 0.77, 1.51, 1.38, 1.0, 12.403, 42.713
208.txt, 4.09, 2.0, 0.73, 1.67, 1.73, 1.0, 11.592, 39.127
29.txt, 4.29, 2.14, 1.57, 1.73, 1.87, 1.0, 13.929, 37.388
102.txt, 5.27, 2.13, 1.67, 1.75, 1.56, 1.0, 12.536, 47.97
396.txt, 4.91, 2.18, 1.45, 1.87, 1.54, 1.0, 11.992, 49.703
358.txt, 3.81, 1.63, 1.11, 1.82, 1.77, 1.0, 10.982, 48.807
96.txt, 4.33, 2.0, 1.11, 2.0, 1.61, 1.0, 13.132, 35.286
335.txt, 4.42, 2.25, 0.75, 1.7, 1.52, 1.0, 12.623, 54.971
47.txt, 4.4, 1.4, 2.0, 2.32, 1.43, 1.0, 13.503, 35.34
363.txt, 3.14, 1.43, 1.29, 1.64, 1.5, 1.0, 13.324, 32.178
407.txt, 4.56, 1.44, 1.67, 1.8, 1.38, 1.0, 9.735, 46.483
131.txt, 3.4, 1.8, 0.6, 1.68, 1.61, 1.0, 12.874, 45.251
159.txt, 3.31, 1.54, 1.08, 1.6, 1.85, 1.0, 11.667, 36.754
432.txt, 4.42, 1.92, 1.5, 1.55, 1.48, 1.06, 14.446, 38.991
90.txt, 3.8, 1.4, 1.4, 1.76, 1.57, 1.0, 12.854, 41.443
149.txt, 4.0, 2.09, 0.73, 1.89, 1.65, 1.0, 8.67, 56.878
30.txt, 5.28, 2.5, 1.33, 1.51, 1.58, 1.0, 11.545, 45.849
202.txt, 4.16, 1.64, 1.32, 1.88, 1.29, 1.0, 11.405, 45.84
300.txt, 3.92, 1.83, 1.0, 1.81, 1.5, 1.0, 10.979, 42.786
171.txt, 4.55, 1.91, 1.36, 1.72, 1.52, 1.0, 10.75, 47.974
183.txt, 3.6, 1.6, 0.8, 1.78, 1.5, 1.0, 9.995, 52.28
80.txt, 4.67, 1.33, 2.0, 2.5, 1.0, 1.0, 11.548, 35.207
193.txt, 3.75, 1.58, 1.5, 2.09, 1.32, 1.0, 10.745, 41.792
25.txt, 3.29, 1.41, 1.29, 2.3, 2.17, 1.0, 10.974, 40.374
205.txt, 5.33, 2.5, 1.5, 1.61, 1.93, 1.0, 11.036, 46.134
499.txt, 3.96, 1.71, 1.17, 1.79, 1.49, 1.04, 13.516, 30.889
379.txt, 3.67, 1.53, 1.2, 1.84, 1.65, 1.0, 11.821, 32.335
484.txt, 3.1, 1.42, 0.94, 2.09, 1.32, 1.0, 11.464, 39.199
54.txt, 4.96, 2.0, 1.76, 1.79, 1.38, 1.02, 12.634, 40.144
85.txt, 3.5, 1.67, 1.17, 1.86, 1.4, 1.0, 14.141, 34.199
395.txt, 3.58, 1.33, 1.08, 1.74, 1.44, 1.0, 12.179, 41.151
416.txt, 3.69, 1.46, 1.23, 1.75, 2.11, 1.0, 12.331, 38.478
147.txt, 4.27, 1.64, 0.55, 1.55, 1.5, 1.0, 11.843, 44.614
295.txt, 3.21, 1.5, 1.0, 1.96, 1.76, 1.0, 14.323, 37.615
228.txt, 3.29, 1.46, 1.0, 1.72, 1.31, 1.0, 11.052, 40.245
243.txt, 3.7, 1.57, 1.03, 1.64, 1.32, 1.0, 10.638, 41.281
259.txt, 3.17, 1.42, 1.08, 1.92, 1.29, 1.0, 14.844, 16.298
339.txt, 3.59, 1.44, 1.18, 1.8, 1.55, 1.0, 11.412, 41.227
374.txt, 4.4, 1.9, 1.7, 2.2, 1.68, 1.06, 12.302, 37.724
230.txt, 3.29, 1.36, 1.0, 1.83, 1.68, 1.0, 9.646, 52.845
201.txt, 3.67, 2.0, 0.83, 1.66, 1.38, 1.0, 10.664, 56.111
207.txt, 5.0, 2.0, 1.64, 1.87, 1.68, 1.0, 12.564, 39.714
460.txt, 3.75, 1.75, 1.0, 1.76, 1.95, 1.0, 11.595, 44.939
420.txt, 4.21, 1.75, 1.21, 1.83, 1.69, 1.0, 13.816, 35.718
129.txt, 3.62, 1.62, 1.0, 1.96, 1.62, 1.0, 11.184, 48.177
263.txt, 3.75, 1.63, 1.17, 1.67, 1.72, 1.0, 10.909, 48.261
421.txt, 3.73, 1.27, 1.52, 1.76, 1.88, 1.0, 11.312, 43.452
51.txt, 4.67, 2.17, 0.83, 1.64, 1.77, 1.0, 11.935, 52.892
39.txt, 4.73, 1.91, 1.18, 1.73, 1.57, 1.0, 11.249, 47.655
12.txt, 4.35, 1.54, 1.51, 1.84, 1.39, 1.0, 11.46, 47.63
489.txt, 3.25, 1.5, 1.0, 1.83, 1.71, 1.0, 11.398, 40.826
146.txt, 3.36, 1.45, 1.36, 1.73, 1.31, 1.0, 12.297, 40.56
346.txt, 5.45, 2.32, 1.73, 1.7, 1.35, 1.0, 12.468, 44.964
162.txt, 3.2, 1.7, 0.7, 2.06, 1.35, 1.0, 15.285, 29.066
309.txt, 2.79, 1.28, 0.66, 1.96, 1.62, 1.0, 12.337, 34.14
241.txt, 3.45, 1.41, 0.97, 1.94, 1.83, 1.0, 11.939, 36.717
143.txt, 2.92, 1.58, 0.58, 1.74, 1.76, 1.0, 9.77, 50.57
248.txt, 3.57, 1.43, 1.27, 2.09, 1.44, 1.0, 11.738, 40.487
6.txt, 3.07, 1.33, 1.13, 2.11, 1.3, 1.0, 14.586, 31.233
411.txt, 3.8, 1.88, 0.85, 1.75, 1.71, 1.0, 10.494, 44.506
195.txt, 3.6, 1.73, 1.0, 1.72, 1.69, 1.0, 12.898, 38.401
492.txt, 3.31, 1.46, 0.89, 1.79, 1.45, 1.0, 12.747, 34.616
405.txt, 3.87, 1.83, 0.97, 1.83, 1.58, 1.0, 11.2, 44.969
283.txt, 5.5, 2.0, 2.17, 1.91, 1.58, 1.0, 12.798, 37.131
81.txt, 3.38, 1.63, 0.5, 1.74, 1.23, 1.0, 12.477, 34.888
65.txt, 3.33, 1.33, 1.75, 2.05, 1.25, 1.0, 13.758, 36.571
82.txt, 3.88, 1.69, 1.35, 1.92, 1.95, 1.0, 11.563, 41.556
236.txt, 3.73, 1.45, 1.45, 1.78, 1.75, 1.0, 11.795, 39.571
179.txt, 3.92, 1.71, 1.29, 1.65, 1.88, 1.03, 11.854, 46.239
13.txt, 4.08, 1.92, 1.0, 1.87, 1.74, 1.0, 13.661, 45.637
391.txt, 3.93, 1.57, 1.14, 1.84, 1.73, 1.0, 11.973, 38.548
290.txt, 4.46, 2.08, 1.54, 1.64, 1.89, 1.0, 11.514, 50.878
450.txt, 5.17, 1.94, 1.67, 1.98, 1.63, 1.0, 12.502, 39.681
184.txt, 3.44, 1.44, 0.89, 2.0, 1.46, 1.0, 13.389, 39.439
128.txt, 4.19, 1.77, 1.12, 1.72, 1.41, 1.0, 10.513, 48.265
63.txt, 4.26, 2.0, 1.21, 2.02, 1.76, 1.0, 14.497, 31.854
157.txt, 3.59, 1.48, 1.03, 1.84, 1.6, 1.0, 12.62, 44.226
500.txt, 3.47, 1.47, 1.2, 1.9, 1.73, 1.0, 9.92, 39.811
86.txt, 2.25, 0.83, 0.25, 1.52, 1.1, 1.0, 12.736, 15.376
209.txt, 3.67, 1.83, 1.0, 1.44, 1.42, 1.0, 10.221, 53.447
378.txt, 3.87, 2.1, 0.87, 1.69, 1.75, 1.0, 11.226, 49.993
404.txt, 2.5, 1.1, 1.1, 1.68, 1.55, 1.0, 12.773, 29.973
341.txt, 3.77, 1.6, 1.13, 1.73, 1.6, 1.0, 11.221, 49.309
219.txt, 4.42, 2.08, 0.67, 1.92, 1.6, 1.0, 13.216, 41.905
237.txt, 5.0, 2.08, 1.5, 2.0, 1.56, 1.0, 11.322, 45.304
487.txt, 3.91, 1.94, 0.97, 1.78, 1.82, 1.0, 12.445, 47.62
233.txt, 5.67, 2.33, 1.33, 2.12, 1.64, 1.0, 10.383, 49.497
116.txt, 3.5, 1.75, 0.75, 1.29, 1.86, 1.0, 11.016, 48.023
140.txt, 3.67, 1.44, 1.0, 1.85, 1.31, 1.0, 10.672, 39.288
366.txt, 3.83, 1.89, 1.0, 2.13, 1.32, 1.0, 12.401, 41.852
142.txt, 5.1, 1.81, 1.86, 1.92, 1.95, 1.0, 11.042, 48.926
224.txt, 4.48, 1.78, 1.43, 1.67, 1.73, 1.0, 11.617, 49.037
177.txt, 4.39, 1.78, 1.44, 1.61, 1.47, 1.04, 12.912, 42.452
449.txt, 5.1, 1.8, 1.3, 1.73, 1.67, 1.0, 9.47, 52.431
151.txt, 4.11, 2.0, 0.84, 1.81, 1.53, 1.0, 12.423, 42.883
427.txt, 3.79, 1.36, 1.07, 1.81, 1.47, 1.0, 12.377, 46.438
175.txt, 3.3, 1.75, 0.55, 1.77, 1.89, 1.0, 10.903, 49.727
426.txt, 4.44, 1.78, 2.0, 2.02, 1.44, 1.0, 11.831, 42.365
112.txt, 3.68, 1.82, 0.71, 1.7, 1.5, 1.0, 10.727, 47.522
100.txt, 2.86, 1.29, 1.43, 2.05, 1.33, 1.0, 11.157, 42.333
111.txt, 3.59, 1.59, 1.11, 2.12, 1.6, 1.0, 13.183, 39.011
380.txt, 7.5, 3.33, 2.0, 1.84, 1.4, 1.0, 12.825, 35.218
447.txt, 4.62, 2.23, 1.54, 1.9, 1.59, 1.0, 12.903, 43.136
456.txt, 4.73, 1.91, 1.82, 2.19, 1.52, 1.0, 10.953, 46.262
185.txt, 4.42, 1.85, 1.42, 1.8, 1.56, 1.0, 10.115, 57.213
328.txt, 3.64, 1.64, 1.36, 1.71, 1.74, 1.0, 13.208, 31.859
356.txt, 2.83, 1.17, 1.17, 1.71, 1.14, 1.0, 10.42, 48.867
107.txt, 5.0, 1.83, 1.33, 2.0, 1.09, 1.0, 13.517, 29.397
34.txt, 4.0, 1.67, 1.67, 2.33, 1.2, 1.0, 13.22, 33.733
434.txt, 4.15, 1.54, 1.23, 1.74, 1.55, 1.0, 13.148, 36.69
306.txt, 3.97, 1.87, 0.83, 1.61, 1.82, 1.0, 12.041, 43.798
457.txt, 4.82, 2.36, 1.27, 1.6, 1.73, 1.0, 12.425, 47.816
188.txt, 3.68, 1.71, 1.14, 1.63, 1.54, 1.0, 10.961, 55.568
313.txt, 3.45, 1.64, 1.14, 1.82, 1.69, 1.0, 13.755, 33.196
397.txt, 4.75, 1.75, 1.5, 1.79, 1.79, 1.0, 12.389, 44.388
444.txt, 4.33, 1.63, 1.25, 1.7, 1.26, 1.0, 12.206, 36.367
318.txt, 4.3, 1.78, 1.59, 1.83, 1.48, 1.0, 11.334, 48.644
72.txt, 4.52, 1.83, 1.57, 1.9, 1.67, 1.0, 12.6, 41.738
174.txt, 3.79, 2.0, 0.64, 1.72, 1.68, 1.0, 11.992, 41.776
297.txt, 3.13, 1.5, 1.13, 1.76, 1.92, 1.0, 12.601, 40.578
384.txt, 4.66, 1.76, 1.38, 1.64, 1.47, 1.02, 11.423, 43.976
466.txt, 4.64, 1.96, 1.44, 2.14, 1.31, 1.0, 12.128, 41.36
430.txt, 4.4, 1.68, 1.72, 1.62, 1.57, 1.0, 10.77, 50.47
45.txt, 7.0, 2.5, 3.5, 2.14, 1.4, 1.0, 12.36, 35.994
257.txt, 5.08, 1.96, 1.71, 1.9, 1.6, 1.0, 11.531, 44.649
475.txt, 3.81, 1.56, 1.19, 1.61, 1.52, 1.0, 13.251, 44.3
134.txt, 3.29, 1.54, 0.89, 1.73, 1.88, 1.0, 13.278, 36.207
286.txt, 4.67, 2.33, 0.92, 1.66, 1.25, 1.0, 13.11, 41.255
91.txt, 3.13, 1.75, 0.5, 2.0, 1.57, 1.0, 12.059, 36.443
114.txt, 2.83, 1.25, 1.0, 1.85, 1.13, 1.0, 14.132, 27.919
