Filename,sentences,wordtypes,swordtypes,lextypes,slextypes,wordtokens,swordtokens,lextokens,slextokens,ld,ls1,ls2,vs1,vs2,cvs1,ndw,ndwz,ndwerz,ndwesz,ttr,msttr,cttr,rttr,logttr,uber,lv,vv1,svv1,cvv1,vv2,nv,adjv,advv, modv,W,S,VP,C,T,DC,CT,CP,CN,MLS,MLT,MLC,C/S,VP/T,C/T,DC/C,DC/T,T/S,CT/T,CP/T,CP/C,CN/T,CN/C,class
283.txt,7,73,28,48,25,119,42,68,33,0.57,0.49,0.38,0.33,2.00,1.00,73,34,40.90,40.90,0.61,0.72,4.73,6.69,0.90,20.30,0.71,0.72,9.39,2.17,0.19,0.68,0.15,0.00,0.15,111,7,17,11,8,4,4,5,12,15.8571,13.8750,10.0909,1.5714,2.1250,1.3750,0.3636,0.5000,1.1429,0.5000,0.6250,0.4545,1.5000,1.0909,4
107.txt,12,143,68,104,62,224,84,130,71,0.58,0.55,0.48,0.45,7.61,1.95,143,41,42.50,41.70,0.64,0.80,6.76,9.55,0.92,28.34,0.80,0.74,20.63,3.21,0.22,0.84,0.10,0.02,0.12,215,12,31,14,12,7,5,10,20,17.9167,17.9167,15.3571,1.1667,2.5833,1.1667,0.5000,0.5833,1.0000,0.4167,0.8333,0.7143,1.6667,1.4286,4
500.txt,27,188,71,119,69,440,150,232,140,0.53,0.60,0.38,0.34,6.90,1.86,188,41,38.20,37.10,0.43,0.71,6.34,8.96,0.86,18.92,0.51,0.50,14.50,2.69,0.12,0.48,0.12,0.00,0.12,439,27,55,44,40,8,9,11,53,16.2593,10.9750,9.9773,1.6296,1.3750,1.1000,0.1818,0.2000,1.4815,0.2250,0.2750,0.2500,1.3250,1.2045,4
526.txt,12,133,46,92,44,236,65,132,59,0.56,0.45,0.35,0.44,6.62,1.82,133,40,41.10,38.60,0.56,0.79,6.12,8.66,0.90,22.61,0.70,0.74,18.38,3.03,0.19,0.65,0.13,0.01,0.14,230,12,27,16,12,6,6,10,20,19.1667,19.1667,14.3750,1.3333,2.2500,1.3333,0.3750,0.5000,1.0000,0.5000,0.8333,0.6250,1.6667,1.2500,4
491.txt,6,69,21,44,19,102,30,57,26,0.56,0.46,0.30,0.43,2.57,1.13,69,43,40.30,40.20,0.68,0.78,4.83,6.83,0.92,23.77,0.77,0.93,12.07,2.46,0.23,0.71,0.16,0.00,0.16,98,6,13,7,6,3,3,4,10,16.3333,16.3333,14.0000,1.1667,2.1667,1.1667,0.4286,0.5000,1.0000,0.5000,0.6667,0.5714,1.6667,1.4286,4
422.txt,18,174,63,125,60,348,95,185,90,0.53,0.49,0.36,0.44,14.52,2.69,174,39,40.80,39.40,0.50,0.79,6.60,9.33,0.88,21.46,0.68,0.63,29.45,3.84,0.25,0.68,0.11,0.02,0.13,344,18,56,37,19,19,11,7,35,19.1111,18.1053,9.2973,2.0556,2.9474,1.9474,0.5135,1.0000,1.0556,0.5789,0.3684,0.1892,1.8421,0.9459,4
171.txt,15,165,64,117,59,327,109,166,81,0.51,0.49,0.39,0.40,8.00,2.00,165,36,41.30,36.50,0.50,0.75,6.45,9.12,0.88,21.28,0.70,0.72,25.92,3.60,0.22,0.68,0.10,0.01,0.11,310,15,46,30,22,11,11,10,44,20.6667,14.0909,10.3333,2.0000,2.0909,1.3636,0.3667,0.5000,1.4667,0.5000,0.4545,0.3333,2.0000,1.4667,4
423.txt,44,359,132,280,126,875,207,454,197,0.52,0.43,0.37,0.36,21.30,3.26,359,46,41.20,41.00,0.41,0.80,8.58,12.14,0.87,22.37,0.62,0.57,54.53,5.22,0.21,0.65,0.09,0.02,0.12,867,44,130,92,48,40,21,13,104,19.7045,18.0625,9.4239,2.0909,2.7083,1.9167,0.4348,0.8333,1.0909,0.4375,0.2708,0.1413,2.1667,1.1304,4
64.txt,14,157,53,110,47,300,90,163,72,0.54,0.44,0.34,0.37,7.08,1.88,157,32,42.10,41.10,0.52,0.79,6.41,9.06,0.89,21.82,0.67,0.75,28.31,3.76,0.23,0.63,0.10,0.02,0.13,289,14,39,26,16,13,10,11,33,20.6429,18.0625,11.1154,1.8571,2.4375,1.6250,0.5000,0.8125,1.1429,0.6250,0.6875,0.4231,2.0625,1.2692,4
62.txt,23,205,71,144,65,475,130,242,116,0.51,0.48,0.35,0.27,5.48,1.66,205,30,41.30,39.50,0.43,0.78,6.65,9.41,0.86,19.63,0.60,0.64,30.26,3.89,0.19,0.55,0.10,0.03,0.13,466,23,63,39,21,21,15,12,44,20.2609,22.1905,11.9487,1.6957,3.0000,1.8571,0.5385,1.0000,0.9130,0.7143,0.5714,0.3077,2.0952,1.1282,4
180.txt,31,198,71,141,68,509,112,249,107,0.49,0.43,0.36,0.33,9.12,2.13,198,37,39.30,38.20,0.39,0.76,6.21,8.78,0.85,17.87,0.57,0.60,31.44,3.96,0.21,0.54,0.08,0.02,0.10,509,31,78,57,30,29,18,10,58,16.4194,16.9667,8.9298,1.8387,2.6000,1.9000,0.5088,0.9667,0.9677,0.6000,0.3333,0.1754,1.9333,1.0175,4
389.txt,30,225,85,174,81,482,140,264,130,0.55,0.49,0.38,0.35,9.35,2.16,225,36,39.20,37.50,0.47,0.78,7.25,10.25,0.88,21.76,0.66,0.67,34.67,4.16,0.20,0.62,0.11,0.03,0.14,476,30,64,44,30,18,13,20,50,15.8667,15.8667,10.8182,1.4667,2.1333,1.4667,0.4091,0.6000,1.0000,0.4333,0.6667,0.4545,1.6667,1.1364,4
164.txt,21,189,85,134,81,347,115,180,103,0.52,0.57,0.45,0.52,17.52,2.96,189,39,42.90,41.00,0.54,0.82,7.17,10.15,0.90,24.46,0.74,0.74,36.38,4.26,0.27,0.72,0.14,0.01,0.15,336,21,61,42,23,19,14,12,33,16.0000,14.6087,8.0000,2.0000,2.6522,1.8261,0.4524,0.8261,1.0952,0.6087,0.5217,0.2857,1.4348,0.7857,4
214.txt,9,118,53,88,50,170,65,108,60,0.64,0.56,0.45,0.37,2.58,1.14,118,45,44.40,39.10,0.69,0.83,6.40,9.05,0.93,31.37,0.81,0.89,15.21,2.76,0.16,0.81,0.11,0.00,0.11,163,9,17,11,9,3,3,6,17,18.1111,18.1111,14.8182,1.2222,1.8889,1.2222,0.2727,0.3333,1.0000,0.3333,0.6667,0.5455,1.8889,1.5455,4
537.txt,67,565,286,477,278,1372,462,812,432,0.59,0.53,0.51,0.34,29.02,3.81,565,41,41.60,39.80,0.41,0.81,10.79,15.25,0.88,25.55,0.59,0.56,78.71,6.27,0.17,0.59,0.10,0.02,0.12,1353,67,191,120,75,45,28,38,172,20.1940,18.0400,11.2750,1.7910,2.5467,1.6000,0.3750,0.6000,1.1194,0.3733,0.5067,0.3167,2.2933,1.4333,4
225.txt,10,120,59,88,55,177,73,107,64,0.60,0.60,0.49,0.37,2.58,1.14,120,44,44.90,40.80,0.68,0.81,6.38,9.02,0.92,29.94,0.82,0.89,15.21,2.76,0.16,0.82,0.09,0.00,0.09,169,10,18,11,10,3,3,6,17,16.9000,16.9000,15.3636,1.1000,1.8000,1.1000,0.2727,0.3000,1.0000,0.3000,0.6000,0.5455,1.7000,1.5455,4
144.txt,17,139,57,98,52,227,67,125,60,0.55,0.48,0.41,0.34,4.45,1.49,139,40,43.60,40.00,0.61,0.80,6.52,9.23,0.91,26.06,0.78,0.76,22.13,3.33,0.23,0.77,0.10,0.01,0.11,224,17,32,20,17,6,5,16,17,13.1765,13.1765,11.2000,1.1765,1.8824,1.1765,0.3000,0.3529,1.0000,0.2941,0.9412,0.8000,1.0000,0.8500,4
216.txt,12,97,32,67,29,164,47,89,40,0.54,0.45,0.33,0.27,1.88,0.97,97,39,41.90,40.10,0.59,0.79,5.36,7.57,0.90,21.51,0.75,0.81,16.96,2.91,0.24,0.70,0.13,0.02,0.16,158,12,26,15,12,3,3,6,12,13.1667,13.1667,10.5333,1.2500,2.1667,1.2500,0.2000,0.2500,1.0000,0.2500,0.5000,0.4000,1.0000,0.8000,4
450.txt,18,161,66,113,62,302,86,153,78,0.51,0.51,0.41,0.51,10.76,2.32,161,41,39.10,36.30,0.53,0.73,6.55,9.26,0.89,22.51,0.74,0.80,26.56,3.64,0.22,0.67,0.10,0.03,0.12,298,18,35,24,18,8,6,8,24,16.5556,16.5556,12.4167,1.3333,1.9444,1.3333,0.3333,0.4444,1.0000,0.3333,0.4444,0.3333,1.3333,1.0000,4
560.txt,29,192,78,154,75,422,145,254,136,0.60,0.54,0.41,0.23,3.91,1.40,192,39,38.80,39.40,0.45,0.76,6.61,9.35,0.87,20.15,0.61,0.50,18.50,3.04,0.15,0.63,0.16,0.02,0.19,414,29,60,36,34,5,6,15,48,14.2759,12.1765,11.5000,1.2414,1.7647,1.0588,0.1389,0.1471,1.1724,0.1765,0.4412,0.4167,1.4118,1.3333,4
430.txt,15,118,47,84,45,207,63,115,57,0.56,0.50,0.40,0.59,11.28,2.38,118,40,40.20,38.50,0.57,0.78,5.80,8.20,0.89,21.97,0.73,0.84,22.78,3.38,0.23,0.67,0.09,0.03,0.12,201,15,27,16,14,6,5,5,16,13.4000,14.3571,12.5625,1.0667,1.9286,1.1429,0.3750,0.4286,0.9333,0.3571,0.3571,0.3125,1.1429,1.0000,4
490.txt,35,314,141,246,135,658,210,365,200,0.55,0.55,0.45,0.41,19.06,3.09,314,38,42.60,42.60,0.48,0.84,8.66,12.24,0.89,24.72,0.67,0.64,45.41,4.77,0.19,0.69,0.14,0.04,0.17,652,35,90,61,35,30,20,20,87,18.6286,18.6286,10.6885,1.7429,2.5714,1.7429,0.4918,0.8571,1.0000,0.5714,0.5714,0.3279,2.4857,1.4262,4
78.txt,21,181,79,136,75,306,105,175,96,0.57,0.55,0.44,0.44,10.47,2.29,181,33,43.30,39.70,0.59,0.78,7.32,10.35,0.91,27.09,0.78,0.75,30.56,3.91,0.23,0.75,0.14,0.04,0.18,301,21,47,27,22,10,8,12,27,14.3333,13.6818,11.1481,1.2857,2.1364,1.2273,0.3704,0.4545,1.0476,0.3636,0.5455,0.4444,1.2273,1.0000,4
364.txt,28,229,84,173,79,439,109,240,100,0.55,0.42,0.37,0.42,11.70,2.42,229,37,41.90,39.30,0.52,0.81,7.73,10.93,0.89,24.71,0.72,0.79,41.93,4.58,0.22,0.66,0.15,0.01,0.16,435,28,60,35,29,12,11,17,45,15.5357,15.0000,12.4286,1.2500,2.0690,1.2069,0.3429,0.4138,1.0357,0.3793,0.5862,0.4857,1.5517,1.2857,4
184.txt,18,185,85,135,78,341,112,192,97,0.56,0.51,0.46,0.37,7.08,1.88,185,35,43.70,41.00,0.54,0.82,7.08,10.02,0.90,24.15,0.70,0.67,22.67,3.37,0.18,0.69,0.13,0.01,0.14,328,18,42,30,21,8,7,13,31,18.2222,15.6190,10.9333,1.6667,2.0000,1.4286,0.2667,0.3810,1.1667,0.3333,0.6190,0.4333,1.4762,1.0333,4
466.txt,61,371,136,273,128,994,266,516,249,0.52,0.48,0.37,0.33,21.01,3.24,371,38,40.40,36.50,0.37,0.76,8.32,11.77,0.86,20.99,0.53,0.54,57.62,5.37,0.21,0.49,0.07,0.02,0.09,992,61,163,109,68,41,32,25,102,16.2623,14.5882,9.1009,1.7869,2.3971,1.6029,0.3761,0.6029,1.1148,0.4706,0.3676,0.2294,1.5000,0.9358,4
339.txt,12,112,41,80,39,171,51,96,47,0.56,0.49,0.37,0.48,7.76,1.97,112,43,42.30,41.40,0.65,0.83,6.06,8.56,0.92,27.13,0.83,0.88,25.48,3.57,0.30,0.79,0.10,0.03,0.14,167,12,30,18,12,9,6,5,17,13.9167,13.9167,9.2778,1.5000,2.5000,1.5000,0.5000,0.7500,1.0000,0.5000,0.4167,0.2778,1.4167,0.9444,4
163.txt,43,273,106,200,100,633,146,321,132,0.51,0.41,0.39,0.36,14.29,2.67,273,39,40.40,37.50,0.43,0.77,7.67,10.85,0.87,21.49,0.62,0.65,47.58,4.88,0.23,0.59,0.11,0.02,0.13,629,43,100,70,42,28,19,14,59,14.6279,14.9762,8.9857,1.6279,2.3810,1.6667,0.4000,0.6667,0.9767,0.4524,0.3333,0.2000,1.4048,0.8429,4
382.txt,13,125,43,89,41,214,58,119,52,0.56,0.44,0.34,0.47,7.53,1.94,125,41,40.30,40.00,0.58,0.78,6.04,8.54,0.90,23.26,0.75,0.76,19.88,3.15,0.22,0.73,0.11,0.03,0.14,208,13,27,18,13,8,6,7,22,16.0000,16.0000,11.5556,1.3846,2.0769,1.3846,0.4444,0.6154,1.0000,0.4615,0.5385,0.3889,1.6923,1.2222,4
137.txt,13,115,49,81,46,178,64,107,59,0.60,0.55,0.43,0.47,6.53,1.81,115,41,42.20,40.60,0.65,0.82,6.09,8.62,0.92,26.69,0.76,0.80,19.20,3.10,0.22,0.72,0.13,0.02,0.15,175,13,26,19,14,7,8,8,16,13.4615,12.5000,9.2105,1.4615,1.8571,1.3571,0.3684,0.5000,1.0769,0.5714,0.5714,0.4211,1.1429,0.8421,4
550.txt,35,203,84,141,79,546,193,294,181,0.54,0.62,0.41,0.20,3.56,1.33,203,34,40.00,33.50,0.37,0.67,6.14,8.69,0.84,17.44,0.48,0.40,14.24,2.67,0.12,0.51,0.11,0.01,0.12,537,35,71,54,38,14,12,17,68,15.3429,14.1316,9.9444,1.5429,1.8684,1.4211,0.2593,0.3684,1.0857,0.3158,0.4474,0.3148,1.7895,1.2593,4
549.txt,34,229,96,175,92,476,168,282,156,0.59,0.55,0.42,0.35,11.46,2.39,229,33,40.20,37.20,0.48,0.77,7.42,10.50,0.88,22.56,0.62,0.58,31.84,3.99,0.20,0.64,0.14,0.01,0.15,465,34,69,41,31,11,8,17,55,13.6765,15.0000,11.3415,1.2059,2.2258,1.3226,0.2683,0.3548,0.9118,0.2581,0.5484,0.4146,1.7742,1.3415,4
213.txt,2,50,26,36,26,53,28,38,28,0.72,0.74,0.52,0.00,0.00,0.00,50,47,47.30,47.00,0.94,0.94,4.86,6.87,0.99,117.49,0.95,1.00,2.00,1.00,0.05,0.94,0.03,0.00,0.03,52,2,2,1,1,0,0,2,5,26.0000,52.0000,52.0000,0.5000,2.0000,1.0000,0.0000,0.0000,0.5000,0.0000,2.0000,2.0000,5.0000,5.0000,4
239.txt,11,93,38,66,34,134,45,82,39,0.61,0.48,0.41,0.44,3.56,1.33,93,43,42.40,40.50,0.69,0.84,5.68,8.03,0.93,28.52,0.80,0.89,14.22,2.67,0.20,0.77,0.16,0.01,0.17,128,11,17,10,10,3,3,7,12,11.6364,12.8000,12.8000,0.9091,1.7000,1.0000,0.3000,0.3000,0.9091,0.3000,0.7000,0.7000,1.2000,1.2000,4
348.txt,51,339,136,257,128,885,261,456,248,0.52,0.54,0.40,0.37,17.26,2.94,339,42,40.10,40.10,0.38,0.77,8.06,11.40,0.86,20.84,0.56,0.63,51.26,5.06,0.18,0.53,0.09,0.01,0.10,878,51,111,91,53,35,24,20,114,17.2157,16.5660,9.6484,1.7843,2.0943,1.7170,0.3846,0.6604,1.0392,0.4528,0.3774,0.2198,2.1509,1.2527,4
546.txt,18,161,67,117,63,285,101,163,92,0.57,0.56,0.42,0.41,8.16,2.02,161,42,41.20,38.20,0.56,0.81,6.74,9.54,0.90,24.30,0.72,0.67,22.22,3.33,0.20,0.70,0.14,0.02,0.16,279,18,39,24,20,7,8,13,26,15.5000,13.9500,11.6250,1.3333,1.9500,1.2000,0.2917,0.3500,1.1111,0.4000,0.6500,0.5417,1.3000,1.0833,4
292.txt,24,182,77,140,71,303,96,178,86,0.59,0.48,0.42,0.37,6.94,1.86,182,41,42.50,41.40,0.60,0.82,7.39,10.46,0.91,27.82,0.79,0.75,29.25,3.82,0.22,0.78,0.12,0.01,0.13,295,24,46,27,26,6,5,17,26,12.2917,11.3462,10.9259,1.1250,1.7692,1.0385,0.2222,0.2308,1.0833,0.1923,0.6538,0.6296,1.0000,0.9630,4
100.txt,33,229,91,177,88,502,129,283,122,0.56,0.43,0.40,0.30,7.86,1.98,229,39,40.20,38.00,0.46,0.76,7.23,10.22,0.87,21.40,0.63,0.59,30.24,3.89,0.18,0.64,0.13,0.01,0.13,497,33,63,38,33,10,7,28,54,15.0606,15.0606,13.0789,1.1515,1.9091,1.1515,0.2632,0.3030,1.0000,0.2121,0.8485,0.7368,1.6364,1.4211,4
519.txt,15,133,68,101,66,230,96,136,92,0.59,0.68,0.51,0.49,8.26,2.03,133,33,41.20,41.00,0.58,0.77,6.20,8.77,0.90,23.45,0.74,0.71,17.86,2.99,0.18,0.78,0.10,0.01,0.10,226,15,28,19,15,5,5,13,24,15.0667,15.0667,11.8947,1.2667,1.8667,1.2667,0.2632,0.3333,1.0000,0.3333,0.8667,0.6842,1.6000,1.2632,4
425.txt,21,192,84,146,78,347,116,192,101,0.55,0.53,0.44,0.43,9.49,2.18,192,41,41.90,43.20,0.55,0.85,7.29,10.31,0.90,25.11,0.76,0.75,28.31,3.76,0.20,0.73,0.11,0.02,0.14,337,21,43,29,20,13,10,12,41,16.0476,16.8500,11.6207,1.3810,2.1500,1.4500,0.4483,0.6500,0.9524,0.5000,0.6000,0.4138,2.0500,1.4138,4
170.txt,1,5,0,4,0,5,0,4,0,0.80,0.00,0.00,0,0,0,5,5,5,5,1.00,1.00,1.58,2.24,1.00,0,1.00,0,0,0,0.00,1.00,0.25,0.25,0.50,6,1,0,1,1,0,0,0,1,6.0000,6.0000,6.0000,1.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,4
354.txt,18,136,44,93,42,256,65,137,57,0.54,0.42,0.32,0.36,5.69,1.69,136,41,42.10,38.70,0.53,0.76,6.01,8.50,0.89,21.11,0.68,0.73,24.20,3.48,0.24,0.66,0.09,0.01,0.10,248,18,42,28,17,14,11,7,19,13.7778,14.5882,8.8571,1.5556,2.4706,1.6471,0.5000,0.8235,0.9444,0.6471,0.4118,0.2500,1.1176,0.6786,4
459.txt,19,153,63,114,61,265,83,148,77,0.56,0.52,0.41,0.50,10.50,2.29,153,43,40.90,40.90,0.58,0.80,6.65,9.40,0.90,24.62,0.77,0.76,24.38,3.49,0.22,0.75,0.13,0.03,0.16,259,19,35,23,19,7,7,10,22,13.6316,13.6316,11.2609,1.2105,1.8421,1.2105,0.3043,0.3684,1.0000,0.3684,0.5263,0.4348,1.1579,0.9565,4
220.txt,2,65,33,48,33,80,33,48,33,0.60,0.69,0.51,0.50,1.00,0.71,65,44,43.10,41.60,0.81,0.88,5.14,7.27,0.95,40.16,1.00,1.00,4.00,1.41,0.08,1.00,0.02,0.00,0.02,77,2,4,2,2,0,0,3,9,38.5000,38.5000,38.5000,1.0000,2.0000,1.0000,0.0000,0.0000,1.0000,0.0000,1.5000,1.5000,4.5000,4.5000,4
76.txt,10,112,51,79,48,163,63,97,56,0.60,0.58,0.46,0.44,4.84,1.56,112,45,43.70,43.00,0.69,0.85,6.20,8.77,0.93,30.03,0.81,0.80,16.00,2.83,0.21,0.81,0.11,0.01,0.12,158,10,19,11,10,3,3,8,14,15.8000,15.8000,14.3636,1.1000,1.9000,1.1000,0.2727,0.3000,1.0000,0.3000,0.8000,0.7273,1.4000,1.2727,4
336.txt,16,136,50,96,48,234,67,130,63,0.56,0.48,0.37,0.47,8.53,2.06,136,33,40.60,40.90,0.58,0.78,6.29,8.89,0.90,23.82,0.74,0.82,25.29,3.56,0.24,0.67,0.13,0.02,0.15,230,16,31,20,16,8,7,7,23,14.3750,14.3750,11.5000,1.2500,1.9375,1.2500,0.4000,0.5000,1.0000,0.4375,0.4375,0.3500,1.4375,1.1500,4
77.txt,19,219,116,172,110,381,154,226,144,0.59,0.64,0.53,0.35,6.35,1.78,219,42,41.50,42.30,0.57,0.83,7.93,11.22,0.91,27.70,0.76,0.75,28.31,3.76,0.17,0.73,0.22,0.02,0.23,376,19,47,27,21,8,9,11,34,19.7895,17.9048,13.9259,1.4211,2.2381,1.2857,0.2963,0.3810,1.1053,0.4286,0.5238,0.4074,1.6190,1.2593,4
272.txt,10,89,35,62,32,128,43,77,38,0.60,0.49,0.39,0.37,2.58,1.14,89,42,43.30,41.40,0.70,0.80,5.56,7.87,0.93,28.14,0.81,0.89,15.21,2.76,0.22,0.76,0.13,0.00,0.13,124,10,18,10,10,3,3,7,11,12.4000,12.4000,12.4000,1.0000,1.8000,1.0000,0.3000,0.3000,1.0000,0.3000,0.7000,0.7000,1.1000,1.1000,4
245.txt,22,183,82,140,76,281,94,168,86,0.60,0.51,0.45,0.57,13.22,2.57,183,44,41.80,40.00,0.65,0.83,7.72,10.92,0.92,32.19,0.83,0.90,32.40,4.02,0.21,0.81,0.12,0.01,0.13,275,22,30,18,18,4,4,18,29,12.5000,15.2778,15.2778,0.8182,1.6667,1.0000,0.2222,0.2222,0.8182,0.2222,1.0000,1.0000,1.6111,1.6111,4
331.txt,19,167,58,121,54,295,77,160,70,0.54,0.44,0.35,0.49,9.26,2.15,167,38,39.60,39.20,0.57,0.80,6.88,9.72,0.90,24.69,0.76,0.69,18.69,3.06,0.17,0.76,0.10,0.04,0.14,291,19,34,25,21,7,7,8,32,15.3158,13.8571,11.6400,1.3158,1.6190,1.1905,0.2800,0.3333,1.1053,0.3333,0.3810,0.3200,1.5238,1.2800,4
200.txt,20,148,56,110,52,257,73,144,65,0.56,0.45,0.38,0.37,5.95,1.73,148,44,42.60,41.00,0.58,0.81,6.53,9.23,0.90,24.23,0.76,0.74,23.81,3.45,0.22,0.79,0.13,0.01,0.14,251,20,37,19,17,8,6,9,25,12.5500,14.7647,13.2105,0.9500,2.1765,1.1176,0.4211,0.4706,0.8500,0.3529,0.5294,0.4737,1.4706,1.3158,4
469.txt,12,119,49,80,47,246,90,127,76,0.52,0.60,0.41,0.50,9.00,2.12,119,31,39.10,36.10,0.48,0.70,5.36,7.59,0.87,18.13,0.63,0.78,21.78,3.30,0.22,0.56,0.10,0.00,0.10,236,12,27,15,12,5,5,6,31,19.6667,19.6667,15.7333,1.2500,2.2500,1.2500,0.3333,0.4167,1.0000,0.4167,0.5000,0.4000,2.5833,2.0667,4
428.txt,7,63,22,41,20,93,29,53,25,0.57,0.47,0.35,0.44,3.06,1.24,63,47,38.80,43.20,0.68,0.94,4.62,6.53,0.91,22.91,0.77,0.88,12.25,2.47,0.26,0.69,0.15,0.02,0.17,89,7,14,7,7,3,3,2,8,12.7143,12.7143,12.7143,1.0000,2.0000,1.0000,0.4286,0.4286,1.0000,0.4286,0.2857,0.2857,1.1429,1.1429,4
379.txt,15,124,44,85,40,214,65,122,56,0.57,0.46,0.35,0.41,6.08,1.74,124,34,42.70,40.30,0.58,0.78,5.99,8.48,0.90,22.92,0.70,0.78,22.73,3.37,0.24,0.65,0.10,0.03,0.13,210,15,32,16,15,5,5,3,22,14.0000,14.0000,13.1250,1.0667,2.1333,1.0667,0.3125,0.3333,1.0000,0.3333,0.2000,0.1875,1.4667,1.3750,4
551.txt,32,170,75,118,71,370,143,198,133,0.54,0.67,0.44,0.33,6.33,1.78,170,37,40.20,37.30,0.46,0.71,6.25,8.84,0.87,19.53,0.60,0.58,19.11,3.09,0.17,0.56,0.14,0.01,0.14,362,32,53,39,32,9,8,16,33,11.3125,11.3125,9.2821,1.2188,1.6562,1.2188,0.2308,0.2812,1.0000,0.2500,0.5000,0.4103,1.0312,0.8462,4
449.txt,36,291,127,223,122,566,181,319,173,0.56,0.54,0.44,0.44,18.87,3.07,291,42,42.40,41.90,0.51,0.84,8.65,12.23,0.90,26.23,0.70,0.70,48.58,4.93,0.22,0.70,0.11,0.03,0.13,562,36,83,54,40,17,15,15,59,15.6111,14.0500,10.4074,1.5000,2.0750,1.3500,0.3148,0.4250,1.1111,0.3750,0.3750,0.2778,1.4750,1.0926,4
522.txt,30,216,107,170,102,450,188,276,179,0.61,0.65,0.50,0.40,12.64,2.51,216,41,41.60,38.60,0.48,0.79,7.20,10.18,0.88,22.08,0.62,0.64,33.38,4.09,0.19,0.57,0.10,0.01,0.11,441,30,63,41,29,10,8,22,49,14.7000,15.2069,10.7561,1.3667,2.1724,1.4138,0.2439,0.3448,0.9667,0.2759,0.7586,0.5366,1.6897,1.1951,4
463.txt,44,306,117,233,112,727,196,388,187,0.53,0.48,0.38,0.37,19.18,3.10,306,38,39.70,37.90,0.42,0.76,8.02,11.35,0.87,21.79,0.60,0.61,52.45,5.12,0.22,0.56,0.10,0.02,0.12,723,44,115,74,49,28,24,15,76,16.4318,14.7551,9.7703,1.6818,2.3469,1.5102,0.3784,0.5714,1.1136,0.4898,0.3061,0.2027,1.5510,1.0270,4
443.txt,32,171,62,124,59,425,122,240,113,0.56,0.47,0.36,0.33,8.89,2.11,171,32,40.00,35.00,0.40,0.71,5.87,8.29,0.85,17.47,0.52,0.55,24.70,3.51,0.19,0.48,0.08,0.01,0.09,422,32,72,49,35,15,15,12,42,13.1875,12.0571,8.6122,1.5312,2.0571,1.4000,0.3061,0.4286,1.0938,0.4286,0.3429,0.2449,1.2000,0.8571,4
258.txt,17,173,80,125,74,276,102,163,94,0.59,0.58,0.46,0.50,12.00,2.45,173,41,43.60,39.40,0.63,0.76,7.36,10.41,0.92,29.37,0.77,0.71,24.08,3.47,0.21,0.77,0.17,0.02,0.19,270,17,38,26,21,7,6,15,24,15.8824,12.8571,10.3846,1.5294,1.8095,1.2381,0.2692,0.3333,1.2353,0.2857,0.7143,0.5769,1.1429,0.9231,4
155.txt,27,174,61,122,57,353,86,179,77,0.51,0.43,0.35,0.37,9.52,2.18,174,41,40.90,41.40,0.49,0.80,6.55,9.26,0.88,21.13,0.68,0.66,31.11,3.94,0.26,0.70,0.12,0.04,0.16,348,27,58,37,26,16,12,15,20,12.8889,13.3846,9.4054,1.3704,2.2308,1.4231,0.4324,0.6154,0.9630,0.4615,0.5769,0.4054,0.7692,0.5405,4
156.txt,40,317,153,251,146,860,282,450,265,0.52,0.59,0.48,0.39,21.45,3.28,317,37,39.20,37.00,0.37,0.74,7.64,10.81,0.85,19.87,0.56,0.57,45.39,4.76,0.18,0.49,0.10,0.01,0.11,843,40,115,79,44,36,28,32,87,21.0750,19.1591,10.6709,1.9750,2.6136,1.7955,0.4557,0.8182,1.1000,0.6364,0.7273,0.4051,1.9773,1.1013,4
432.txt,32,220,76,157,72,504,119,244,110,0.48,0.45,0.35,0.34,11.11,2.36,220,35,40.90,41.80,0.44,0.79,6.93,9.80,0.87,20.29,0.64,0.61,36.73,4.29,0.25,0.65,0.10,0.03,0.13,500,32,87,65,34,32,21,10,39,15.6250,14.7059,7.6923,2.0312,2.5588,1.9118,0.4923,0.9412,1.0625,0.6176,0.2941,0.1538,1.1471,0.6000,4
353.txt,29,216,73,147,67,468,115,234,105,0.50,0.45,0.34,0.49,14.25,2.67,216,44,41.20,39.30,0.46,0.79,7.06,9.98,0.87,21.23,0.63,0.80,37.44,4.33,0.20,0.53,0.11,0.02,0.13,460,29,59,43,29,18,15,3,47,15.8621,15.8621,10.6977,1.4828,2.0345,1.4828,0.4186,0.6207,1.0000,0.5172,0.1034,0.0698,1.6207,1.0930,4
150.txt,7,77,28,53,25,116,36,68,31,0.59,0.46,0.36,0.39,2.72,1.17,77,41,42.10,40.40,0.66,0.80,5.06,7.15,0.91,23.95,0.78,0.83,12.50,2.50,0.22,0.74,0.13,0.01,0.15,113,7,15,8,7,3,3,6,10,16.1429,16.1429,14.1250,1.1429,2.1429,1.1429,0.3750,0.4286,1.0000,0.4286,0.8571,0.7500,1.4286,1.2500,4
