Filename,sentences,wordtypes,swordtypes,lextypes,slextypes,wordtokens,swordtokens,lextokens,slextokens,ld,ls1,ls2,vs1,vs2,cvs1,ndw,ndwz,ndwerz,ndwesz,ttr,msttr,cttr,rttr,logttr,uber,lv,vv1,svv1,cvv1,vv2,nv,adjv,advv, modv,W,S,VP,C,T,DC,CT,CP,CN,MLS,MLT,MLC,C/S,VP/T,C/T,DC/C,DC/T,T/S,CT/T,CP/T,CP/C,CN/T,CN/C,class
13.txt,25,176,88,134,81,322,138,202,129,0.63,0.64,0.50,0.41,9.76,2.21,176,38,40.90,39.20,0.55,0.82,6.94,9.81,0.90,23.97,0.66,0.68,27.12,3.68,0.20,0.65,0.09,0.01,0.11,316,25,55,41,26,14,10,5,40,12.6400,12.1538,7.7073,1.6400,2.1154,1.5769,0.3415,0.5385,1.0400,0.3846,0.1923,0.1220,1.5385,0.9756,3
243.txt,30,229,124,165,118,411,181,233,169,0.57,0.73,0.54,0.57,21.06,3.25,229,38,42.90,39.60,0.56,0.81,7.99,11.30,0.90,26.90,0.71,0.74,35.45,4.21,0.21,0.64,0.12,0.01,0.13,407,30,53,43,31,10,10,10,46,13.5667,13.1290,9.4651,1.4333,1.7097,1.3871,0.2326,0.3226,1.0333,0.3226,0.3226,0.2326,1.4839,1.0698,3
85.txt,12,92,41,62,37,135,58,84,53,0.62,0.63,0.45,0.67,6.67,1.83,92,40,43.10,41.50,0.68,0.82,5.60,7.92,0.92,27.25,0.74,0.73,8.07,2.01,0.13,0.72,0.05,0.04,0.08,133,12,14,14,12,2,2,5,12,11.0833,11.0833,9.5000,1.1667,1.1667,1.1667,0.1429,0.1667,1.0000,0.1667,0.4167,0.3571,1.0000,0.8571,3
36.txt,13,117,62,85,59,168,77,103,72,0.61,0.70,0.53,0.61,10.32,2.27,117,38,42.30,43.70,0.70,0.82,6.38,9.03,0.93,31.52,0.83,0.82,18.89,3.07,0.22,0.80,0.09,0.02,0.11,162,13,22,17,12,3,3,9,18,12.4615,13.5000,9.5294,1.3077,1.8333,1.4167,0.1765,0.2500,0.9231,0.2500,0.7500,0.5294,1.5000,1.0588,3
188.txt,8,73,34,50,30,119,52,72,47,0.61,0.65,0.47,0.55,6.55,1.81,73,41,36.80,37.60,0.61,0.75,4.73,6.69,0.90,20.30,0.69,0.73,11.64,2.41,0.22,0.64,0.08,0.04,0.12,117,8,15,12,8,5,4,2,15,14.6250,14.6250,9.7500,1.5000,1.8750,1.5000,0.4167,0.6250,1.0000,0.5000,0.2500,0.1667,1.8750,1.2500,3
58.txt,5,65,28,37,25,87,32,43,29,0.49,0.67,0.43,0.82,7.36,1.92,65,37,43.10,38.60,0.75,0.74,4.93,6.97,0.93,29.71,0.86,1.00,11.00,2.35,0.26,0.77,0.09,0.05,0.14,85,5,10,7,6,1,1,3,8,17.0000,14.1667,12.1429,1.4000,1.6667,1.1667,0.1429,0.1667,1.2000,0.1667,0.5000,0.4286,1.3333,1.1429,3
26.txt,7,77,35,54,34,124,43,70,42,0.56,0.60,0.45,0.62,9.85,2.22,77,33,38.80,34.90,0.62,0.73,4.89,6.91,0.90,21.18,0.77,0.85,18.62,3.05,0.31,0.69,0.04,0.03,0.07,124,7,19,12,7,6,5,2,14,17.7143,17.7143,10.3333,1.7143,2.7143,1.7143,0.5000,0.8571,1.0000,0.7143,0.2857,0.1667,2.0000,1.1667,3
133.txt,8,99,46,65,45,133,56,78,54,0.59,0.69,0.46,0.40,3.20,1.26,99,45,43.70,42.40,0.74,0.86,6.07,8.58,0.94,35.18,0.83,0.70,9.80,2.21,0.18,0.88,0.08,0.03,0.10,133,8,17,14,10,4,4,5,12,16.6250,13.3000,9.5000,1.7500,1.7000,1.4000,0.2857,0.4000,1.2500,0.4000,0.5000,0.3571,1.2000,0.8571,3
283.txt,27,174,76,120,70,340,118,179,109,0.53,0.61,0.44,0.39,10.41,2.28,174,38,40.40,39.40,0.51,0.80,6.67,9.44,0.89,22.03,0.67,0.64,28.93,3.80,0.25,0.65,0.09,0.03,0.12,338,27,65,50,30,21,14,6,28,12.5185,11.2667,6.7600,1.8519,2.1667,1.6667,0.4200,0.7000,1.1111,0.4667,0.2000,0.1200,0.9333,0.5600,3
107.txt,10,72,38,51,38,116,53,69,53,0.59,0.77,0.53,0.79,11.84,2.43,72,35,38.00,35.40,0.62,0.75,4.73,6.69,0.90,20.58,0.74,0.79,11.84,2.43,0.22,0.73,0.04,0.00,0.04,116,10,10,10,9,1,1,6,13,11.6000,12.8889,11.6000,1.0000,1.1111,1.1111,0.1000,0.1111,0.9000,0.1111,0.6667,0.6000,1.4444,1.3000,3
500.txt,17,159,75,109,71,293,119,158,108,0.54,0.68,0.47,0.57,16.98,2.91,159,43,41.20,40.90,0.54,0.82,6.57,9.29,0.89,22.92,0.69,0.70,25.83,3.59,0.23,0.63,0.08,0.04,0.13,289,17,41,35,18,15,12,5,35,17.0000,16.0556,8.2571,2.0588,2.2778,1.9444,0.4286,0.8333,1.0588,0.6667,0.2778,0.1429,1.9444,1.0000,3
491.txt,9,80,38,52,33,106,45,63,40,0.59,0.63,0.47,1.00,14.00,2.65,80,38,41.90,42.70,0.75,0.83,5.49,7.77,0.94,33.56,0.83,1.00,14.00,2.65,0.22,0.74,0.08,0.03,0.11,102,9,12,9,7,2,2,2,13,11.3333,14.5714,11.3333,1.0000,1.7143,1.2857,0.2222,0.2857,0.7778,0.2857,0.2857,0.2222,1.8571,1.4444,3
422.txt,21,148,81,109,77,261,112,159,104,0.61,0.65,0.55,0.60,16.68,2.89,148,31,39.40,40.80,0.57,0.77,6.48,9.16,0.90,23.70,0.69,0.74,26.06,3.61,0.22,0.66,0.06,0.01,0.08,255,21,33,30,21,8,7,5,32,12.1429,12.1429,8.5000,1.4286,1.5714,1.4286,0.2667,0.3810,1.0000,0.3333,0.2381,0.1667,1.5238,1.0667,3
171.txt,29,201,97,149,92,438,186,252,174,0.58,0.69,0.48,0.47,13.29,2.58,201,39,39.00,37.80,0.46,0.76,6.79,9.60,0.87,20.63,0.59,0.71,29.90,3.87,0.17,0.52,0.06,0.02,0.07,434,29,53,45,28,15,11,9,42,14.9655,15.5000,9.6444,1.5517,1.8929,1.6071,0.3333,0.5357,0.9655,0.3929,0.3214,0.2000,1.5000,0.9333,3
423.txt,12,125,57,86,51,200,74,104,64,0.52,0.62,0.46,0.41,4.48,1.50,125,39,41.00,39.50,0.62,0.80,6.25,8.84,0.91,25.94,0.83,0.78,16.33,2.86,0.20,0.81,0.12,0.03,0.14,192,12,22,18,13,6,4,8,21,16.0000,14.7692,10.6667,1.5000,1.6923,1.3846,0.3333,0.4615,1.0833,0.3077,0.6154,0.4444,1.6154,1.1667,3
64.txt,15,109,42,71,36,183,68,102,56,0.56,0.55,0.39,0.43,6.92,1.86,109,39,40.70,38.90,0.60,0.79,5.70,8.06,0.90,22.75,0.70,0.78,22.73,3.37,0.28,0.63,0.06,0.01,0.07,179,15,30,25,15,8,6,1,17,11.9333,11.9333,7.1600,1.6667,2.0000,1.6667,0.3200,0.5333,1.0000,0.4000,0.0667,0.0400,1.1333,0.6800,3
40.txt,13,86,34,52,33,145,53,78,52,0.54,0.67,0.40,0.41,3.68,1.36,86,41,38.90,35.20,0.59,0.75,5.05,7.14,0.90,20.59,0.67,0.64,8.91,2.11,0.18,0.64,0.06,0.05,0.12,145,13,21,19,13,6,4,3,21,11.1538,11.1538,7.6316,1.4615,1.6154,1.4615,0.3158,0.4615,1.0000,0.3077,0.2308,0.1579,1.6154,1.1053,3
62.txt,11,129,58,89,57,217,81,125,79,0.58,0.63,0.45,0.46,8.31,2.04,129,42,40.10,39.20,0.59,0.81,6.19,8.76,0.90,24.17,0.71,0.77,23.08,3.40,0.24,0.64,0.07,0.02,0.10,217,11,35,23,11,11,7,3,25,19.7273,19.7273,9.4348,2.0909,3.1818,2.0909,0.4783,1.0000,1.0000,0.6364,0.2727,0.1304,2.2727,1.0870,3
180.txt,23,187,86,134,81,348,139,195,123,0.56,0.63,0.46,0.49,15.25,2.76,187,34,40.30,41.90,0.54,0.78,7.09,10.02,0.89,23.95,0.69,0.70,30.73,3.92,0.23,0.65,0.08,0.03,0.10,336,23,53,40,25,13,11,9,35,14.6087,13.4400,8.4000,1.7391,2.1200,1.6000,0.3250,0.5200,1.0870,0.4400,0.3600,0.2250,1.4000,0.8750,3
389.txt,34,224,113,170,108,469,197,281,186,0.60,0.66,0.50,0.38,11.54,2.40,224,40,39.20,41.20,0.48,0.78,7.31,10.34,0.88,22.23,0.60,0.64,32.05,4.00,0.18,0.56,0.08,0.03,0.11,465,34,66,53,34,17,14,13,56,13.6765,13.6765,8.7736,1.5588,1.9412,1.5588,0.3208,0.5000,1.0000,0.4118,0.3824,0.2453,1.6471,1.0566,3
164.txt,20,189,89,140,84,374,135,210,129,0.56,0.61,0.47,0.58,16.33,2.86,189,41,38.50,38.80,0.51,0.78,6.91,9.77,0.88,22.33,0.67,0.79,30.08,3.88,0.18,0.61,0.08,0.02,0.10,370,20,34,28,19,9,7,8,43,18.5000,19.4737,13.2143,1.4000,1.7895,1.4737,0.3214,0.4737,0.9500,0.3684,0.4211,0.2857,2.2632,1.5357,3
53.txt,15,122,50,77,46,219,73,122,66,0.56,0.54,0.41,0.62,12.50,2.50,122,39,41.90,37.90,0.56,0.79,5.83,8.24,0.89,21.56,0.63,0.78,19.53,3.12,0.20,0.57,0.06,0.03,0.09,217,15,28,26,16,9,7,6,24,14.4667,13.5625,8.3462,1.7333,1.7500,1.6250,0.3462,0.5625,1.0667,0.4375,0.3750,0.2308,1.5000,0.9231,3
214.txt,13,111,53,76,48,192,77,101,66,0.53,0.65,0.48,0.42,5.45,1.65,111,38,40.30,38.60,0.58,0.77,5.66,8.01,0.90,21.91,0.75,0.68,14.23,2.67,0.21,0.79,0.08,0.03,0.11,184,13,32,23,15,4,3,2,17,14.1538,12.2667,8.0000,1.7692,2.1333,1.5333,0.1739,0.2667,1.1538,0.2000,0.1333,0.0870,1.1333,0.7391,3
225.txt,5,76,38,53,36,107,45,62,43,0.58,0.69,0.50,0.67,5.33,1.63,76,35,40.40,36.20,0.71,0.76,5.20,7.35,0.93,27.72,0.85,0.83,8.33,2.04,0.16,0.84,0.06,0.02,0.08,105,5,8,7,6,1,1,2,14,21.0000,17.5000,15.0000,1.4000,1.3333,1.1667,0.1429,0.1667,1.2000,0.1667,0.3333,0.2857,2.3333,2.0000,3
144.txt,12,96,35,57,33,150,51,85,47,0.57,0.55,0.36,0.44,5.33,1.63,96,42,42.90,39.00,0.64,0.83,5.54,7.84,0.91,24.43,0.67,0.78,16.33,2.86,0.25,0.61,0.07,0.04,0.11,150,12,22,17,12,5,5,6,13,12.5000,12.5000,8.8235,1.4167,1.8333,1.4167,0.2941,0.4167,1.0000,0.4167,0.5000,0.3529,1.0833,0.7647,3
216.txt,13,109,55,82,53,183,72,114,70,0.62,0.61,0.50,0.69,13.79,2.63,109,34,40.00,35.40,0.60,0.69,5.70,8.06,0.90,22.75,0.72,0.86,21.55,3.28,0.22,0.63,0.08,0.04,0.12,181,13,22,17,13,3,3,3,19,13.9231,13.9231,10.6471,1.3077,1.6923,1.3077,0.1765,0.2308,1.0000,0.2308,0.2308,0.1765,1.4615,1.1176,3
450.txt,25,188,86,137,82,327,131,196,125,0.60,0.64,0.46,0.58,19.11,3.09,188,38,40.60,40.80,0.57,0.80,7.35,10.40,0.90,26.30,0.70,0.74,30.95,3.93,0.21,0.70,0.08,0.03,0.11,323,25,42,37,25,9,6,6,38,12.9200,12.9200,8.7297,1.4800,1.6800,1.4800,0.2432,0.3600,1.0000,0.2400,0.2400,0.1622,1.5200,1.0270,3
430.txt,5,51,26,38,23,67,31,43,28,0.64,0.65,0.51,1.00,7.00,1.87,51,37,39.70,37.90,0.76,0.74,4.41,6.23,0.94,28.14,0.88,1.00,7.00,1.87,0.16,0.83,0.14,0.00,0.14,65,5,6,5,5,0,0,1,9,13.0000,13.0000,13.0000,1.0000,1.2000,1.0000,0.0000,0.0000,1.0000,0.0000,0.2000,0.2000,1.8000,1.8000,3
39.txt,11,100,40,65,34,154,56,90,47,0.58,0.52,0.40,0.23,1.58,0.89,100,41,40.20,40.00,0.65,0.80,5.70,8.06,0.91,25.52,0.72,0.58,10.45,2.29,0.20,0.79,0.07,0.00,0.07,148,11,31,19,10,8,6,3,14,13.4545,14.8000,7.7895,1.7273,3.1000,1.9000,0.4211,0.8000,0.9091,0.6000,0.3000,0.1579,1.4000,0.7368,3
490.txt,17,132,64,94,57,220,98,131,84,0.60,0.64,0.48,0.63,16.95,2.91,132,43,41.70,40.00,0.60,0.81,6.29,8.90,0.91,24.73,0.72,0.79,26.88,3.67,0.26,0.64,0.05,0.02,0.08,214,17,35,28,17,9,7,5,27,12.5882,12.5882,7.6429,1.6471,2.0588,1.6471,0.3214,0.5294,1.0000,0.4118,0.2941,0.1786,1.5882,0.9643,3
78.txt,9,87,43,57,38,127,54,71,49,0.56,0.69,0.49,0.65,9.78,2.21,87,36,39.90,40.30,0.69,0.74,5.46,7.72,0.92,26.94,0.80,0.87,17.39,2.95,0.28,0.76,0.03,0.04,0.07,125,9,22,15,10,4,3,3,9,13.8889,12.5000,8.3333,1.6667,2.2000,1.5000,0.2667,0.4000,1.1111,0.3000,0.3000,0.2000,0.9000,0.6000,3
364.txt,51,307,148,233,139,648,256,352,232,0.54,0.66,0.48,0.50,27.25,3.69,307,40,42.20,41.30,0.47,0.83,8.53,12.06,0.88,24.37,0.66,0.69,51.18,5.06,0.21,0.62,0.08,0.03,0.11,640,51,93,80,54,24,20,14,63,12.5490,11.8519,8.0000,1.5686,1.7222,1.4815,0.3000,0.4444,1.0588,0.3704,0.2593,0.1750,1.1667,0.7875,3
184.txt,31,191,78,134,71,383,147,213,122,0.56,0.57,0.41,0.36,9.39,2.17,191,44,41.90,40.10,0.50,0.80,6.90,9.76,0.88,22.08,0.63,0.60,25.68,3.58,0.20,0.60,0.08,0.02,0.10,369,31,60,49,32,12,11,7,35,11.9032,11.5312,7.5306,1.5806,1.8750,1.5312,0.2449,0.3750,1.0323,0.3438,0.2188,0.1429,1.0938,0.7143,3
466.txt,64,344,179,269,173,813,355,469,318,0.58,0.68,0.52,0.53,38.34,4.38,344,40,40.80,41.30,0.42,0.81,8.53,12.06,0.87,22.67,0.57,0.66,60.89,5.52,0.20,0.51,0.08,0.02,0.09,807,64,116,95,64,29,23,10,103,12.6094,12.6094,8.4947,1.4844,1.8125,1.4844,0.3053,0.4531,1.0000,0.3594,0.1562,0.1053,1.6094,1.0842,3
339.txt,9,91,34,60,34,129,46,72,46,0.56,0.64,0.37,0.56,10.12,2.25,91,43,40.20,40.10,0.71,0.81,5.67,8.01,0.93,29.39,0.83,0.91,26.28,3.62,0.40,0.75,0.06,0.00,0.06,129,9,21,14,9,6,6,5,12,14.3333,14.3333,9.2143,1.5556,2.3333,1.5556,0.4286,0.6667,1.0000,0.6667,0.5556,0.3571,1.3333,0.8571,3
46.txt,24,191,86,127,79,338,134,181,120,0.54,0.66,0.45,0.60,21.12,3.25,191,45,41.80,43.10,0.57,0.83,7.35,10.39,0.90,25.80,0.70,0.78,34.91,4.18,0.25,0.62,0.07,0.01,0.08,328,24,44,36,26,7,7,5,32,13.6667,12.6154,9.1111,1.5000,1.6923,1.3846,0.1944,0.2692,1.0833,0.2692,0.1923,0.1389,1.2308,0.8889,3
163.txt,14,143,60,100,54,240,85,139,79,0.58,0.57,0.42,0.46,8.31,2.04,143,44,41.60,39.50,0.60,0.80,6.53,9.23,0.91,25.19,0.72,0.87,29.64,3.85,0.24,0.65,0.08,0.04,0.12,238,14,34,25,15,9,8,9,24,17.0000,15.8667,9.5200,1.7857,2.2667,1.6667,0.3600,0.6000,1.0714,0.5333,0.6000,0.3600,1.6000,0.9600,3
382.txt,20,182,85,117,77,305,116,162,106,0.53,0.65,0.47,0.52,12.52,2.50,182,37,41.30,40.80,0.60,0.78,7.37,10.42,0.91,27.52,0.72,0.72,23.67,3.44,0.20,0.72,0.09,0.01,0.09,299,20,41,35,21,13,10,3,32,14.9500,14.2381,8.5429,1.7500,1.9524,1.6667,0.3714,0.6190,1.0500,0.4762,0.1429,0.0857,1.5238,0.9143,3
137.txt,35,259,130,188,122,484,206,286,193,0.59,0.67,0.50,0.46,16.90,2.91,259,40,43.50,39.90,0.54,0.80,8.32,11.77,0.90,26.55,0.66,0.68,37.35,4.32,0.19,0.62,0.08,0.01,0.09,476,35,73,62,37,22,17,4,48,13.6000,12.8649,7.6774,1.7714,1.9730,1.6757,0.3548,0.5946,1.0571,0.4595,0.1081,0.0645,1.2973,0.7742,3
213.txt,13,108,45,68,40,174,68,96,59,0.55,0.61,0.42,0.48,7.26,1.91,108,37,41.20,39.90,0.62,0.79,5.79,8.19,0.91,24.24,0.71,0.81,20.16,3.18,0.26,0.63,0.06,0.05,0.11,168,13,27,20,13,7,6,1,19,12.9231,12.9231,8.4000,1.5385,2.0769,1.5385,0.3500,0.5385,1.0000,0.4615,0.0769,0.0500,1.4615,0.9500,3
239.txt,16,125,49,83,46,219,75,120,70,0.55,0.58,0.39,0.52,11.52,2.40,125,40,40.40,38.60,0.57,0.79,5.97,8.45,0.90,22.49,0.69,0.74,22.88,3.38,0.26,0.63,0.07,0.02,0.09,215,16,32,28,16,10,8,4,20,13.4375,13.4375,7.6786,1.7500,2.0000,1.7500,0.3571,0.6250,1.0000,0.5000,0.2500,0.1429,1.2500,0.7143,3
348.txt,21,175,80,126,74,316,118,182,107,0.58,0.59,0.46,0.59,17.16,2.93,175,42,40.00,39.20,0.55,0.81,6.96,9.84,0.90,24.35,0.69,0.80,31.04,3.94,0.21,0.62,0.05,0.03,0.08,308,21,38,29,21,7,6,2,27,14.6667,14.6667,10.6207,1.3810,1.8095,1.3810,0.2414,0.3333,1.0000,0.2857,0.0952,0.0690,1.2857,0.9310,3
24.txt,13,100,52,72,50,144,65,93,63,0.65,0.68,0.52,0.58,8.65,2.08,100,39,42.50,40.00,0.69,0.78,5.89,8.33,0.93,29.42,0.77,0.77,15.38,2.77,0.22,0.76,0.02,0.02,0.04,143,13,18,15,13,1,1,7,7,11.0000,11.0000,9.5333,1.1538,1.3846,1.1538,0.0667,0.0769,1.0000,0.0769,0.5385,0.4667,0.5385,0.4667,3
292.txt,17,132,62,89,58,234,95,134,91,0.57,0.68,0.47,0.56,11.11,2.36,132,37,40.00,39.20,0.56,0.77,6.10,8.63,0.90,22.58,0.66,0.72,18.78,3.06,0.19,0.60,0.13,0.01,0.13,232,17,27,24,16,7,4,10,27,13.6471,14.5000,9.6667,1.4118,1.6875,1.5000,0.2917,0.4375,0.9412,0.2500,0.6250,0.4167,1.6875,1.1250,3
100.txt,12,102,40,61,38,159,65,92,63,0.58,0.68,0.39,0.59,11.76,2.43,102,35,40.70,39.90,0.64,0.76,5.72,8.09,0.91,25.14,0.66,0.71,16.94,2.91,0.26,0.61,0.07,0.04,0.11,159,12,21,19,12,7,4,5,18,13.2500,13.2500,8.3684,1.5833,1.7500,1.5833,0.3684,0.5833,1.0000,0.3333,0.4167,0.2632,1.5000,0.9474,3
425.txt,15,136,68,93,64,215,88,116,81,0.54,0.70,0.50,0.66,13.78,2.62,136,40,41.50,41.70,0.63,0.84,6.56,9.28,0.91,27.35,0.80,0.81,21.12,3.25,0.22,0.82,0.12,0.03,0.16,211,15,26,19,16,4,4,5,25,14.0667,13.1875,11.1053,1.2667,1.6250,1.1875,0.2105,0.2500,1.0667,0.2500,0.3125,0.2632,1.5625,1.3158,3
170.txt,32,224,101,153,96,466,227,270,192,0.58,0.71,0.45,0.42,16.84,2.90,224,39,41.20,40.30,0.48,0.83,7.34,10.38,0.88,22.38,0.57,0.58,31.84,3.99,0.20,0.59,0.07,0.02,0.09,440,32,84,70,36,25,16,6,52,13.7500,12.2222,6.2857,2.1875,2.3333,1.9444,0.3571,0.6944,1.1250,0.4444,0.1667,0.0857,1.4444,0.7429,3
354.txt,3,42,19,27,19,49,20,29,20,0.59,0.69,0.45,1.00,5.00,1.58,42,42,42,42,0.86,0.86,4.24,6.00,0.96,42.67,0.93,1.00,5.00,1.58,0.17,0.95,0.14,0.03,0.17,49,3,4,4,3,1,1,2,5,16.3333,16.3333,12.2500,1.3333,1.3333,1.3333,0.2500,0.3333,1.0000,0.3333,0.6667,0.5000,1.6667,1.2500,3
459.txt,60,323,180,252,169,685,318,409,291,0.60,0.71,0.56,0.48,24.54,3.50,323,46,42.40,42.10,0.47,0.83,8.73,12.34,0.88,24.63,0.62,0.65,44.92,4.74,0.17,0.58,0.10,0.02,0.12,671,60,93,81,62,16,15,24,71,11.1833,10.8226,8.2840,1.3500,1.5000,1.3065,0.1975,0.2581,1.0333,0.2419,0.3871,0.2963,1.1452,0.8765,3
220.txt,9,82,29,49,27,112,39,63,37,0.56,0.59,0.35,0.47,4.26,1.46,82,40,43.00,43.00,0.73,0.82,5.48,7.75,0.93,31.01,0.78,0.63,7.58,1.95,0.19,0.81,0.16,0.03,0.19,110,9,16,14,9,3,3,3,14,12.2222,12.2222,7.8571,1.5556,1.7778,1.5556,0.2143,0.3333,1.0000,0.3333,0.3333,0.2143,1.5556,1.0000,3
76.txt,33,235,114,172,107,448,198,257,174,0.57,0.68,0.49,0.52,21.78,3.30,235,43,40.90,40.10,0.52,0.81,7.85,11.10,0.89,25.09,0.67,0.73,42.98,4.64,0.23,0.60,0.07,0.02,0.09,434,33,64,50,36,9,9,13,42,13.1515,12.0556,8.6800,1.5152,1.7778,1.3889,0.1800,0.2500,1.0909,0.2500,0.3611,0.2600,1.1667,0.8400,3
336.txt,8,53,20,35,20,87,26,45,26,0.52,0.58,0.38,0.22,0.44,0.47,53,36,35.00,36.90,0.61,0.72,4.02,5.68,0.89,17.48,0.78,0.78,5.44,1.65,0.16,0.77,0.18,0.07,0.24,87,8,13,10,8,3,3,7,9,10.8750,10.8750,8.7000,1.2500,1.6250,1.2500,0.3000,0.3750,1.0000,0.3750,0.8750,0.7000,1.1250,0.9000,3
77.txt,25,188,86,136,80,342,141,207,131,0.61,0.63,0.46,0.40,9.60,2.19,188,35,41.00,39.40,0.55,0.78,7.19,10.17,0.90,24.71,0.66,0.67,26.67,3.65,0.19,0.63,0.09,0.04,0.13,336,25,48,40,26,12,9,9,44,13.4400,12.9231,8.4000,1.6000,1.8462,1.5385,0.3000,0.4615,1.0400,0.3462,0.3462,0.2250,1.6923,1.1000,3
272.txt,16,124,43,81,41,206,66,105,61,0.51,0.58,0.35,0.47,8.03,2.00,124,40,40.70,38.50,0.60,0.80,6.11,8.64,0.90,24.29,0.77,0.78,21.78,3.30,0.27,0.72,0.11,0.03,0.14,201,16,29,28,17,9,7,5,20,12.5625,11.8235,7.1786,1.7500,1.7059,1.6471,0.3214,0.5294,1.0625,0.4118,0.2941,0.1786,1.1765,0.7143,3
245.txt,23,204,90,144,83,364,134,204,125,0.56,0.61,0.44,0.53,18.56,3.05,204,41,41.80,41.60,0.56,0.84,7.56,10.69,0.90,26.08,0.71,0.80,42.56,4.61,0.26,0.62,0.09,0.02,0.11,358,23,53,34,24,9,9,9,35,15.5652,14.9167,10.5294,1.4783,2.2083,1.4167,0.2647,0.3750,1.0435,0.3750,0.3750,0.2647,1.4583,1.0294,3
331.txt,16,123,50,85,49,206,74,119,73,0.58,0.61,0.41,0.50,8.50,2.06,123,40,41.00,37.00,0.60,0.76,6.06,8.57,0.90,23.91,0.71,0.74,18.38,3.03,0.21,0.69,0.11,0.02,0.13,206,16,24,21,16,5,5,5,26,12.8750,12.8750,9.8095,1.3125,1.5000,1.3125,0.2381,0.3125,1.0000,0.3125,0.3125,0.2381,1.6250,1.2381,3
200.txt,24,271,137,201,132,517,200,281,187,0.54,0.67,0.51,0.52,23.28,3.41,271,42,40.60,39.60,0.52,0.83,8.43,11.92,0.90,26.25,0.72,0.71,44.18,4.70,0.22,0.72,0.05,0.00,0.06,508,24,71,54,27,17,12,19,51,21.1667,18.8148,9.4074,2.2500,2.6296,2.0000,0.3148,0.6296,1.1250,0.4444,0.7037,0.3519,1.8889,0.9444,3
469.txt,25,191,91,134,84,354,145,207,125,0.58,0.60,0.48,0.54,17.85,2.99,191,43,41.50,40.00,0.54,0.79,7.18,10.15,0.89,24.25,0.65,0.70,30.31,3.89,0.21,0.58,0.09,0.01,0.10,344,25,47,40,25,12,9,10,34,13.7600,13.7600,8.6000,1.6000,1.8800,1.6000,0.3000,0.4800,1.0000,0.3600,0.4000,0.2500,1.3600,0.8500,3
55.txt,22,170,83,130,82,324,135,197,134,0.61,0.68,0.49,0.51,12.26,2.48,170,33,38.90,38.70,0.52,0.74,6.68,9.44,0.89,22.50,0.66,0.74,26.06,3.61,0.18,0.61,0.08,0.04,0.12,324,22,34,31,24,5,5,11,34,14.7273,13.5000,10.4516,1.4091,1.4167,1.2917,0.1613,0.2083,1.0909,0.2083,0.4583,0.3548,1.4167,1.0968,3
428.txt,11,106,51,69,46,157,62,88,55,0.56,0.62,0.48,0.74,14.81,2.72,106,43,40.80,40.40,0.68,0.81,5.98,8.46,0.92,28.27,0.78,0.93,23.15,3.40,0.28,0.67,0.14,0.01,0.15,155,11,24,19,11,7,5,5,21,14.0909,14.0909,8.1579,1.7273,2.1818,1.7273,0.3684,0.6364,1.0000,0.4545,0.4545,0.2632,1.9091,1.1053,3
379.txt,12,121,59,88,55,179,74,105,66,0.59,0.63,0.49,0.64,11.57,2.41,121,44,43.00,42.20,0.68,0.84,6.40,9.04,0.92,29.84,0.84,0.86,20.57,3.21,0.23,0.80,0.13,0.03,0.16,173,12,27,22,13,5,6,5,20,14.4167,13.3077,7.8636,1.8333,2.0769,1.6923,0.2273,0.3846,1.0833,0.4615,0.3846,0.2273,1.5385,0.9091,3
449.txt,27,178,79,136,75,315,112,187,106,0.59,0.57,0.44,0.50,13.50,2.60,178,37,40.90,40.40,0.57,0.78,7.09,10.03,0.90,25.18,0.73,0.78,32.67,4.04,0.22,0.70,0.09,0.02,0.11,313,27,48,37,25,11,8,5,40,11.5926,12.5200,8.4595,1.3704,1.9200,1.4800,0.2973,0.4400,0.9259,0.3200,0.2000,0.1351,1.6000,1.0811,3
463.txt,14,128,63,87,60,201,82,115,78,0.57,0.68,0.49,0.63,10.70,2.31,128,41,41.00,39.90,0.64,0.82,6.38,9.03,0.91,27.07,0.76,0.81,17.93,2.99,0.19,0.72,0.09,0.01,0.10,199,14,21,20,15,3,3,6,19,14.2143,13.2667,9.9500,1.4286,1.4000,1.3333,0.1500,0.2000,1.0714,0.2000,0.4000,0.3000,1.2667,0.9500,3
443.txt,16,115,52,87,51,183,63,111,62,0.61,0.56,0.45,0.46,8.31,2.04,115,38,41.00,40.40,0.63,0.78,6.01,8.50,0.91,25.37,0.78,0.79,24.64,3.51,0.28,0.83,0.05,0.00,0.05,183,16,31,17,17,5,5,6,17,11.4375,10.7647,10.7647,1.0625,1.8235,1.0000,0.2941,0.2941,1.0625,0.2941,0.3529,0.3529,1.0000,1.0000,3
258.txt,16,116,55,78,49,174,73,105,64,0.60,0.61,0.47,0.52,7.76,1.97,116,40,41.40,41.50,0.67,0.85,6.22,8.79,0.92,28.51,0.74,0.79,18.24,3.02,0.22,0.72,0.11,0.01,0.12,170,16,24,21,16,3,2,4,21,10.6250,10.6250,8.0952,1.3125,1.5000,1.3125,0.1429,0.1875,1.0000,0.1250,0.2500,0.1905,1.3125,1.0000,3
