Filename, numsyl, avgchar,lentok,ttr,awl,class
59.txt, 1.37, 4.31, 277, 0.0717, 0.0338, 3
207.txt, 1.5, 4.57, 572, 0.0429, 0.0708, 3
2.txt, 1.44, 4.48, 567, 0.0392, 0.0247, 3
145.txt, 1.52, 4.59, 151, 0.1061, 0.0, 3
347.txt, 1.6, 4.9, 257, 0.0636, 0.0318, 3
123.txt, 1.59, 4.61, 114, 0.1579, 0.0737, 3
358.txt, 1.44, 4.66, 89, 0.2143, 0.0571, 3
219.txt, 1.41, 4.59, 389, 0.0592, 0.0592, 3
404.txt, 1.63, 4.89, 283, 0.0705, 0.0925, 3
314.txt, 1.44, 4.46, 278, 0.073, 0.0386, 3
465.txt, 1.55, 4.85, 839, 0.0276, 0.0624, 3
167.txt, 1.58, 4.95, 527, 0.0412, 0.0229, 3
488.txt, 1.55, 4.47, 334, 0.0618, 0.0509, 3
160.txt, 1.32, 4.14, 122, 0.1364, 0.0909, 3
221.txt, 1.53, 4.55, 195, 0.1083, 0.051, 3
432.txt, 1.57, 4.72, 624, 0.0395, 0.0356, 3
124.txt, 1.59, 4.81, 160, 0.1135, 0.0071, 3
181.txt, 1.43, 4.47, 351, 0.0662, 0.0174, 3
325.txt, 1.47, 4.59, 336, 0.0576, 0.0288, 3
178.txt, 1.66, 5.1, 563, 0.038, 0.0338, 3
333.txt, 1.41, 4.3, 654, 0.0312, 0.0092, 3
9.txt, 1.54, 4.75, 117, 0.1359, 0.0777, 3
320.txt, 1.53, 4.49, 687, 0.0344, 0.0567, 3
45.txt, 1.6, 4.89, 619, 0.0394, 0.0592, 3
351.txt, 1.43, 4.4, 257, 0.0798, 0.1033, 3
449.txt, 1.46, 4.53, 340, 0.0592, 0.0523, 3
12.txt, 1.53, 4.34, 175, 0.1181, 0.0, 3
80.txt, 1.55, 4.77, 149, 0.1318, 0.0465, 3
286.txt, 1.56, 4.63, 647, 0.0372, 0.095, 3
420.txt, 1.54, 4.84, 661, 0.039, 0.0445, 3
463.txt, 1.53, 4.63, 216, 0.095, 0.0, 3
322.txt, 1.5, 4.76, 338, 0.0634, 0.0528, 3
208.txt, 1.49, 4.6, 298, 0.0708, 0.0167, 3
258.txt, 1.37, 4.37, 194, 0.1226, 0.0258, 3
84.txt, 1.4, 4.43, 540, 0.0428, 0.0143, 3
72.txt, 1.48, 4.49, 414, 0.05, 0.0194, 3
425.txt, 1.52, 4.55, 229, 0.0938, 0.0104, 3
494.txt, 1.59, 4.92, 230, 0.0863, 0.0812, 3
443.txt, 1.37, 4.33, 203, 0.0952, 0.0, 3
262.txt, 1.55, 4.66, 181, 0.0943, 0.0, 3
182.txt, 1.45, 4.43, 136, 0.1356, 0.0254, 3
54.txt, 1.33, 4.21, 78, 0.2456, 0.0, 3
40.txt, 1.62, 5.03, 162, 0.1194, 0.0075, 3
321.txt, 1.55, 4.63, 146, 0.1405, 0.0083, 3
368.txt, 1.46, 4.56, 274, 0.0702, 0.0044, 3
99.txt, 1.53, 4.68, 255, 0.0813, 0.0048, 3
406.txt, 1.43, 4.34, 227, 0.0984, 0.0, 3
29.txt, 1.52, 4.85, 165, 0.1064, 0.0, 3
120.txt, 1.64, 4.95, 168, 0.1074, 0.0805, 3
379.txt, 1.56, 4.65, 195, 0.1049, 0.0185, 3
500.txt, 1.48, 4.57, 314, 0.0695, 0.0541, 3
335.txt, 1.54, 4.87, 609, 0.0382, 0.0341, 3
165.txt, 1.58, 4.84, 349, 0.0634, 0.0176, 3
396.txt, 1.39, 4.32, 429, 0.0597, 0.0881, 3
451.txt, 1.52, 4.66, 247, 0.081, 0.019, 3
232.txt, 1.54, 4.73, 81, 0.1857, 0.1, 3
268.txt, 1.6, 4.93, 581, 0.0399, 0.0441, 3
230.txt, 1.43, 4.56, 163, 0.1143, 0.0143, 3
92.txt, 1.56, 4.67, 228, 0.0963, 0.0107, 3
305.txt, 1.65, 5.01, 219, 0.1029, 0.0286, 3
97.txt, 1.54, 4.8, 133, 0.1389, 0.0093, 3
8.txt, 1.43, 4.52, 498, 0.0499, 0.0374, 3
383.txt, 1.6, 4.87, 362, 0.058, 0.0171, 3
174.txt, 1.5, 4.48, 171, 0.1007, 0.047, 3
110.txt, 1.46, 4.66, 173, 0.1172, 0.069, 3
104.txt, 1.31, 4.36, 181, 0.0993, 0.0265, 3
428.txt, 1.4, 4.41, 169, 0.1159, 0.058, 3
10.txt, 1.44, 4.48, 567, 0.0392, 0.0247, 3
436.txt, 1.44, 4.25, 134, 0.1545, 0.0727, 3
94.txt, 1.58, 5.02, 152, 0.128, 0.0, 3
11.txt, 1.46, 4.61, 458, 0.0503, 0.0688, 3
212.txt, 1.3, 4.38, 219, 0.0984, 0.0546, 3
26.txt, 1.53, 4.57, 132, 0.1368, 0.0171, 3
87.txt, 1.43, 4.36, 247, 0.0821, 0.029, 3
