Filename, numsyl, avgchar,lentok,ttr,awl,class
166.txt, 1.41, 4.43, 425, 0.0435, 0.0543, 5
59.txt, 1.4, 4.26, 342, 0.0567, 0.1133, 5
207.txt, 1.38, 4.22, 101, 0.1798, 0.1461, 5
2.txt, 1.6, 4.92, 138, 0.1429, 0.1849, 5
145.txt, 1.39, 4.28, 422, 0.0501, 0.0362, 5
347.txt, 1.4, 4.42, 318, 0.0672, 0.0514, 5
123.txt, 1.38, 4.24, 574, 0.0318, 0.0338, 5
358.txt, 1.48, 4.3, 337, 0.0687, 0.0496, 5
219.txt, 1.41, 4.35, 407, 0.0537, 0.0932, 5
404.txt, 1.38, 4.08, 282, 0.0842, 0.1632, 5
314.txt, 1.41, 4.25, 104, 0.1758, 0.1758, 5
465.txt, 1.47, 4.44, 150, 0.1385, 0.1, 5
167.txt, 1.36, 4.35, 618, 0.0393, 0.0609, 5
488.txt, 1.44, 4.36, 354, 0.06, 0.0433, 5
160.txt, 1.45, 4.5, 582, 0.0382, 0.0723, 5
221.txt, 1.46, 4.27, 123, 0.15, 0.15, 5
432.txt, 1.42, 4.27, 145, 0.128, 0.104, 5
124.txt, 1.36, 4.22, 166, 0.1135, 0.1844, 5
181.txt, 1.44, 4.47, 437, 0.0548, 0.0461, 5
325.txt, 1.41, 4.3, 136, 0.1579, 0.1579, 5
178.txt, 1.47, 4.52, 134, 0.1466, 0.1466, 5
333.txt, 1.42, 4.31, 118, 0.1359, 0.1262, 5
9.txt, 1.49, 4.5, 105, 0.1667, 0.2, 5
320.txt, 1.42, 4.36, 270, 0.0749, 0.2159, 5
45.txt, 1.53, 4.67, 245, 0.0817, 0.0865, 5
351.txt, 1.4, 4.16, 170, 0.1181, 0.1736, 5
449.txt, 1.54, 4.55, 114, 0.1546, 0.2062, 5
12.txt, 1.38, 4.25, 117, 0.1569, 0.1275, 5
80.txt, 1.49, 4.64, 656, 0.0337, 0.1255, 5
286.txt, 1.58, 4.75, 146, 0.129, 0.121, 5
420.txt, 1.47, 4.61, 132, 0.1416, 0.115, 5
463.txt, 1.42, 4.28, 148, 0.1308, 0.1, 5
322.txt, 1.5, 4.65, 417, 0.0456, 0.0855, 5
208.txt, 1.36, 4.05, 160, 0.1168, 0.1387, 5
258.txt, 1.57, 4.73, 129, 0.1504, 0.177, 5
84.txt, 1.26, 4.07, 1132, 0.0192, 0.0406, 5
72.txt, 1.55, 4.67, 250, 0.0802, 0.1604, 5
425.txt, 1.39, 4.24, 158, 0.1185, 0.1556, 5
494.txt, 1.47, 4.4, 255, 0.0698, 0.1581, 5
443.txt, 1.52, 4.67, 115, 0.1515, 0.1313, 5
262.txt, 1.47, 4.35, 395, 0.0598, 0.0565, 5
182.txt, 1.49, 4.55, 407, 0.0581, 0.0785, 5
54.txt, 1.39, 4.27, 176, 0.1067, 0.16, 5
40.txt, 1.38, 4.07, 219, 0.0842, 0.1316, 5
321.txt, 1.61, 4.87, 148, 0.1172, 0.1563, 5
368.txt, 1.5, 4.42, 300, 0.0709, 0.0591, 5
99.txt, 1.48, 4.5, 385, 0.0537, 0.2149, 5
406.txt, 1.31, 4.18, 278, 0.0859, 0.096, 5
29.txt, 1.56, 4.76, 119, 0.1373, 0.1569, 5
120.txt, 1.51, 4.62, 418, 0.0484, 0.0484, 5
379.txt, 1.45, 4.44, 207, 0.1098, 0.0854, 5
500.txt, 1.46, 4.57, 264, 0.0693, 0.0866, 5
335.txt, 1.44, 4.19, 207, 0.1197, 0.1127, 5
165.txt, 1.47, 4.46, 182, 0.098, 0.1046, 5
396.txt, 1.48, 4.42, 217, 0.1275, 0.1208, 5
451.txt, 1.47, 4.35, 130, 0.1545, 0.1636, 5
232.txt, 1.52, 4.51, 129, 0.1429, 0.1518, 5
268.txt, 1.39, 4.14, 260, 0.1024, 0.1566, 5
230.txt, 1.43, 4.32, 263, 0.0995, 0.0785, 5
92.txt, 1.5, 4.59, 180, 0.0955, 0.1911, 5
305.txt, 1.5, 4.41, 222, 0.0904, 0.0691, 5
97.txt, 1.46, 4.43, 607, 0.034, 0.1283, 5
8.txt, 1.47, 4.49, 104, 0.1556, 0.2333, 5
383.txt, 1.57, 4.67, 159, 0.1333, 0.1417, 5
174.txt, 1.38, 4.25, 493, 0.0451, 0.0401, 5
110.txt, 1.46, 4.57, 149, 0.126, 0.2913, 5
104.txt, 1.48, 4.48, 328, 0.0605, 0.1281, 5
428.txt, 1.42, 4.34, 105, 0.163, 0.1413, 5
10.txt, 1.48, 4.49, 112, 0.1667, 0.2083, 5
436.txt, 1.48, 4.48, 102, 0.1667, 0.1444, 5
94.txt, 1.48, 4.55, 143, 0.121, 0.25, 5
11.txt, 1.45, 4.42, 111, 0.1458, 0.1771, 5
212.txt, 1.36, 4.21, 394, 0.0533, 0.0799, 5
26.txt, 1.53, 4.56, 121, 0.1442, 0.2115, 5
87.txt, 1.51, 4.53, 343, 0.0511, 0.1118, 5
