,Filename,TLC/D,ALCL, numsyl, avgchar,awl,sentences,wordtypes,swordtypes,lextypes,slextypes,wordtokens,swordtokens,lextokens,slextokens,ld,ls1,ls2,vs1,vs2,cvs1,ndw,ndwz,ndwerz,ndwesz,ttr,msttr,cttr,rttr,logttr,uber,lv,vv1,svv1,cvv1,vv2,nv,adjv,advv, modv,W,S,VP,C,T,DC,CT,CP,CN,MLS,MLT,MLC,C/S,VP/T,C/T,DC/C,DC/T,T/S,CT/T,CP/T,CP/C,CN/T,CN/C,class_y,NP/S,VP/S,PP/S,NPlen,VPlen,PPlen,cli,fks
52,429.txt,40,3,1.55,4.65,0.1014,37,238,84,176,78,542,139,283,128,0.52,0.45,0.35,0.27,7.86,1.98,238,30,39.9,37.1,0.44,0.78,7.23,10.22,0.87,20.91,0.62,0.58,35.93,4.24,0.22,0.62,0.08,0.02,0.1,538,37,91,62,38,26,19,12,42,14.5405,14.1579,8.6774,1.6757,2.3947,1.6316,0.4194,0.6842,1.027,0.5,0.3158,0.1935,1.1053,0.6774,4,4.53,2.47,1.03,1.79,1.87,1.0,12.393,39.19
53,177.txt,14,3,1.38,4.23,0.1193,13,105,34,70,30,199,46,103,40,0.52,0.39,0.32,0.3,3.03,1.23,105,37,39.5,40.0,0.53,0.76,5.26,7.44,0.88,19.03,0.68,0.73,17.45,2.95,0.23,0.65,0.11,0.02,0.13,196,13,32,23,14,10,7,6,19,15.0769,14.0,8.5217,1.7692,2.2857,1.6429,0.4348,0.7143,1.0769,0.5,0.4286,0.2609,1.3571,0.8261,4,5.0,2.54,1.31,1.74,1.79,1.0,10.035,52.9
54,199.txt,15,3,1.48,4.48,0.1033,13,120,39,83,35,208,54,113,48,0.54,0.42,0.33,0.29,2.86,1.2,120,39,40.3,40.3,0.58,0.79,5.88,8.32,0.9,22.49,0.73,0.77,20.83,3.23,0.24,0.68,0.12,0.02,0.14,204,13,30,16,13,5,5,6,19,15.6923,15.6923,12.75,1.2308,2.3077,1.2308,0.3125,0.3846,1.0,0.3846,0.4615,0.375,1.4615,1.1875,4,4.69,2.77,1.38,1.77,1.72,1.0,10.834,46.758
55,344.txt,17,3,1.6,4.62,0.1051,17,133,46,91,42,277,75,143,69,0.52,0.48,0.35,0.45,8.1,2.01,133,37,38.7,38.1,0.48,0.73,5.65,7.99,0.87,18.72,0.64,0.7,19.6,3.13,0.2,0.56,0.11,0.03,0.14,273,17,34,24,19,7,6,10,30,16.0588,14.3684,11.375,1.4118,1.7895,1.2632,0.2917,0.3684,1.1176,0.3158,0.5263,0.4167,1.5789,1.25,4,4.65,2.35,1.59,1.96,1.8,1.0,12.134,35.546
56,363.txt,51,6,1.46,4.47,0.0571,43,243,101,176,96,729,198,395,185,0.54,0.47,0.42,0.4,18.56,3.05,243,38,39.9,37.8,0.33,0.72,6.36,9.0,0.83,17.18,0.45,0.52,30.54,3.91,0.15,0.38,0.07,0.01,0.09,721,43,88,67,48,18,16,29,92,16.7674,15.0208,10.7612,1.5581,1.8333,1.3958,0.2687,0.375,1.1163,0.3333,0.6042,0.4328,1.9167,1.3731,4,5.66,2.43,2.05,1.92,1.54,1.0,11.17,48.555
57,515.txt,57,6,1.56,4.61,0.0534,41,322,165,237,155,811,299,425,269,0.52,0.63,0.51,0.36,16.2,2.85,322,37,40.6,38.8,0.4,0.78,8.0,11.31,0.86,21.09,0.56,0.57,40.33,4.49,0.17,0.52,0.11,0.01,0.12,789,41,95,63,46,15,15,27,89,19.2439,17.1522,12.5238,1.5366,2.0652,1.3696,0.2381,0.3261,1.122,0.3261,0.587,0.4286,1.9348,1.4127,4,5.55,2.28,2.21,1.66,1.75,1.0,11.849,40.112
58,393.txt,54,6,1.52,4.66,0.0738,55,334,119,255,112,974,252,512,231,0.53,0.45,0.36,0.24,9.39,2.17,334,36,40.8,40.1,0.34,0.81,7.57,10.7,0.84,19.22,0.5,0.48,36.6,4.28,0.15,0.52,0.08,0.02,0.1,962,55,137,96,58,40,28,31,101,17.4909,16.5862,10.0208,1.7455,2.3621,1.6552,0.4167,0.6897,1.0545,0.4828,0.5345,0.3229,1.7414,1.0521,4,5.7,2.4,1.51,1.87,1.82,1.01,12.391,42.567
59,243.txt,36,4,1.55,4.66,0.0824,26,252,119,191,114,470,157,256,150,0.54,0.59,0.47,0.57,21.06,3.25,252,38,42.3,40.4,0.54,0.76,8.22,11.62,0.9,26.38,0.75,0.75,36.94,4.3,0.19,0.69,0.14,0.02,0.16,465,26,54,35,27,10,8,23,55,17.8846,17.2222,13.2857,1.3462,2.0,1.2963,0.2857,0.3704,1.0385,0.2963,0.8519,0.6571,2.037,1.5714,4,6.08,2.27,2.46,1.82,1.61,1.0,12.478,40.168
60,85.txt,27,3,1.58,4.77,0.1429,12,179,77,123,71,316,118,175,107,0.55,0.61,0.43,0.57,15.51,2.78,179,42,44.2,40.4,0.57,0.82,7.12,10.07,0.9,25.31,0.7,0.81,30.72,3.92,0.22,0.61,0.09,0.04,0.13,308,12,36,22,16,7,7,11,29,25.6667,19.25,14.0,1.8333,2.25,1.375,0.3182,0.4375,1.3333,0.4375,0.6875,0.5,1.8125,1.3182,4,8.08,3.58,2.83,2.21,1.79,1.0,12.156,38.164
61,188.txt,47,4,1.57,4.82,0.0696,25,246,98,180,91,550,151,285,133,0.52,0.47,0.4,0.3,7.86,1.98,246,35,40.7,42.0,0.45,0.79,7.42,10.49,0.87,21.49,0.63,0.62,32.66,4.04,0.19,0.61,0.09,0.01,0.1,538,25,71,54,33,20,16,16,59,21.52,16.303,9.963,2.16,2.1515,1.6364,0.3704,0.6061,1.32,0.4848,0.4848,0.2963,1.7879,1.0926,4,8.88,3.48,2.04,1.67,1.57,1.04,12.267,40.202
62,133.txt,87,6,1.56,4.62,0.1098,62,439,234,358,225,1318,445,696,425,0.53,0.61,0.53,0.34,24.69,3.51,439,40,41.2,39.7,0.33,0.76,8.55,12.09,0.85,20.39,0.51,0.5,53.5,5.17,0.15,0.48,0.08,0.01,0.09,1300,62,168,119,65,50,35,51,141,20.9677,20.0,10.9244,1.9194,2.5846,1.8308,0.4202,0.7692,1.0484,0.5385,0.7846,0.4286,2.1692,1.1849,4,7.52,2.85,2.66,1.77,1.57,1.01,12.204,37.048
63,283.txt,8,2,1.53,4.63,0.1275,7,73,28,48,25,119,42,68,33,0.57,0.49,0.38,0.33,2.0,1.0,73,34,40.9,40.9,0.61,0.72,4.73,6.69,0.9,20.3,0.71,0.72,9.39,2.17,0.19,0.68,0.15,0.0,0.15,111,7,17,11,8,4,4,5,12,15.8571,13.875,10.0909,1.5714,2.125,1.375,0.3636,0.5,1.1429,0.5,0.625,0.4545,1.5,1.0909,4,4.71,3.0,1.29,2.03,1.52,1.0,12.065,41.79
64,107.txt,17,2,1.56,4.64,0.1385,12,143,68,104,62,224,84,130,71,0.58,0.55,0.48,0.45,7.61,1.95,143,41,42.5,41.7,0.64,0.8,6.76,9.55,0.92,28.34,0.8,0.74,20.63,3.21,0.22,0.84,0.1,0.02,0.12,215,12,31,14,12,7,5,10,20,17.9167,17.9167,15.3571,1.1667,2.5833,1.1667,0.5,0.5833,1.0,0.4167,0.8333,0.7143,1.6667,1.4286,4,6.55,3.27,1.73,1.67,1.75,1.0,11.375,42.353
65,500.txt,29,4,1.47,4.37,0.123,27,188,71,119,69,440,150,232,140,0.53,0.6,0.38,0.34,6.9,1.86,188,41,38.2,37.1,0.43,0.71,6.34,8.96,0.86,18.92,0.51,0.5,14.5,2.69,0.12,0.48,0.12,0.0,0.12,439,27,55,44,40,8,9,11,53,16.2593,10.975,9.9773,1.6296,1.375,1.1,0.1818,0.2,1.4815,0.225,0.275,0.25,1.325,1.2045,4,2.93,1.14,0.74,2.15,1.35,1.0,10.174,43.572
66,526.txt,17,3,1.58,4.81,0.1542,12,133,46,92,44,236,65,132,59,0.56,0.45,0.35,0.44,6.62,1.82,133,40,41.1,38.6,0.56,0.79,6.12,8.66,0.9,22.61,0.7,0.74,18.38,3.03,0.19,0.65,0.13,0.01,0.14,230,12,27,16,12,6,6,10,20,19.1667,19.1667,14.375,1.3333,2.25,1.3333,0.375,0.5,1.0,0.5,0.8333,0.625,1.6667,1.25,4,5.58,2.5,1.83,1.99,1.87,1.0,12.627,39.865
67,491.txt,6,2,1.6,4.71,0.2283,6,69,21,44,19,102,30,57,26,0.56,0.46,0.3,0.43,2.57,1.13,69,43,40.3,40.2,0.68,0.78,4.83,6.83,0.92,23.77,0.77,0.93,12.07,2.46,0.23,0.71,0.16,0.0,0.16,98,6,13,7,6,3,3,4,10,16.3333,16.3333,14.0,1.1667,2.1667,1.1667,0.4286,0.5,1.0,0.5,0.6667,0.5714,1.6667,1.4286,4,3.67,2.0,1.33,2.09,1.92,1.0,12.177,39.161
68,422.txt,29,3,1.51,4.54,0.1378,18,174,63,125,60,348,95,185,90,0.53,0.49,0.36,0.44,14.52,2.69,174,39,40.8,39.4,0.5,0.79,6.6,9.33,0.88,21.46,0.68,0.63,29.45,3.84,0.25,0.68,0.11,0.02,0.13,344,18,56,37,19,19,11,7,35,19.1111,18.1053,9.2973,2.0556,2.9474,1.9474,0.5135,1.0,1.0556,0.5789,0.3684,0.1892,1.8421,0.9459,4,6.11,2.78,2.11,1.84,2.34,1.05,11.224,44.362
69,171.txt,23,4,1.52,4.65,0.1021,15,165,64,117,59,327,109,166,81,0.51,0.49,0.39,0.4,8.0,2.0,165,36,41.3,36.5,0.5,0.75,6.45,9.12,0.88,21.28,0.7,0.72,25.92,3.6,0.22,0.68,0.1,0.01,0.11,310,15,46,30,22,11,11,10,44,20.6667,14.0909,10.3333,2.0,2.0909,1.3636,0.3667,0.5,1.4667,0.5,0.4545,0.3333,2.0,1.4667,4,6.24,2.94,1.47,1.64,1.64,1.0,11.48,45.148
70,423.txt,79,4,1.52,4.54,0.0692,44,359,132,280,126,875,207,454,197,0.52,0.43,0.37,0.36,21.3,3.26,359,46,41.2,41.0,0.41,0.8,8.58,12.14,0.87,22.37,0.62,0.57,54.53,5.22,0.21,0.65,0.09,0.02,0.12,867,44,130,92,48,40,21,13,104,19.7045,18.0625,9.4239,2.0909,2.7083,1.9167,0.4348,0.8333,1.0909,0.4375,0.2708,0.1413,2.1667,1.1304,4,6.81,2.67,2.47,1.88,2.12,1.03,11.472,41.576
71,64.txt,17,3,1.58,4.69,0.1673,14,157,53,110,47,300,90,163,72,0.54,0.44,0.34,0.37,7.08,1.88,157,32,42.1,41.1,0.52,0.79,6.41,9.06,0.89,21.82,0.67,0.75,28.31,3.76,0.23,0.63,0.1,0.02,0.13,289,14,39,26,16,13,10,11,33,20.6429,18.0625,11.1154,1.8571,2.4375,1.625,0.5,0.8125,1.1429,0.625,0.6875,0.4231,2.0625,1.2692,4,6.71,3.36,1.64,1.91,1.79,1.0,11.421,41.84
72,62.txt,31,3,1.44,4.34,0.1049,23,205,71,144,65,475,130,242,116,0.51,0.48,0.35,0.27,5.48,1.66,205,30,41.3,39.5,0.43,0.78,6.65,9.41,0.86,19.63,0.6,0.64,30.26,3.89,0.19,0.55,0.1,0.03,0.13,466,23,63,39,21,21,15,12,44,20.2609,22.1905,11.9487,1.6957,3.0,1.8571,0.5385,1.0,0.913,0.7143,0.5714,0.3077,2.0952,1.1282,4,6.65,3.09,1.96,1.76,1.87,1.0,10.133,50.013
73,180.txt,37,5,1.38,4.31,0.0771,31,198,71,141,68,509,112,249,107,0.49,0.43,0.36,0.33,9.12,2.13,198,37,39.3,38.2,0.39,0.76,6.21,8.78,0.85,17.87,0.57,0.6,31.44,3.96,0.21,0.54,0.08,0.02,0.1,509,31,78,57,30,29,18,10,58,16.4194,16.9667,8.9298,1.8387,2.6,1.9,0.5088,0.9667,0.9677,0.6,0.3333,0.1754,1.9333,1.0175,4,6.17,2.7,1.87,1.71,1.81,1.0,10.15,54.869
74,389.txt,35,4,1.6,4.79,0.1094,30,225,85,174,81,482,140,264,130,0.55,0.49,0.38,0.35,9.35,2.16,225,36,39.2,37.5,0.47,0.78,7.25,10.25,0.88,21.76,0.66,0.67,34.67,4.16,0.2,0.62,0.11,0.03,0.14,476,30,64,44,30,18,13,20,50,15.8667,15.8667,10.8182,1.4667,2.1333,1.4667,0.4091,0.6,1.0,0.4333,0.6667,0.4545,1.6667,1.1364,4,4.74,2.19,1.32,1.94,1.65,1.0,13.145,35.48
75,164.txt,33,3,1.44,4.44,0.1287,21,189,85,134,81,347,115,180,103,0.52,0.57,0.45,0.52,17.52,2.96,189,39,42.9,41.0,0.54,0.82,7.17,10.15,0.9,24.46,0.74,0.74,36.38,4.26,0.27,0.72,0.14,0.01,0.15,336,21,61,42,23,19,14,12,33,16.0,14.6087,8.0,2.0,2.6522,1.8261,0.4524,0.8261,1.0952,0.6087,0.5217,0.2857,1.4348,0.7857,4,5.32,2.68,1.36,1.56,1.69,1.03,11.28,48.364
76,214.txt,10,2,1.56,4.7,0.1528,9,118,53,88,50,170,65,108,60,0.64,0.56,0.45,0.37,2.58,1.14,118,45,44.4,39.1,0.69,0.83,6.4,9.05,0.93,31.37,0.81,0.89,15.21,2.76,0.16,0.81,0.11,0.0,0.11,163,9,17,11,9,3,3,6,17,18.1111,18.1111,14.8182,1.2222,1.8889,1.2222,0.2727,0.3333,1.0,0.3333,0.6667,0.5455,1.8889,1.5455,4,4.56,2.0,1.56,2.37,1.67,1.0,12.384,40.873
77,537.txt,113,5,1.63,4.93,0.0938,67,565,286,477,278,1372,462,812,432,0.59,0.53,0.51,0.34,29.02,3.81,565,41,41.6,39.8,0.41,0.81,10.79,15.25,0.88,25.55,0.59,0.56,78.71,6.27,0.17,0.59,0.1,0.02,0.12,1353,67,191,120,75,45,28,38,172,20.194,18.04,11.275,1.791,2.5467,1.6,0.375,0.6,1.1194,0.3733,0.5067,0.3167,2.2933,1.4333,4,6.88,2.84,2.2,1.79,1.69,1.01,13.659,33.411
78,225.txt,14,2,1.55,4.69,0.1042,10,120,59,88,55,177,73,107,64,0.6,0.6,0.49,0.37,2.58,1.14,120,44,44.9,40.8,0.68,0.81,6.38,9.02,0.92,29.94,0.82,0.89,15.21,2.76,0.16,0.82,0.09,0.0,0.09,169,10,18,11,10,3,3,6,17,16.9,16.9,15.3636,1.1,1.8,1.1,0.2727,0.3,1.0,0.3,0.6,0.5455,1.7,1.5455,4,4.5,2.0,1.5,2.22,1.6,1.0,12.188,43.049
79,144.txt,18,3,1.5,4.51,0.1659,17,139,57,98,52,227,67,125,60,0.55,0.48,0.41,0.34,4.45,1.49,139,40,43.6,40.0,0.61,0.8,6.52,9.23,0.91,26.06,0.78,0.76,22.13,3.33,0.23,0.77,0.1,0.01,0.11,224,17,32,20,17,6,5,16,17,13.1765,13.1765,11.2,1.1765,1.8824,1.1765,0.3,0.3529,1.0,0.2941,0.9412,0.8,1.0,0.85,4,4.18,2.29,1.24,1.85,1.46,1.0,11.886,41.736
80,216.txt,12,2,1.5,4.41,0.1633,12,97,32,67,29,164,47,89,40,0.54,0.45,0.33,0.27,1.88,0.97,97,39,41.9,40.1,0.59,0.79,5.36,7.57,0.9,21.51,0.75,0.81,16.96,2.91,0.24,0.7,0.13,0.02,0.16,158,12,26,15,12,3,3,6,12,13.1667,13.1667,10.5333,1.25,2.1667,1.25,0.2,0.25,1.0,0.25,0.5,0.4,1.0,0.8,4,4.18,2.55,1.09,1.93,1.82,1.0,11.219,43.644
81,450.txt,22,3,1.62,4.91,0.147,18,161,66,113,62,302,86,153,78,0.51,0.51,0.41,0.51,10.76,2.32,161,41,39.1,36.3,0.53,0.73,6.55,9.26,0.89,22.51,0.74,0.8,26.56,3.64,0.22,0.67,0.1,0.03,0.12,298,18,35,24,18,8,6,8,24,16.5556,16.5556,12.4167,1.3333,1.9444,1.3333,0.3333,0.4444,1.0,0.3333,0.4444,0.3333,1.3333,1.0,4,5.22,1.89,2.17,1.81,1.85,1.0,13.549,35.448
82,560.txt,26,4,1.54,4.5,0.1796,29,192,78,154,75,422,145,254,136,0.6,0.54,0.41,0.23,3.91,1.4,192,39,38.8,39.4,0.45,0.76,6.61,9.35,0.87,20.15,0.61,0.5,18.5,3.04,0.15,0.63,0.16,0.02,0.19,414,29,60,36,34,5,6,15,48,14.2759,12.1765,11.5,1.2414,1.7647,1.0588,0.1389,0.1471,1.1724,0.1765,0.4412,0.4167,1.4118,1.3333,4,3.94,1.97,1.48,1.98,1.82,1.0,12.272,37.301
83,430.txt,18,2,1.5,4.65,0.127,15,118,47,84,45,207,63,115,57,0.56,0.5,0.4,0.59,11.28,2.38,118,40,40.2,38.5,0.57,0.78,5.8,8.2,0.89,21.97,0.73,0.84,22.78,3.38,0.23,0.67,0.09,0.03,0.12,201,15,27,16,14,6,5,5,16,13.4,14.3571,12.5625,1.0667,1.9286,1.1429,0.375,0.4286,0.9333,0.3571,0.3571,0.3125,1.1429,1.0,4,4.13,1.8,1.53,1.9,1.56,1.0,12.687,42.36
84,490.txt,53,4,1.68,4.97,0.0813,35,314,141,246,135,658,210,365,200,0.55,0.55,0.45,0.41,19.06,3.09,314,38,42.6,42.6,0.48,0.84,8.66,12.24,0.89,24.72,0.67,0.64,45.41,4.77,0.19,0.69,0.14,0.04,0.17,652,35,90,61,35,30,20,20,87,18.6286,18.6286,10.6885,1.7429,2.5714,1.7429,0.4918,0.8571,1.0,0.5714,0.5714,0.3279,2.4857,1.4262,4,6.26,2.76,2.32,1.89,1.83,1.01,14.398,27.551
85,78.txt,28,2,1.5,4.51,0.1041,21,181,79,136,75,306,105,175,96,0.57,0.55,0.44,0.44,10.47,2.29,181,33,43.3,39.7,0.59,0.78,7.32,10.35,0.91,27.09,0.78,0.75,30.56,3.91,0.23,0.75,0.14,0.04,0.18,301,21,47,27,22,10,8,12,27,14.3333,13.6818,11.1481,1.2857,2.1364,1.2273,0.3704,0.4545,1.0476,0.3636,0.5455,0.4444,1.2273,1.0,4,4.5,2.1,1.15,1.82,1.95,1.0,12.006,41.826
86,364.txt,38,4,1.55,4.6,0.1259,28,229,84,173,79,439,109,240,100,0.55,0.42,0.37,0.42,11.7,2.42,229,37,41.9,39.3,0.52,0.81,7.73,10.93,0.89,24.71,0.72,0.79,41.93,4.58,0.22,0.66,0.15,0.01,0.16,435,28,60,35,29,12,11,17,45,15.5357,15.0,12.4286,1.25,2.069,1.2069,0.3429,0.4138,1.0357,0.3793,0.5862,0.4857,1.5517,1.2857,4,4.21,2.03,1.38,2.02,1.92,1.0,12.127,39.754
87,184.txt,33,4,1.66,4.99,0.0729,18,185,85,135,78,341,112,192,97,0.56,0.51,0.46,0.37,7.08,1.88,185,35,43.7,41.0,0.54,0.82,7.08,10.02,0.9,24.15,0.7,0.67,22.67,3.37,0.18,0.69,0.13,0.01,0.14,328,18,42,30,21,8,7,13,31,18.2222,15.619,10.9333,1.6667,2.0,1.4286,0.2667,0.381,1.1667,0.3333,0.619,0.4333,1.4762,1.0333,4,7.5,3.28,1.28,1.56,1.44,1.04,13.255,34.309
88,466.txt,60,6,1.46,4.37,0.0467,61,371,136,273,128,994,266,516,249,0.52,0.48,0.37,0.33,21.01,3.24,371,38,40.4,36.5,0.37,0.76,8.32,11.77,0.86,20.99,0.53,0.54,57.62,5.37,0.21,0.49,0.07,0.02,0.09,992,61,163,109,68,41,32,25,102,16.2623,14.5882,9.1009,1.7869,2.3971,1.6029,0.3761,0.6029,1.1148,0.4706,0.3676,0.2294,1.5,0.9358,4,5.39,2.44,1.31,1.79,1.97,1.0,10.607,47.165
89,339.txt,14,2,1.51,4.53,0.1076,12,112,41,80,39,171,51,96,47,0.56,0.49,0.37,0.48,7.76,1.97,112,43,42.3,41.4,0.65,0.83,6.06,8.56,0.92,27.13,0.83,0.88,25.48,3.57,0.3,0.79,0.1,0.03,0.14,167,12,30,18,12,9,6,5,17,13.9167,13.9167,9.2778,1.5,2.5,1.5,0.5,0.75,1.0,0.5,0.4167,0.2778,1.4167,0.9444,4,4.0,2.42,1.08,1.85,1.86,1.0,12.159,40.445
90,163.txt,39,5,1.39,4.28,0.1023,43,273,106,200,100,633,146,321,132,0.51,0.41,0.39,0.36,14.29,2.67,273,39,40.4,37.5,0.43,0.77,7.67,10.85,0.87,21.49,0.62,0.65,47.58,4.88,0.23,0.59,0.11,0.02,0.13,629,43,100,70,42,28,19,14,59,14.6279,14.9762,8.9857,1.6279,2.381,1.6667,0.4,0.6667,0.9767,0.4524,0.3333,0.2,1.4048,0.8429,4,4.95,2.52,1.18,1.76,1.75,1.0,10.33,52.205
91,382.txt,15,2,1.64,4.75,0.1061,13,125,43,89,41,214,58,119,52,0.56,0.44,0.34,0.47,7.53,1.94,125,41,40.3,40.0,0.58,0.78,6.04,8.54,0.9,23.26,0.75,0.76,19.88,3.15,0.22,0.73,0.11,0.03,0.14,208,13,27,18,13,8,6,7,22,16.0,16.0,11.5556,1.3846,2.0769,1.3846,0.4444,0.6154,1.0,0.4615,0.5385,0.3889,1.6923,1.2222,4,4.69,2.23,1.85,2.0,1.69,1.0,12.86,33.078
92,137.txt,12,3,1.56,4.61,0.1963,13,115,49,81,46,178,64,107,59,0.6,0.55,0.43,0.47,6.53,1.81,115,41,42.2,40.6,0.65,0.82,6.09,8.62,0.92,26.69,0.76,0.8,19.2,3.1,0.22,0.72,0.13,0.02,0.15,175,13,26,19,14,7,8,8,16,13.4615,12.5,9.2105,1.4615,1.8571,1.3571,0.3684,0.5,1.0769,0.5714,0.5714,0.4211,1.1429,0.8421,4,4.08,2.31,0.62,1.96,1.63,1.0,12.215,38.38
93,550.txt,40,5,1.53,4.63,0.0742,35,203,84,141,79,546,193,294,181,0.54,0.62,0.41,0.2,3.56,1.33,203,34,40.0,33.5,0.37,0.67,6.14,8.69,0.84,17.44,0.48,0.4,14.24,2.67,0.12,0.51,0.11,0.01,0.12,537,35,71,54,38,14,12,17,68,15.3429,14.1316,9.9444,1.5429,1.8684,1.4211,0.2593,0.3684,1.0857,0.3158,0.4474,0.3148,1.7895,1.2593,4,4.89,2.26,1.4,1.97,1.53,1.0,11.811,42.727
94,549.txt,44,5,1.53,4.65,0.1,34,229,96,175,92,476,168,282,156,0.59,0.55,0.42,0.35,11.46,2.39,229,33,40.2,37.2,0.48,0.77,7.42,10.5,0.88,22.56,0.62,0.58,31.84,3.99,0.2,0.64,0.14,0.01,0.15,465,34,69,41,31,11,8,17,55,13.6765,15.0,11.3415,1.2059,2.2258,1.3226,0.2683,0.3548,0.9118,0.2581,0.5484,0.4146,1.7742,1.3415,4,3.81,1.62,1.24,1.83,1.87,1.0,12.83,38.697
95,213.txt,1,2,1.73,5.66,0.0488,2,50,26,36,26,53,28,38,28,0.72,0.74,0.52,0.0,0.0,0.0,50,47,47.3,47.0,0.94,0.94,4.86,6.87,0.99,117.49,0.95,1.0,2.0,1.0,0.05,0.94,0.03,0.0,0.03,52,2,2,1,1,0,0,2,5,26.0,52.0,52.0,0.5,2.0,1.0,0.0,0.0,0.5,0.0,2.0,2.0,5.0,5.0,4,10.5,2.5,1.0,1.95,1.2,1.0,14.591,33.592
96,239.txt,8,2,1.57,4.68,0.1504,11,93,38,66,34,134,45,82,39,0.61,0.48,0.41,0.44,3.56,1.33,93,43,42.4,40.5,0.69,0.84,5.68,8.03,0.93,28.52,0.8,0.89,14.22,2.67,0.2,0.77,0.16,0.01,0.17,128,11,17,10,10,3,3,7,12,11.6364,12.8,12.8,0.9091,1.7,1.0,0.3,0.3,0.9091,0.3,0.7,0.7,1.2,1.2,4,2.64,1.73,0.91,2.21,1.58,1.0,12.99,34.996
97,348.txt,69,4,1.59,4.78,0.0659,51,339,136,257,128,885,261,456,248,0.52,0.54,0.4,0.37,17.26,2.94,339,42,40.1,40.1,0.38,0.77,8.06,11.4,0.86,20.84,0.56,0.63,51.26,5.06,0.18,0.53,0.09,0.01,0.1,878,51,111,91,53,35,24,20,114,17.2157,16.566,9.6484,1.7843,2.0943,1.717,0.3846,0.6604,1.0392,0.4528,0.3774,0.2198,2.1509,1.2527,4,5.23,2.08,1.91,1.99,1.9,1.0,13.078,36.751
98,546.txt,23,4,1.54,4.54,0.1024,18,161,67,117,63,285,101,163,92,0.57,0.56,0.42,0.41,8.16,2.02,161,42,41.2,38.2,0.56,0.81,6.74,9.54,0.9,24.3,0.72,0.67,22.22,3.33,0.2,0.7,0.14,0.02,0.16,279,18,39,24,20,7,8,13,26,15.5,13.95,11.625,1.3333,1.95,1.2,0.2917,0.35,1.1111,0.4,0.65,0.5417,1.3,1.0833,4,4.56,2.22,1.5,1.96,1.7,1.0,12.086,39.21
99,292.txt,23,3,1.49,4.68,0.0733,24,182,77,140,71,303,96,178,86,0.59,0.48,0.42,0.37,6.94,1.86,182,41,42.5,41.4,0.6,0.82,7.39,10.46,0.91,27.82,0.79,0.75,29.25,3.82,0.22,0.78,0.12,0.01,0.13,295,24,46,27,26,6,5,17,26,12.2917,11.3462,10.9259,1.125,1.7692,1.0385,0.2222,0.2308,1.0833,0.1923,0.6538,0.6296,1.0,0.963,4,3.83,2.08,0.96,1.77,1.56,1.0,12.931,42.546
100,100.txt,41,3,1.45,4.41,0.0783,33,229,91,177,88,502,129,283,122,0.56,0.43,0.4,0.3,7.86,1.98,229,39,40.2,38.0,0.46,0.76,7.23,10.22,0.87,21.4,0.63,0.59,30.24,3.89,0.18,0.64,0.13,0.01,0.13,497,33,63,38,33,10,7,28,54,15.0606,15.0606,13.0789,1.1515,1.9091,1.1515,0.2632,0.303,1.0,0.2121,0.8485,0.7368,1.6364,1.4211,4,4.91,2.39,1.42,1.86,1.63,1.0,11.178,46.703
101,519.txt,24,3,1.53,4.61,0.1594,15,133,68,101,66,230,96,136,92,0.59,0.68,0.51,0.49,8.26,2.03,133,33,41.2,41.0,0.58,0.77,6.2,8.77,0.9,23.45,0.74,0.71,17.86,2.99,0.18,0.78,0.1,0.01,0.1,226,15,28,19,15,5,5,13,24,15.0667,15.0667,11.8947,1.2667,1.8667,1.2667,0.2632,0.3333,1.0,0.3333,0.8667,0.6842,1.6,1.2632,4,4.19,1.63,1.5,1.9,1.85,1.0,12.168,41.607
102,425.txt,31,3,1.71,5.03,0.1361,21,192,84,146,78,347,116,192,101,0.55,0.53,0.44,0.43,9.49,2.18,192,41,41.9,43.2,0.55,0.85,7.29,10.31,0.9,25.11,0.76,0.75,28.31,3.76,0.2,0.73,0.11,0.02,0.14,337,21,43,29,20,13,10,12,41,16.0476,16.85,11.6207,1.381,2.15,1.45,0.4483,0.65,0.9524,0.5,0.6,0.4138,2.05,1.4138,4,5.19,2.29,1.71,1.8,2.0,1.0,14.245,27.864
103,170.txt,0,0,1.8,5.4,0.6,1,5,0,4,0,5,0,4,0,0.8,0.0,0.0,0.0,0.0,0.0,5,5,5.0,5.0,1.0,1.0,1.58,2.24,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.25,0.25,0.5,6,1,0,1,1,0,0,0,1,6.0,6.0,6.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,4,3.0,0.0,1.0,1.67,0.0,1.0,16.507,3.345
104,354.txt,20,2,1.46,4.48,0.0711,18,136,44,93,42,256,65,137,57,0.54,0.42,0.32,0.36,5.69,1.69,136,41,42.1,38.7,0.53,0.76,6.01,8.5,0.89,21.11,0.68,0.73,24.2,3.48,0.24,0.66,0.09,0.01,0.1,248,18,42,28,17,14,11,7,19,13.7778,14.5882,8.8571,1.5556,2.4706,1.6471,0.5,0.8235,0.9444,0.6471,0.4118,0.25,1.1176,0.6786,4,4.88,2.47,1.0,1.82,1.69,1.0,11.51,47.932
