,Filename,TLC/D,ALCL, numsyl, avgchar,awl,sentences,wordtypes,swordtypes,lextypes,slextypes,wordtokens,swordtokens,lextokens,slextokens,ld,ls1,ls2,vs1,vs2,cvs1,ndw,ndwz,ndwerz,ndwesz,ttr,msttr,cttr,rttr,logttr,uber,lv,vv1,svv1,cvv1,vv2,nv,adjv,advv, modv,W,S,VP,C,T,DC,CT,CP,CN,MLS,MLT,MLC,C/S,VP/T,C/T,DC/C,DC/T,T/S,CT/T,CP/T,CP/C,CN/T,CN/C,class_y,NP/S,VP/S,PP/S,NPlen,VPlen,PPlen,cli,fks
52,101.txt,27,3,1.51,4.57,0.0,23,173,84,117,78,318,128,173,118,0.54,0.68,0.49,0.54,16.86,2.9,173,44,40.3,39.4,0.54,0.78,6.86,9.7,0.89,23.69,0.68,0.68,26.68,3.65,0.23,0.66,0.05,0.01,0.06,313,23,45,35,24,13,10,9,31,13.6087,13.0417,8.9429,1.5217,1.875,1.4583,0.3714,0.5417,1.0435,0.4167,0.375,0.2571,1.2917,0.8857,3,5.26,2.09,1.83,1.62,1.48,1.0,11.6,43.569
53,248.txt,18,4,1.49,4.54,0.0383,20,145,60,99,57,257,105,150,96,0.58,0.64,0.41,0.3,4.26,1.46,145,39,41.7,39.9,0.56,0.81,6.4,9.04,0.9,23.37,0.66,0.63,18.28,3.02,0.19,0.63,0.1,0.01,0.11,249,20,40,33,20,10,6,5,22,12.45,12.45,7.5455,1.65,2.0,1.65,0.303,0.5,1.0,0.3,0.25,0.1515,1.1,0.6667,3,4.55,2.05,0.95,1.73,1.51,1.0,12.173,42.375
54,294.txt,32,3,1.44,4.37,0.0107,35,202,89,141,83,419,155,228,141,0.54,0.62,0.44,0.51,19.75,3.14,202,39,39.9,36.4,0.48,0.74,6.98,9.87,0.88,21.7,0.62,0.73,40.73,4.51,0.25,0.52,0.07,0.02,0.09,415,35,73,55,34,21,13,6,43,11.8571,12.2059,7.5455,1.5714,2.1471,1.6176,0.3818,0.6176,0.9714,0.3824,0.1765,0.1091,1.2647,0.7818,3,4.21,1.88,1.38,1.63,1.56,1.0,10.771,45.792
55,321.txt,12,2,1.55,4.63,0.0083,10,100,47,69,44,134,54,78,50,0.58,0.64,0.47,0.62,8.05,2.01,100,44,42.2,43.2,0.75,0.85,6.11,8.64,0.94,35.6,0.88,0.81,13.76,2.62,0.22,0.91,0.13,0.01,0.14,132,10,17,13,10,2,2,3,16,13.2,13.2,10.1538,1.3,1.7,1.3,0.1538,0.2,1.0,0.2,0.3,0.2308,1.6,1.2308,3,4.1,1.7,1.5,1.98,1.65,1.0,12.07,39.822
56,22.txt,24,5,1.43,4.6,0.0967,25,183,80,133,73,357,125,224,117,0.63,0.52,0.44,0.38,8.67,2.08,183,39,40.7,39.1,0.51,0.78,6.85,9.69,0.89,22.45,0.59,0.69,28.92,3.8,0.19,0.52,0.1,0.02,0.12,355,25,56,42,25,13,11,7,36,14.2,14.2,8.4524,1.68,2.24,1.68,0.3095,0.52,1.0,0.44,0.28,0.1667,1.44,0.8571,3,4.4,2.0,1.2,2.18,1.68,1.0,12.46,47.256
57,328.txt,22,4,1.42,4.37,0.0969,25,186,79,133,75,356,123,193,116,0.54,0.6,0.42,0.54,17.36,2.95,186,33,40.1,38.5,0.52,0.76,6.97,9.86,0.89,23.09,0.69,0.75,32.81,4.05,0.23,0.67,0.08,0.0,0.08,354,25,45,36,24,11,8,6,43,14.16,14.75,9.8333,1.44,1.875,1.5,0.3056,0.4583,0.96,0.3333,0.25,0.1667,1.7917,1.1944,3,4.68,1.84,1.64,1.88,1.72,1.0,10.9,47.697
58,429.txt,16,4,1.47,4.41,0.0253,20,141,63,100,59,260,106,151,101,0.58,0.67,0.45,0.55,12.1,2.46,141,37,37.2,36.6,0.54,0.76,6.18,8.74,0.89,21.95,0.66,0.68,18.23,3.02,0.18,0.62,0.11,0.03,0.13,258,20,28,26,21,4,4,6,35,12.9,12.2857,9.9231,1.3,1.3333,1.2381,0.1538,0.1905,1.05,0.1905,0.2857,0.2308,1.6667,1.3462,3,4.2,1.45,1.7,1.9,1.41,1.0,11.173,44.622
59,177.txt,25,9,1.37,4.32,0.0649,32,206,86,134,78,427,156,239,135,0.56,0.56,0.42,0.37,11.91,2.44,206,44,40.6,40.3,0.48,0.79,7.05,9.97,0.88,21.86,0.56,0.52,23.55,3.43,0.19,0.55,0.06,0.04,0.1,413,32,70,55,29,23,16,5,49,12.9062,14.2414,7.5091,1.7188,2.4138,1.8966,0.4182,0.7931,0.9062,0.5517,0.1724,0.0909,1.6897,0.8909,3,5.4,2.2,1.4,1.51,1.68,1.0,10.12,55.297
60,199.txt,14,2,1.57,4.59,0.0,11,93,48,62,41,151,74,85,61,0.56,0.72,0.52,0.61,8.52,2.06,93,34,38.9,37.8,0.62,0.76,5.35,7.57,0.9,22.56,0.73,0.78,14.09,2.65,0.21,0.71,0.06,0.0,0.06,147,11,19,16,12,2,1,2,18,13.3636,12.25,9.1875,1.4545,1.5833,1.3333,0.125,0.1667,1.0909,0.0833,0.1667,0.125,1.5,1.125,3,4.45,1.82,1.91,1.92,1.55,1.0,11.916,37.016
61,344.txt,10,2,1.25,4.11,0.0,9,77,21,47,18,114,30,59,24,0.52,0.41,0.27,0.4,1.6,0.89,77,39,41.8,39.5,0.68,0.78,5.1,7.21,0.92,24.83,0.8,0.8,6.4,1.79,0.14,0.81,0.14,0.03,0.17,110,9,10,9,9,1,1,3,16,12.2222,12.2222,12.2222,1.0,1.1111,1.0,0.1111,0.1111,1.0,0.1111,0.3333,0.3333,1.7778,1.7778,3,3.33,1.44,1.56,2.23,1.46,1.0,9.307,61.602
62,363.txt,12,3,1.46,4.38,0.0471,16,124,57,89,52,199,79,113,72,0.57,0.64,0.46,0.53,11.03,2.35,124,41,41.8,42.2,0.62,0.87,6.22,8.79,0.91,25.73,0.79,0.8,25.6,3.58,0.28,0.77,0.07,0.0,0.07,199,16,32,22,16,7,4,3,23,12.4375,12.4375,9.0455,1.375,2.0,1.375,0.3182,0.4375,1.0,0.25,0.1875,0.1364,1.4375,1.0455,3,4.25,1.69,1.75,1.99,1.52,1.0,10.866,46.286
63,393.txt,18,3,1.69,5.01,0.0498,18,141,66,96,62,247,97,135,85,0.55,0.63,0.47,0.51,10.26,2.26,141,41,39.8,37.4,0.57,0.79,6.34,8.97,0.9,23.51,0.71,0.74,21.56,3.28,0.21,0.72,0.07,0.02,0.1,239,18,35,26,18,6,5,3,25,13.2778,13.2778,9.1923,1.4444,1.9444,1.4444,0.2308,0.3333,1.0,0.2778,0.1667,0.1154,1.3889,0.9615,3,4.94,2.12,1.53,1.89,1.5,1.0,13.949,28.299
64,13.txt,22,3,1.59,4.74,0.0616,25,176,88,134,81,322,138,202,129,0.63,0.64,0.5,0.41,9.76,2.21,176,38,40.9,39.2,0.55,0.82,6.94,9.81,0.9,23.97,0.66,0.68,27.12,3.68,0.2,0.65,0.09,0.01,0.11,316,25,55,41,26,14,10,5,40,12.64,12.1538,7.7073,1.64,2.1154,1.5769,0.3415,0.5385,1.04,0.3846,0.1923,0.122,1.5385,0.9756,3,4.6,2.12,1.2,1.73,1.51,1.0,13.418,33.702
65,243.txt,29,4,1.59,5.09,0.0216,30,229,124,165,118,411,181,233,169,0.57,0.73,0.54,0.57,21.06,3.25,229,38,42.9,39.6,0.56,0.81,7.99,11.3,0.9,26.9,0.71,0.74,35.45,4.21,0.21,0.64,0.12,0.01,0.13,407,30,53,43,31,10,10,10,46,13.5667,13.129,9.4651,1.4333,1.7097,1.3871,0.2326,0.3226,1.0333,0.3226,0.3226,0.2326,1.4839,1.0698,3,4.59,1.86,1.55,1.96,1.57,1.0,14.508,36.696
66,85.txt,13,2,1.5,4.81,0.0,12,92,41,62,37,135,58,84,53,0.62,0.63,0.45,0.67,6.67,1.83,92,40,43.1,41.5,0.68,0.82,5.6,7.92,0.92,27.25,0.74,0.73,8.07,2.01,0.13,0.72,0.05,0.04,0.08,133,12,14,14,12,2,2,5,12,11.0833,11.0833,9.5,1.1667,1.1667,1.1667,0.1429,0.1667,1.0,0.1667,0.4167,0.3571,1.0,0.8571,3,3.25,1.25,1.0,1.92,1.6,1.0,13.537,38.006
67,36.txt,12,3,1.5,4.68,0.0066,13,117,62,85,59,168,77,103,72,0.61,0.7,0.53,0.61,10.32,2.27,117,38,42.3,43.7,0.7,0.82,6.38,9.03,0.93,31.52,0.83,0.82,18.89,3.07,0.22,0.8,0.09,0.02,0.11,162,13,22,17,12,3,3,9,18,12.4615,13.5,9.5294,1.3077,1.8333,1.4167,0.1765,0.25,0.9231,0.25,0.75,0.5294,1.5,1.0588,3,5.33,2.25,1.17,1.81,1.37,1.0,12.678,42.196
68,188.txt,10,3,1.63,5.09,0.1143,8,73,34,50,30,119,52,72,47,0.61,0.65,0.47,0.55,6.55,1.81,73,41,36.8,37.6,0.61,0.75,4.73,6.69,0.9,20.3,0.69,0.73,11.64,2.41,0.22,0.64,0.08,0.04,0.12,117,8,15,12,8,5,4,2,15,14.625,14.625,9.75,1.5,1.875,1.5,0.4167,0.625,1.0,0.5,0.25,0.1667,1.875,1.25,3,5.13,2.25,1.5,1.98,1.5,1.0,14.441,34.271
69,58.txt,5,2,1.8,5.1,0.0127,5,65,28,37,25,87,32,43,29,0.49,0.67,0.43,0.82,7.36,1.92,65,37,43.1,38.6,0.75,0.74,4.93,6.97,0.93,29.71,0.86,1.0,11.0,2.35,0.26,0.77,0.09,0.05,0.14,85,5,10,7,6,1,1,3,8,17.0,14.1667,12.1429,1.4,1.6667,1.1667,0.1429,0.1667,1.2,0.1667,0.5,0.4286,1.3333,1.1429,3,4.8,1.8,1.6,1.67,2.44,1.0,13.785,23.125
70,26.txt,7,3,1.53,4.57,0.0171,7,77,35,54,34,124,43,70,42,0.56,0.6,0.45,0.62,9.85,2.22,77,33,38.8,34.9,0.62,0.73,4.89,6.91,0.9,21.18,0.77,0.85,18.62,3.05,0.31,0.69,0.04,0.03,0.07,124,7,19,12,7,6,5,2,14,17.7143,17.7143,10.3333,1.7143,2.7143,1.7143,0.5,0.8571,1.0,0.7143,0.2857,0.1667,2.0,1.1667,3,5.86,3.0,2.0,1.78,1.81,1.0,11.66,42.038
71,133.txt,10,2,1.48,4.62,0.0661,8,99,46,65,45,133,56,78,54,0.59,0.69,0.46,0.4,3.2,1.26,99,45,43.7,42.4,0.74,0.86,6.07,8.58,0.94,35.18,0.83,0.7,9.8,2.21,0.18,0.88,0.08,0.03,0.1,133,8,17,14,10,4,4,5,12,16.625,13.3,9.5,1.75,1.7,1.4,0.2857,0.4,1.25,0.4,0.5,0.3571,1.2,0.8571,3,3.88,2.0,1.38,1.81,1.75,1.0,11.628,48.342
72,283.txt,16,3,1.35,4.28,0.0128,27,174,76,120,70,340,118,179,109,0.53,0.61,0.44,0.39,10.41,2.28,174,38,40.4,39.4,0.51,0.8,6.67,9.44,0.89,22.03,0.67,0.64,28.93,3.8,0.25,0.65,0.09,0.03,0.12,338,27,65,50,30,21,14,6,28,12.5185,11.2667,6.76,1.8519,2.1667,1.6667,0.42,0.7,1.1111,0.4667,0.2,0.12,0.9333,0.56,3,5.15,2.38,1.27,1.62,1.39,1.0,10.368,54.05
73,107.txt,10,2,1.49,4.47,0.0583,10,72,38,51,38,116,53,69,53,0.59,0.77,0.53,0.79,11.84,2.43,72,35,38.0,35.4,0.62,0.75,4.73,6.69,0.9,20.58,0.74,0.79,11.84,2.43,0.22,0.73,0.04,0.0,0.04,116,10,10,10,9,1,1,6,13,11.6,12.8889,11.6,1.0,1.1111,1.1111,0.1,0.1111,0.9,0.1111,0.6667,0.6,1.4444,1.3,3,4.3,1.7,1.7,1.79,1.35,1.0,10.594,43.785
74,500.txt,22,3,1.48,4.57,0.0541,17,159,75,109,71,293,119,158,108,0.54,0.68,0.47,0.57,16.98,2.91,159,43,41.2,40.9,0.54,0.82,6.57,9.29,0.89,22.92,0.69,0.7,25.83,3.59,0.23,0.63,0.08,0.04,0.13,289,17,41,35,18,15,12,5,35,17.0,16.0556,8.2571,2.0588,2.2778,1.9444,0.4286,0.8333,1.0588,0.6667,0.2778,0.1429,1.9444,1.0,3,5.35,2.53,1.35,2.03,2.02,1.0,11.051,46.455
75,491.txt,6,2,1.63,4.75,0.0543,9,80,38,52,33,106,45,63,40,0.59,0.63,0.47,1.0,14.0,2.65,80,38,41.9,42.7,0.75,0.83,5.49,7.77,0.94,33.56,0.83,1.0,14.0,2.65,0.22,0.74,0.08,0.03,0.11,102,9,12,9,7,2,2,2,13,11.3333,14.5714,11.3333,1.0,1.7143,1.2857,0.2222,0.2857,0.7778,0.2857,0.2857,0.2222,1.8571,1.4444,3,4.86,1.43,1.86,2.03,1.3,1.0,12.273,36.567
76,422.txt,24,3,1.49,4.58,0.0043,21,148,81,109,77,261,112,159,104,0.61,0.65,0.55,0.6,16.68,2.89,148,31,39.4,40.8,0.57,0.77,6.48,9.16,0.9,23.7,0.69,0.74,26.06,3.61,0.22,0.66,0.06,0.01,0.08,255,21,33,30,21,8,7,5,32,12.1429,12.1429,8.5,1.4286,1.5714,1.4286,0.2667,0.381,1.0,0.3333,0.2381,0.1667,1.5238,1.0667,3,4.81,1.86,1.57,1.76,1.36,1.0,12.585,40.48
77,171.txt,31,3,1.65,4.87,0.0126,29,201,97,149,92,438,186,252,174,0.58,0.69,0.48,0.47,13.29,2.58,201,39,39.0,37.8,0.46,0.76,6.79,9.6,0.87,20.63,0.59,0.71,29.9,3.87,0.17,0.52,0.06,0.02,0.07,434,29,53,45,28,15,11,9,42,14.9655,15.5,9.6444,1.5517,1.8929,1.6071,0.3333,0.5357,0.9655,0.3929,0.3214,0.2,1.5,0.9333,3,5.29,2.0,2.07,1.78,1.36,1.0,12.512,35.014
78,423.txt,14,3,1.43,4.48,0.0795,12,125,57,86,51,200,74,104,64,0.52,0.62,0.46,0.41,4.48,1.5,125,39,41.0,39.5,0.62,0.8,6.25,8.84,0.91,25.94,0.83,0.78,16.33,2.86,0.2,0.81,0.12,0.03,0.14,192,12,22,18,13,6,4,8,21,16.0,14.7692,10.6667,1.5,1.6923,1.3846,0.3333,0.4615,1.0833,0.3077,0.6154,0.4444,1.6154,1.1667,3,6.42,2.0,2.33,1.73,1.5,1.0,11.14,51.456
79,64.txt,11,2,1.44,4.4,0.0,15,109,42,71,36,183,68,102,56,0.56,0.55,0.39,0.43,6.92,1.86,109,39,40.7,38.9,0.6,0.79,5.7,8.06,0.9,22.75,0.7,0.78,22.73,3.37,0.28,0.63,0.06,0.01,0.07,179,15,30,25,15,8,6,1,17,11.9333,11.9333,7.16,1.6667,2.0,1.6667,0.32,0.5333,1.0,0.4,0.0667,0.04,1.1333,0.68,3,3.87,2.07,0.93,1.71,1.52,1.0,11.087,45.375
80,40.txt,7,4,1.62,5.03,0.0075,13,86,34,52,33,145,53,78,52,0.54,0.67,0.4,0.41,3.68,1.36,86,41,38.9,35.2,0.59,0.75,5.05,7.14,0.9,20.59,0.67,0.64,8.91,2.11,0.18,0.64,0.06,0.05,0.12,145,13,21,19,13,6,4,3,21,11.1538,11.1538,7.6316,1.4615,1.6154,1.4615,0.3158,0.4615,1.0,0.3077,0.2308,0.1579,1.6154,1.1053,3,3.69,1.62,1.23,1.85,1.38,1.0,15.326,29.971
81,62.txt,20,3,1.42,4.47,0.02,11,129,58,89,57,217,81,125,79,0.58,0.63,0.45,0.46,8.31,2.04,129,42,40.1,39.2,0.59,0.81,6.19,8.76,0.9,24.17,0.71,0.77,23.08,3.4,0.24,0.64,0.07,0.02,0.1,217,11,35,23,11,11,7,3,25,19.7273,19.7273,9.4348,2.0909,3.1818,2.0909,0.4783,1.0,1.0,0.6364,0.2727,0.1304,2.2727,1.087,3,7.18,3.27,1.45,1.72,1.81,1.0,10.691,52.658
82,180.txt,26,3,1.49,4.7,0.0285,23,187,86,134,81,348,139,195,123,0.56,0.63,0.46,0.49,15.25,2.76,187,34,40.3,41.9,0.54,0.78,7.09,10.02,0.89,23.95,0.69,0.7,30.73,3.92,0.23,0.65,0.08,0.03,0.1,336,23,53,40,25,13,11,9,35,14.6087,13.44,8.4,1.7391,2.12,1.6,0.325,0.52,1.087,0.44,0.36,0.225,1.4,0.875,3,5.05,2.41,1.77,1.95,1.58,1.0,12.446,44.381
83,389.txt,35,5,1.53,4.79,0.0569,34,224,113,170,108,469,197,281,186,0.6,0.66,0.5,0.38,11.54,2.4,224,40,39.2,41.2,0.48,0.78,7.31,10.34,0.88,22.23,0.6,0.64,32.05,4.0,0.18,0.56,0.08,0.03,0.11,465,34,66,53,34,17,14,13,56,13.6765,13.6765,8.7736,1.5588,1.9412,1.5588,0.3208,0.5,1.0,0.4118,0.3824,0.2453,1.6471,1.0566,3,4.73,1.97,1.73,1.94,1.63,1.02,13.408,40.017
84,164.txt,22,3,1.59,4.73,0.003,20,189,89,140,84,374,135,210,129,0.56,0.61,0.47,0.58,16.33,2.86,189,41,38.5,38.8,0.51,0.78,6.91,9.77,0.88,22.33,0.67,0.79,30.08,3.88,0.18,0.61,0.08,0.02,0.1,370,20,34,28,19,9,7,8,43,18.5,19.4737,13.2143,1.4,1.7895,1.4737,0.3214,0.4737,0.95,0.3684,0.4211,0.2857,2.2632,1.5357,3,5.55,1.7,2.5,2.18,2.0,1.0,11.402,40.571
85,53.txt,16,3,1.43,4.19,0.0105,15,122,50,77,46,219,73,122,66,0.56,0.54,0.41,0.62,12.5,2.5,122,39,41.9,37.9,0.56,0.79,5.83,8.24,0.89,21.56,0.63,0.78,19.53,3.12,0.2,0.57,0.06,0.03,0.09,217,15,28,26,16,9,7,6,24,14.4667,13.5625,8.3462,1.7333,1.75,1.625,0.3462,0.5625,1.0667,0.4375,0.375,0.2308,1.5,0.9231,3,5.27,1.93,1.8,1.59,1.69,1.0,8.85,51.753
86,214.txt,10,2,1.36,4.21,0.0,13,111,53,76,48,192,77,101,66,0.53,0.65,0.48,0.42,5.45,1.65,111,38,40.3,38.6,0.58,0.77,5.66,8.01,0.9,21.91,0.75,0.68,14.23,2.67,0.21,0.79,0.08,0.03,0.11,184,13,32,23,15,4,3,2,17,14.1538,12.2667,8.0,1.7692,2.1333,1.5333,0.1739,0.2667,1.1538,0.2,0.1333,0.087,1.1333,0.7391,3,5.42,2.58,1.58,1.55,1.55,1.0,9.784,54.135
87,225.txt,7,2,1.54,4.52,0.0,5,76,38,53,36,107,45,62,43,0.58,0.69,0.5,0.67,5.33,1.63,76,35,40.4,36.2,0.71,0.76,5.2,7.35,0.93,27.72,0.85,0.83,8.33,2.04,0.16,0.84,0.06,0.02,0.08,105,5,8,7,6,1,1,2,14,21.0,17.5,15.0,1.4,1.3333,1.1667,0.1429,0.1667,1.2,0.1667,0.3333,0.2857,2.3333,2.0,3,7.0,2.2,3.0,2.17,1.55,1.0,11.195,41.387
88,144.txt,12,3,1.57,4.79,0.0597,12,96,35,57,33,150,51,85,47,0.57,0.55,0.36,0.44,5.33,1.63,96,42,42.9,39.0,0.64,0.83,5.54,7.84,0.91,24.43,0.67,0.78,16.33,2.86,0.25,0.61,0.07,0.04,0.11,150,12,22,17,12,5,5,6,13,12.5,12.5,8.8235,1.4167,1.8333,1.4167,0.2941,0.4167,1.0,0.4167,0.5,0.3529,1.0833,0.7647,3,3.83,1.42,1.17,1.87,1.88,1.0,12.637,37.378
89,216.txt,13,3,1.55,4.64,0.0,13,109,55,82,53,183,72,114,70,0.62,0.61,0.5,0.69,13.79,2.63,109,34,40.0,35.4,0.6,0.69,5.7,8.06,0.9,22.75,0.72,0.86,21.55,3.28,0.22,0.63,0.08,0.04,0.12,181,13,22,17,13,3,3,3,19,13.9231,13.9231,10.6471,1.3077,1.6923,1.3077,0.1765,0.2308,1.0,0.2308,0.2308,0.1765,1.4615,1.1176,3,5.08,1.92,1.75,2.11,1.39,1.05,11.638,41.721
90,450.txt,24,3,1.56,4.79,0.0567,25,188,86,137,82,327,131,196,125,0.6,0.64,0.46,0.58,19.11,3.09,188,38,40.6,40.8,0.57,0.8,7.35,10.4,0.9,26.3,0.7,0.74,30.95,3.93,0.21,0.7,0.08,0.03,0.11,323,25,42,37,25,9,6,6,38,12.92,12.92,8.7297,1.48,1.68,1.48,0.2432,0.36,1.0,0.24,0.24,0.1622,1.52,1.027,3,4.21,1.75,1.42,2.03,1.57,1.0,13.331,38.279
91,430.txt,7,2,2.02,5.78,0.0169,5,51,26,38,23,67,31,43,28,0.64,0.65,0.51,1.0,7.0,1.87,51,37,39.7,37.9,0.76,0.74,4.41,6.23,0.94,28.14,0.88,1.0,7.0,1.87,0.16,0.83,0.14,0.0,0.14,65,5,6,5,5,0,0,1,9,13.0,13.0,13.0,1.0,1.2,1.0,0.0,0.0,1.0,0.0,0.2,0.2,1.8,1.8,3,4.2,1.2,2.0,2.05,1.17,1.0,18.601,0.802
92,39.txt,8,4,1.39,4.45,0.0511,11,100,40,65,34,154,56,90,47,0.58,0.52,0.4,0.23,1.58,0.89,100,41,40.2,40.0,0.65,0.8,5.7,8.06,0.91,25.52,0.72,0.58,10.45,2.29,0.2,0.79,0.07,0.0,0.07,148,11,31,19,10,8,6,3,14,13.4545,14.8,7.7895,1.7273,3.1,1.9,0.4211,0.8,0.9091,0.6,0.3,0.1579,1.4,0.7368,3,5.1,2.4,0.9,1.8,1.96,1.0,10.928,52.977
93,490.txt,18,3,1.65,4.9,0.0203,17,132,64,94,57,220,98,131,84,0.6,0.64,0.48,0.63,16.95,2.91,132,43,41.7,40.0,0.6,0.81,6.29,8.9,0.91,24.73,0.72,0.79,26.88,3.67,0.26,0.64,0.05,0.02,0.08,214,17,35,28,17,9,7,5,27,12.5882,12.5882,7.6429,1.6471,2.0588,1.6471,0.3214,0.5294,1.0,0.4118,0.2941,0.1786,1.5882,0.9643,3,4.59,1.94,1.41,1.59,1.55,1.0,13.801,30.523
94,78.txt,9,2,1.53,4.46,0.0,9,87,43,57,38,127,54,71,49,0.56,0.69,0.49,0.65,9.78,2.21,87,36,39.9,40.3,0.69,0.74,5.46,7.72,0.92,26.94,0.8,0.87,17.39,2.95,0.28,0.76,0.03,0.04,0.07,125,9,22,15,10,4,3,3,9,13.8889,12.5,8.3333,1.6667,2.2,1.5,0.2667,0.4,1.1111,0.3,0.3,0.2,0.9,0.6,3,5.0,2.22,1.22,1.67,1.7,1.0,11.563,41.36
95,364.txt,47,4,1.38,4.34,0.0519,51,307,148,233,139,648,256,352,232,0.54,0.66,0.48,0.5,27.25,3.69,307,40,42.2,41.3,0.47,0.83,8.53,12.06,0.88,24.37,0.66,0.69,51.18,5.06,0.21,0.62,0.08,0.03,0.11,640,51,93,80,54,24,20,14,63,12.549,11.8519,8.0,1.5686,1.7222,1.4815,0.3,0.4444,1.0588,0.3704,0.2593,0.175,1.1667,0.7875,3,4.37,1.75,1.33,1.73,1.43,1.0,10.79,51.071
96,184.txt,19,4,1.51,4.65,0.0091,31,191,78,134,71,383,147,213,122,0.56,0.57,0.41,0.36,9.39,2.17,191,44,41.9,40.1,0.5,0.8,6.9,9.76,0.88,22.08,0.63,0.6,25.68,3.58,0.2,0.6,0.08,0.02,0.1,369,31,60,49,32,12,11,7,35,11.9032,11.5312,7.5306,1.5806,1.875,1.5312,0.2449,0.375,1.0323,0.3438,0.2188,0.1429,1.0938,0.7143,3,4.37,1.97,0.9,1.65,1.76,1.0,12.189,40.277
97,466.txt,59,5,1.48,4.58,0.0812,64,344,179,269,173,813,355,469,318,0.58,0.68,0.52,0.53,38.34,4.38,344,40,40.8,41.3,0.42,0.81,8.53,12.06,0.87,22.67,0.57,0.66,60.89,5.52,0.2,0.51,0.08,0.02,0.09,807,64,116,95,64,29,23,10,103,12.6094,12.6094,8.4947,1.4844,1.8125,1.4844,0.3053,0.4531,1.0,0.3594,0.1562,0.1053,1.6094,1.0842,3,4.29,1.83,1.33,1.85,1.62,1.02,11.779,45.41
98,339.txt,9,2,1.55,4.8,0.0738,9,91,34,60,34,129,46,72,46,0.56,0.64,0.37,0.56,10.12,2.25,91,43,40.2,40.1,0.71,0.81,5.67,8.01,0.93,29.39,0.83,0.91,26.28,3.62,0.4,0.75,0.06,0.0,0.06,129,9,21,14,9,6,6,5,12,14.3333,14.3333,9.2143,1.5556,2.3333,1.5556,0.4286,0.6667,1.0,0.6667,0.5556,0.3571,1.3333,0.8571,3,5.44,2.67,2.0,1.47,1.54,1.06,13.951,36.541
99,46.txt,22,4,1.57,4.74,0.0548,24,191,86,127,79,338,134,181,120,0.54,0.66,0.45,0.6,21.12,3.25,191,45,41.8,43.1,0.57,0.83,7.35,10.39,0.9,25.8,0.7,0.78,34.91,4.18,0.25,0.62,0.07,0.01,0.08,328,24,44,36,26,7,7,5,32,13.6667,12.6154,9.1111,1.5,1.6923,1.3846,0.1944,0.2692,1.0833,0.2692,0.1923,0.1389,1.2308,0.8889,3,5.22,1.91,2.09,1.82,1.68,1.02,12.456,38.192
100,163.txt,20,3,1.55,4.74,0.0317,14,143,60,100,54,240,85,139,79,0.58,0.57,0.42,0.46,8.31,2.04,143,44,41.6,39.5,0.6,0.8,6.53,9.23,0.91,25.19,0.72,0.87,29.64,3.85,0.24,0.65,0.08,0.04,0.12,238,14,34,25,15,9,8,9,24,17.0,15.8667,9.52,1.7857,2.2667,1.6667,0.36,0.6,1.0714,0.5333,0.6,0.36,1.6,0.96,3,5.5,2.36,1.36,1.83,1.76,1.0,12.896,38.864
101,382.txt,19,3,1.61,4.72,0.0256,20,182,85,117,77,305,116,162,106,0.53,0.65,0.47,0.52,12.52,2.5,182,37,41.3,40.8,0.6,0.78,7.37,10.42,0.91,27.52,0.72,0.72,23.67,3.44,0.2,0.72,0.09,0.01,0.09,299,20,41,35,21,13,10,3,32,14.95,14.2381,8.5429,1.75,1.9524,1.6667,0.3714,0.619,1.05,0.4762,0.1429,0.0857,1.5238,0.9143,3,5.42,2.21,1.89,1.87,1.67,1.0,12.446,36.701
102,137.txt,38,4,1.47,4.63,0.014,35,259,130,188,122,484,206,286,193,0.59,0.67,0.5,0.46,16.9,2.91,259,40,43.5,39.9,0.54,0.8,8.32,11.77,0.9,26.55,0.66,0.68,37.35,4.32,0.19,0.62,0.08,0.01,0.09,476,35,73,62,37,22,17,4,48,13.6,12.8649,7.6774,1.7714,1.973,1.6757,0.3548,0.5946,1.0571,0.4595,0.1081,0.0645,1.2973,0.7742,3,5.09,2.11,1.34,1.74,1.58,1.0,11.816,47.988
103,213.txt,13,3,1.46,4.57,0.0329,13,108,45,68,40,174,68,96,59,0.55,0.61,0.42,0.48,7.26,1.91,108,37,41.2,39.9,0.62,0.79,5.79,8.19,0.91,24.24,0.71,0.81,20.16,3.18,0.26,0.63,0.06,0.05,0.11,168,13,27,20,13,7,6,1,19,12.9231,12.9231,8.4,1.5385,2.0769,1.5385,0.35,0.5385,1.0,0.4615,0.0769,0.05,1.4615,0.95,3,4.54,1.92,1.15,1.8,1.68,1.0,11.579,46.336
104,239.txt,12,3,1.46,4.47,0.0153,16,125,49,83,46,219,75,120,70,0.55,0.58,0.39,0.52,11.52,2.4,125,40,40.4,38.6,0.57,0.79,5.97,8.45,0.9,22.49,0.69,0.74,22.88,3.38,0.26,0.63,0.07,0.02,0.09,215,16,32,28,16,10,8,4,20,13.4375,13.4375,7.6786,1.75,2.0,1.75,0.3571,0.625,1.0,0.5,0.25,0.1429,1.25,0.7143,3,5.27,2.13,1.87,1.72,1.72,1.04,11.781,44.673
