,Filename,TLC/D,ALCL, numsyl, avgchar,awl,sentences,wordtypes,swordtypes,lextypes,slextypes,wordtokens,swordtokens,lextokens,slextokens,ld,ls1,ls2,vs1,vs2,cvs1,ndw,ndwz,ndwerz,ndwesz,ttr,msttr,cttr,rttr,logttr,uber,lv,vv1,svv1,cvv1,vv2,nv,adjv,advv, modv,W,S,VP,C,T,DC,CT,CP,CN,MLS,MLT,MLC,C/S,VP/T,C/T,DC/C,DC/T,T/S,CT/T,CP/T,CP/C,CN/T,CN/C,class_y,NP/S,VP/S,PP/S,NPlen,VPlen,PPlen,cli,fks
52,101.txt,57,3,1.32,4.23,0.0445,64,396,197,301,184,940,372,459,276,0.49,0.6,0.5,0.44,27.46,3.71,396,37,43.3,42.1,0.42,0.83,9.13,12.92,0.87,23.54,0.66,0.69,67.21,5.8,0.21,0.66,0.1,0.01,0.12,888,64,140,114,68,47,34,15,96,13.875,13.0588,7.7895,1.7812,2.0588,1.6765,0.4123,0.6912,1.0625,0.5,0.2206,0.1316,1.4118,0.8421,5,4.84,1.79,1.06,1.7,1.38,1.0,8.559,61.5
53,248.txt,11,2,1.38,3.99,0.1206,9,98,36,63,33,200,62,96,55,0.48,0.57,0.37,0.4,4.0,1.41,98,26,34.7,31.0,0.49,0.61,4.9,6.93,0.87,17.09,0.66,0.72,12.96,2.55,0.19,0.59,0.14,0.0,0.14,204,9,29,17,9,10,4,1,29,22.6667,22.6667,12.0,1.8889,3.2222,1.8889,0.5882,1.1111,1.0,0.4444,0.1111,0.0588,3.2222,1.7059,5,6.11,2.78,1.33,2.47,1.6,1.0,6.534,57.024
54,294.txt,6,2,1.45,4.34,0.1868,5,65,23,40,21,99,30,51,26,0.52,0.51,0.35,0.47,3.27,1.28,65,42,39.4,37.2,0.66,0.84,4.62,6.53,0.91,21.8,0.78,0.93,13.07,2.56,0.27,0.69,0.16,0.0,0.16,95,5,15,8,4,4,4,2,11,19.0,23.75,11.875,1.6,3.75,2.0,0.5,1.0,0.8,1.0,0.5,0.25,2.75,1.375,5,5.0,3.0,1.6,1.8,1.93,1.0,10.074,48.876
55,321.txt,10,3,1.61,4.87,0.1563,9,92,39,65,37,147,57,86,53,0.59,0.62,0.42,0.55,6.05,1.74,92,34,40.5,39.1,0.63,0.79,5.37,7.59,0.91,23.08,0.76,0.9,16.2,2.85,0.21,0.67,0.13,0.01,0.14,143,9,23,14,12,4,5,3,17,15.8889,11.9167,10.2143,1.5556,1.9167,1.1667,0.2857,0.3333,1.3333,0.4167,0.25,0.2143,1.4167,1.2143,5,4.33,2.11,1.67,1.95,1.68,1.0,13.179,36.083
56,22.txt,7,3,1.46,4.48,0.1471,8,77,25,53,23,115,33,66,29,0.57,0.44,0.32,0.29,1.71,0.93,77,42,41.4,40.4,0.67,0.8,5.08,7.18,0.92,24.38,0.8,0.9,17.19,2.93,0.29,0.77,0.17,0.0,0.17,111,8,21,11,8,4,4,2,13,13.875,13.875,10.0909,1.375,2.625,1.375,0.3636,0.5,1.0,0.5,0.25,0.1818,1.625,1.1818,5,3.63,2.63,1.0,2.07,1.67,1.0,11.296,47.383
57,328.txt,10,2,1.45,4.29,0.1603,11,79,30,52,27,147,44,75,38,0.51,0.51,0.38,0.33,2.33,1.08,79,25,39.1,36.7,0.54,0.68,4.61,6.52,0.88,17.42,0.69,0.67,9.33,2.16,0.19,0.68,0.13,0.0,0.13,143,11,20,13,11,3,3,2,12,13.0,13.0,11.0,1.1818,1.8182,1.1818,0.2308,0.2727,1.0,0.2727,0.1818,0.1538,1.0909,0.9231,5,3.64,1.91,1.55,2.02,1.71,1.0,10.219,46.028
58,429.txt,9,2,1.46,4.36,0.1074,9,87,30,57,28,135,43,74,39,0.55,0.53,0.34,0.32,2.23,1.06,87,41,41.6,39.6,0.64,0.82,5.29,7.49,0.91,23.78,0.77,0.77,13.14,2.56,0.23,0.72,0.18,0.01,0.19,131,9,21,14,9,6,5,2,15,14.5556,14.5556,9.3571,1.5556,2.3333,1.5556,0.4286,0.6667,1.0,0.5556,0.2222,0.1429,1.6667,1.0714,5,4.11,2.22,1.33,1.73,1.85,1.0,10.713,47.596
59,177.txt,5,2,1.47,4.38,0.134,6,68,20,42,18,109,28,58,24,0.53,0.41,0.29,0.32,1.89,0.97,68,38,39.6,37.8,0.62,0.75,4.61,6.51,0.9,20.26,0.72,0.84,13.47,2.6,0.28,0.65,0.17,0.0,0.17,105,6,19,10,5,6,4,3,12,17.5,21.0,10.5,1.6667,3.8,2.0,0.6,1.2,0.8333,0.8,0.6,0.3,2.4,1.2,5,4.5,2.5,1.17,1.85,2.13,1.0,10.038,49.112
60,199.txt,8,2,1.45,4.55,0.178,9,87,27,56,25,132,36,71,32,0.54,0.45,0.31,0.43,4.35,1.47,87,41,42.1,41.0,0.66,0.83,5.35,7.57,0.91,24.84,0.79,0.87,17.39,2.95,0.28,0.75,0.14,0.0,0.14,128,9,20,11,8,4,4,3,13,14.2222,16.0,11.6364,1.2222,2.5,1.375,0.3636,0.5,0.8889,0.5,0.375,0.2727,1.625,1.1818,5,4.11,2.56,1.0,1.86,1.61,1.0,11.307,50.313
61,344.txt,11,2,1.48,4.55,0.1032,11,91,32,54,29,170,53,81,48,0.48,0.59,0.35,0.39,4.32,1.47,91,31,39.4,37.7,0.54,0.73,4.94,6.98,0.88,18.33,0.67,0.64,11.57,2.41,0.22,0.64,0.11,0.0,0.11,170,11,25,17,11,4,4,4,16,15.4545,15.4545,10.0,1.5455,2.2727,1.5455,0.2353,0.3636,1.0,0.3636,0.3636,0.2353,1.4545,0.9412,5,4.64,2.0,1.27,1.84,1.77,1.0,8.273,52.988
62,363.txt,8,2,1.54,4.52,0.1318,8,96,36,62,33,152,49,81,44,0.53,0.54,0.38,0.46,5.04,1.59,96,36,42.7,38.9,0.63,0.76,5.51,7.79,0.91,23.85,0.77,0.83,16.67,2.89,0.25,0.73,0.19,0.01,0.2,148,8,20,13,8,6,5,6,18,18.5,18.5,11.3846,1.625,2.5,1.625,0.4615,0.75,1.0,0.625,0.75,0.4615,2.25,1.3846,5,4.75,2.13,1.88,2.18,1.82,1.0,11.12,42.489
63,393.txt,12,3,1.44,4.59,0.0794,18,124,41,80,38,240,73,124,66,0.52,0.53,0.33,0.4,7.2,1.9,124,32,40.9,37.4,0.52,0.79,5.66,8.0,0.88,19.75,0.65,0.64,18.69,3.06,0.23,0.66,0.12,0.02,0.15,239,18,44,19,19,6,5,6,24,13.2778,12.5789,12.5789,1.0556,2.3158,1.0,0.3158,0.3158,1.0556,0.2632,0.3158,0.3158,1.2632,1.2632,5,4.11,2.0,1.06,1.76,1.42,1.0,10.518,49.158
64,13.txt,4,2,1.4,4.33,0.1226,6,77,27,50,25,118,35,62,31,0.53,0.5,0.35,0.55,6.55,1.81,77,40,40.0,39.7,0.65,0.79,5.01,7.09,0.91,23.15,0.81,0.91,18.18,3.02,0.32,0.71,0.15,0.02,0.16,114,6,19,11,7,5,5,2,11,19.0,16.2857,10.3636,1.8333,2.7143,1.5714,0.4545,0.7143,1.1667,0.7143,0.2857,0.1818,1.5714,1.0,5,5.33,3.0,1.5,1.78,1.94,1.0,9.67,54.504
65,243.txt,23,4,1.37,4.2,0.0797,17,161,62,105,51,350,123,162,90,0.46,0.56,0.39,0.38,7.55,1.94,161,32,40.3,34.6,0.46,0.69,6.09,8.61,0.87,19.19,0.65,0.64,21.81,3.3,0.21,0.62,0.11,0.01,0.12,367,17,46,32,21,10,9,11,40,21.5882,17.4762,11.4688,1.8824,2.1905,1.5238,0.3125,0.4762,1.2353,0.4286,0.5238,0.3438,1.9048,1.25,5,7.61,2.67,1.5,1.58,1.56,1.0,7.95,58.671
66,85.txt,8,2,1.46,4.52,0.25,5,79,29,53,27,136,45,77,41,0.57,0.53,0.37,0.33,3.0,1.22,79,29,38.8,38.2,0.58,0.72,4.79,6.77,0.89,19.3,0.69,0.78,16.33,2.86,0.27,0.66,0.13,0.0,0.13,132,5,17,9,5,5,4,5,13,26.4,26.4,14.6667,1.8,3.4,1.8,0.5556,1.0,1.0,0.8,1.0,0.5556,2.6,1.4444,5,6.8,3.8,1.8,2.32,1.74,1.0,10.763,46.866
67,36.txt,41,3,1.48,4.51,0.0621,30,255,112,190,107,557,190,286,172,0.51,0.6,0.44,0.45,18.97,3.08,255,36,40.5,37.0,0.46,0.77,7.64,10.8,0.88,22.22,0.66,0.65,38.71,4.4,0.21,0.64,0.15,0.03,0.18,541,30,77,56,38,20,19,15,66,18.0333,14.2368,9.6607,1.8667,2.0263,1.4737,0.3571,0.5263,1.2667,0.5,0.3947,0.2679,1.7368,1.1786,5,5.53,2.4,1.93,1.77,1.74,1.0,11.557,45.336
68,188.txt,30,3,1.47,4.55,0.1048,28,195,65,131,61,391,92,189,85,0.48,0.45,0.33,0.28,4.82,1.55,195,38,41.3,39.3,0.5,0.8,6.97,9.86,0.88,22.24,0.69,0.65,25.35,3.56,0.21,0.74,0.12,0.03,0.14,388,28,51,39,34,7,6,12,36,13.8571,11.4118,9.9487,1.3929,1.5,1.1471,0.1795,0.2059,1.2143,0.1765,0.3529,0.3077,1.0588,0.9231,5,4.18,1.96,1.32,1.73,1.71,1.03,11.903,46.026
69,58.txt,8,2,1.39,4.17,0.15,10,83,23,52,21,131,33,69,29,0.53,0.42,0.28,0.39,3.52,1.33,83,39,40.4,40.8,0.63,0.8,5.13,7.25,0.91,22.62,0.75,0.74,12.57,2.51,0.25,0.72,0.16,0.01,0.17,127,10,19,13,9,5,5,2,12,12.7,14.1111,9.7692,1.3,2.1111,1.4444,0.3846,0.5556,0.9,0.5556,0.2222,0.1538,1.3333,0.9231,5,3.1,2.0,0.9,1.87,1.95,1.0,9.756,52.343
70,26.txt,7,2,1.53,4.56,0.2115,9,77,29,52,27,118,37,65,33,0.55,0.51,0.38,0.37,2.58,1.14,77,40,40.9,38.5,0.65,0.79,5.01,7.09,0.91,23.15,0.8,0.84,13.47,2.6,0.25,0.76,0.2,0.02,0.22,114,9,18,13,9,5,4,5,11,12.6667,12.6667,8.7692,1.4444,2.0,1.4444,0.3846,0.5556,1.0,0.4444,0.5556,0.3846,1.2222,0.8462,5,3.11,1.89,1.22,2.36,1.82,1.0,12.267,37.124
71,133.txt,5,2,1.43,4.32,0.1444,6,65,21,41,19,100,28,53,24,0.53,0.45,0.32,0.35,2.12,1.03,65,41,39.8,39.9,0.65,0.78,4.6,6.5,0.91,21.38,0.77,0.88,13.24,2.57,0.28,0.67,0.19,0.0,0.19,96,6,17,9,6,4,4,1,11,16.0,16.0,10.6667,1.5,2.8333,1.5,0.4444,0.6667,1.0,0.6667,0.1667,0.1111,1.8333,1.2222,5,4.0,2.33,1.33,1.88,2.21,1.0,10.468,48.156
72,283.txt,13,4,1.45,4.53,0.1957,12,119,41,69,38,286,78,138,73,0.48,0.53,0.34,0.29,2.94,1.21,119,31,35.1,34.9,0.42,0.72,4.98,7.04,0.84,15.84,0.5,0.56,10.62,2.3,0.14,0.49,0.12,0.0,0.12,282,12,35,24,17,6,6,2,39,23.5,16.5882,11.75,2.0,2.0588,1.4118,0.25,0.3529,1.4167,0.3529,0.1176,0.0833,2.2941,1.625,5,8.07,2.64,2.07,1.76,1.49,1.0,8.417,54.105
73,107.txt,29,3,1.51,4.56,0.1407,19,184,66,130,60,370,101,186,90,0.5,0.48,0.36,0.29,4.65,1.53,184,33,39.7,38.1,0.5,0.76,6.76,9.57,0.88,21.74,0.7,0.67,24.89,3.53,0.2,0.71,0.13,0.01,0.13,360,19,50,35,19,18,12,11,36,18.9474,18.9474,10.2857,1.8421,2.6316,1.8421,0.5143,0.9474,1.0,0.6316,0.5789,0.3143,1.8947,1.0286,5,5.79,2.58,2.16,1.83,1.78,1.0,11.798,42.488
74,500.txt,19,2,1.46,4.57,0.0866,19,142,58,100,55,262,84,144,78,0.55,0.54,0.41,0.4,8.8,2.1,142,34,39.9,37.4,0.54,0.74,6.2,8.77,0.89,21.98,0.69,0.65,23.56,3.43,0.25,0.73,0.14,0.01,0.15,258,19,42,29,18,14,11,13,20,13.5789,14.3333,8.8966,1.5263,2.3333,1.6111,0.4828,0.7778,0.9474,0.6111,0.7222,0.4483,1.1111,0.6897,5,3.89,2.32,1.21,1.65,1.64,1.0,11.86,46.652
75,491.txt,8,2,1.5,4.48,0.1709,9,93,33,58,30,134,44,72,39,0.54,0.54,0.35,0.43,3.86,1.39,93,45,42.2,42.0,0.69,0.86,5.68,8.03,0.93,28.52,0.81,0.81,13.76,2.62,0.24,0.78,0.17,0.0,0.17,130,9,19,12,10,3,3,3,11,14.4444,13.0,10.8333,1.3333,1.9,1.2,0.25,0.3,1.1111,0.3,0.3,0.25,1.1,0.9167,5,3.89,2.22,1.33,1.97,1.8,1.0,11.332,45.688
76,422.txt,10,3,1.51,4.79,0.1273,7,86,30,57,28,131,47,77,43,0.59,0.56,0.35,0.38,3.05,1.23,86,38,41.4,43.9,0.66,0.78,5.31,7.51,0.91,24.53,0.74,0.86,15.43,2.78,0.23,0.74,0.13,0.0,0.13,128,7,23,13,7,6,4,1,15,18.2857,18.2857,9.8462,1.8571,3.2857,1.8571,0.4615,0.8571,1.0,0.5714,0.1429,0.0769,2.1429,1.1538,5,5.0,2.43,1.29,2.14,1.94,1.0,11.447,48.877
77,171.txt,11,2,1.54,4.56,0.0642,17,138,54,102,51,241,74,134,69,0.56,0.51,0.39,0.43,9.49,2.18,138,35,41.8,40.0,0.57,0.78,6.29,8.89,0.9,23.43,0.76,0.71,25.41,3.56,0.27,0.77,0.15,0.04,0.19,237,17,37,25,19,8,7,9,25,13.9412,12.4737,9.48,1.4706,1.9474,1.3158,0.32,0.4211,1.1176,0.3684,0.4737,0.36,1.3158,1.0,5,4.47,2.41,0.88,1.68,1.66,1.0,11.387,41.198
78,423.txt,4,2,1.41,4.25,0.1429,6,63,19,38,17,101,26,51,22,0.5,0.43,0.3,0.33,2.0,1.0,63,39,37.5,38.7,0.62,0.75,4.43,6.27,0.9,19.6,0.75,0.83,12.5,2.5,0.29,0.65,0.16,0.0,0.16,97,6,18,9,6,4,4,1,9,16.1667,16.1667,10.7778,1.5,3.0,1.5,0.4444,0.6667,1.0,0.6667,0.1667,0.1111,1.5,1.0,5,4.0,2.67,1.17,1.83,2.13,1.0,9.549,53.013
79,64.txt,4,2,1.45,4.43,0.1954,6,64,23,40,21,97,30,51,26,0.53,0.51,0.36,0.5,4.5,1.5,64,43,39.5,39.1,0.66,0.86,4.59,6.5,0.91,21.86,0.78,0.94,16.06,2.83,0.33,0.65,0.16,0.0,0.16,93,6,16,8,6,4,4,2,9,15.5,15.5,11.625,1.3333,2.6667,1.3333,0.5,0.6667,1.0,0.6667,0.3333,0.25,1.5,1.125,5,4.17,2.17,1.17,1.76,2.08,1.0,10.864,48.235
80,40.txt,9,3,1.38,4.07,0.1316,16,123,46,83,43,207,65,112,60,0.54,0.54,0.37,0.46,7.81,1.98,123,35,42.4,38.4,0.59,0.73,6.05,8.55,0.9,23.73,0.74,0.68,16.89,2.91,0.22,0.75,0.2,0.03,0.22,203,16,33,22,15,8,7,9,25,12.6875,13.5333,9.2273,1.375,2.2,1.4667,0.3636,0.5333,0.9375,0.4667,0.6,0.4091,1.6667,1.1364,5,3.29,2.0,0.65,1.77,1.68,1.0,9.216,51.738
81,62.txt,32,3,1.42,4.27,0.0823,25,241,110,179,101,447,155,238,135,0.53,0.57,0.46,0.49,19.51,3.12,241,38,41.8,39.6,0.54,0.81,8.06,11.4,0.9,26.18,0.75,0.71,41.02,4.53,0.24,0.78,0.12,0.02,0.13,435,25,58,34,26,10,10,11,55,17.4,16.7308,12.7941,1.36,2.2308,1.3077,0.2941,0.3846,1.04,0.3846,0.4231,0.3235,2.1154,1.6176,5,5.32,2.48,1.76,1.86,1.85,1.0,10.435,50.567
82,180.txt,11,2,1.46,4.41,0.0931,14,141,51,96,45,229,69,119,56,0.52,0.47,0.36,0.47,9.3,2.16,141,47,41.7,39.3,0.62,0.82,6.59,9.32,0.91,26.44,0.81,0.84,30.14,3.88,0.3,0.76,0.13,0.04,0.17,221,14,38,24,14,9,7,3,20,15.7857,15.7857,9.2083,1.7143,2.7143,1.7143,0.375,0.6429,1.0,0.5,0.2143,0.125,1.4286,0.8333,5,4.64,2.57,1.14,1.78,1.75,1.0,10.356,49.467
83,389.txt,7,3,1.41,4.17,0.0867,9,108,36,59,33,204,56,84,48,0.41,0.57,0.33,0.38,3.38,1.3,108,37,41.2,34.7,0.53,0.77,5.35,7.56,0.88,19.31,0.7,0.83,16.67,2.89,0.24,0.61,0.15,0.0,0.15,196,9,26,16,10,6,4,6,19,21.7778,19.6,12.25,1.7778,2.6,1.6,0.375,0.6,1.1111,0.4,0.6,0.375,1.9,1.1875,5,7.0,2.89,1.89,1.84,1.65,1.0,6.987,55.8
84,164.txt,5,3,1.48,4.49,0.1531,6,71,23,46,21,110,30,59,26,0.54,0.44,0.32,0.41,3.68,1.36,71,41,40.6,38.7,0.65,0.79,4.79,6.77,0.91,21.92,0.78,0.86,16.41,2.86,0.32,0.7,0.14,0.0,0.14,106,6,19,10,6,4,4,3,9,17.6667,17.6667,10.6,1.6667,3.1667,1.6667,0.4,0.6667,1.0,0.6667,0.5,0.3,1.5,0.9,5,4.67,3.17,1.33,1.75,1.84,1.0,10.621,48.053
85,53.txt,24,5,1.33,4.04,0.169,29,173,67,118,61,415,126,220,115,0.53,0.52,0.39,0.4,11.68,2.42,173,38,38.6,35.6,0.42,0.71,6.0,8.49,0.85,18.04,0.54,0.57,23.35,3.42,0.19,0.5,0.12,0.01,0.13,407,29,62,51,34,17,15,10,47,14.0345,11.9706,7.9804,1.7586,1.8235,1.5,0.3333,0.5,1.1724,0.4412,0.2941,0.1961,1.3824,0.9216,5,4.3,2.17,0.87,1.98,1.57,1.0,8.97,57.949
86,214.txt,7,2,1.46,4.45,0.1204,10,81,29,51,26,122,38,66,33,0.54,0.5,0.36,0.42,3.37,1.3,81,38,42.4,38.7,0.66,0.75,5.19,7.33,0.91,24.47,0.77,0.84,13.47,2.6,0.24,0.73,0.17,0.0,0.17,118,10,17,11,8,4,4,3,13,11.8,14.75,10.7273,1.1,2.125,1.375,0.3636,0.5,0.8,0.5,0.375,0.2727,1.625,1.1818,5,2.9,1.6,0.9,1.9,1.81,1.0,11.721,44.49
87,225.txt,14,2,1.45,4.31,0.1491,16,107,45,69,43,187,70,93,62,0.5,0.67,0.42,0.46,7.31,1.91,107,32,39.3,37.5,0.57,0.73,5.53,7.82,0.89,21.29,0.74,0.69,16.46,2.87,0.26,0.76,0.13,0.02,0.15,179,16,25,18,16,3,3,5,25,11.1875,11.1875,9.9444,1.125,1.5625,1.125,0.1667,0.1875,1.0,0.1875,0.3125,0.2778,1.5625,1.3889,5,3.44,1.63,1.31,1.65,1.65,1.0,10.594,43.764
88,144.txt,18,2,1.42,4.44,0.0691,25,195,78,133,71,381,130,192,112,0.5,0.58,0.4,0.39,12.81,2.53,195,34,42.2,39.9,0.51,0.79,7.06,9.99,0.89,22.9,0.69,0.61,31.81,3.99,0.27,0.74,0.1,0.03,0.13,375,25,76,52,27,26,10,4,44,15.0,13.8889,7.2115,2.08,2.8148,1.9259,0.5,0.963,1.08,0.3704,0.1481,0.0769,1.6296,0.8462,5,5.04,2.64,1.04,1.56,1.82,1.0,10.514,52.929
89,216.txt,25,3,1.39,4.37,0.0841,47,179,55,107,49,392,111,196,99,0.5,0.51,0.31,0.24,4.32,1.47,179,31,40.5,38.7,0.46,0.8,6.39,9.04,0.87,19.75,0.55,0.52,20.28,3.18,0.2,0.51,0.12,0.02,0.13,384,47,62,45,40,8,9,7,32,8.1702,9.6,8.5333,0.9574,1.55,1.125,0.1778,0.2,0.8511,0.225,0.175,0.1556,0.8,0.7111,5,2.56,1.31,0.51,1.67,1.9,1.0,11.566,42.227
90,450.txt,19,3,1.49,4.24,0.1244,14,119,48,80,43,292,119,157,88,0.54,0.56,0.4,0.32,3.89,1.39,119,29,37.8,31.3,0.41,0.64,4.92,6.96,0.84,15.59,0.51,0.59,13.08,2.56,0.14,0.47,0.1,0.0,0.1,271,14,34,18,17,5,5,5,38,19.3571,15.9412,15.0556,1.2857,2.0,1.0588,0.2778,0.2941,1.2143,0.2941,0.2941,0.2778,2.2353,2.1111,5,7.93,2.43,2.36,1.64,1.41,1.0,9.219,45.62
91,430.txt,5,2,1.47,4.37,0.1413,7,71,24,48,22,104,31,58,27,0.56,0.47,0.34,0.38,2.25,1.06,71,44,40.7,42.0,0.68,0.8,4.92,6.96,0.92,24.54,0.83,0.94,14.06,2.65,0.26,0.77,0.16,0.02,0.17,100,7,16,9,7,3,3,1,11,14.2857,14.2857,11.1111,1.2857,2.2857,1.2857,0.3333,0.4286,1.0,0.4286,0.1429,0.1111,1.5714,1.2222,5,3.86,2.29,1.43,1.85,1.81,1.0,10.704,46.649
92,39.txt,6,2,1.46,4.43,0.177,9,82,33,54,31,124,42,67,38,0.54,0.57,0.4,0.52,6.26,1.77,82,41,40.0,41.4,0.66,0.77,5.21,7.36,0.91,24.4,0.81,0.83,15.7,2.8,0.28,0.77,0.16,0.01,0.18,120,9,18,13,8,6,4,4,11,13.3333,15.0,9.2308,1.4444,2.25,1.625,0.4615,0.75,0.8889,0.5,0.5,0.3077,1.375,0.8462,5,3.56,2.0,1.11,1.84,1.78,1.0,11.368,46.63
93,490.txt,5,2,1.48,4.4,0.1413,7,67,23,40,20,102,30,52,25,0.51,0.48,0.34,0.41,2.88,1.2,67,41,39.2,40.5,0.66,0.76,4.69,6.63,0.91,22.1,0.77,0.88,13.24,2.57,0.29,0.67,0.15,0.02,0.17,98,7,17,10,6,5,5,2,9,14.0,16.3333,9.8,1.4286,2.8333,1.6667,0.5,0.8333,0.8571,0.8333,0.3333,0.2,1.5,0.9,5,4.0,2.29,1.14,1.75,1.88,1.0,10.617,46.041
94,78.txt,6,2,1.4,4.36,0.1374,8,95,31,60,28,145,40,76,35,0.52,0.46,0.33,0.43,5.14,1.6,95,40,41.8,44.0,0.66,0.87,5.58,7.89,0.92,25.44,0.79,0.86,20.57,3.21,0.32,0.78,0.12,0.0,0.12,141,8,28,12,7,6,4,4,14,17.625,20.1429,11.75,1.5,4.0,1.7143,0.5,0.8571,0.875,0.5714,0.5714,0.3333,2.0,1.1667,5,5.88,3.13,1.25,1.64,1.84,1.0,10.793,52.327
95,364.txt,18,5,1.37,4.25,0.0563,27,176,54,91,50,369,111,162,99,0.44,0.61,0.31,0.29,4.57,1.51,176,34,42.3,38.1,0.48,0.73,6.48,9.16,0.87,20.5,0.56,0.54,16.07,2.83,0.19,0.53,0.12,0.01,0.12,359,27,53,40,32,10,11,10,36,13.2963,11.2188,8.975,1.4815,1.6562,1.25,0.25,0.3125,1.1852,0.3438,0.3125,0.25,1.125,0.9,5,4.48,1.96,1.07,1.74,1.47,1.0,6.719,61.166
96,184.txt,6,2,1.47,4.47,0.2083,6,69,23,45,21,108,30,58,26,0.54,0.45,0.33,0.4,3.2,1.26,69,40,38.9,38.5,0.64,0.77,4.69,6.64,0.9,21.25,0.78,0.9,16.2,2.85,0.31,0.67,0.16,0.0,0.16,104,6,18,9,6,5,5,2,11,17.3333,17.3333,11.5556,1.5,3.0,1.5,0.5556,0.8333,1.0,0.8333,0.3333,0.2222,1.8333,1.2222,5,4.67,3.0,1.5,1.79,1.89,1.0,10.677,48.58
97,466.txt,11,3,1.46,4.37,0.0734,12,113,37,70,34,195,49,98,44,0.5,0.45,0.33,0.42,5.45,1.65,113,33,41.0,37.4,0.58,0.78,5.72,8.09,0.9,22.13,0.71,0.74,17.06,2.92,0.23,0.67,0.13,0.02,0.15,191,12,30,18,11,8,4,2,22,15.9167,17.3636,10.6111,1.5,2.7273,1.6364,0.4444,0.7273,0.9167,0.3636,0.1818,0.1111,2.0,1.2222,5,4.92,2.5,1.5,1.71,1.83,1.0,10.267,49.011
98,339.txt,13,2,1.43,4.39,0.0657,17,120,43,80,41,230,76,119,65,0.52,0.55,0.36,0.41,6.08,1.74,120,37,39.8,42.0,0.52,0.78,5.6,7.91,0.88,19.74,0.67,0.76,21.19,3.25,0.24,0.58,0.1,0.03,0.13,219,17,32,25,17,8,7,5,20,12.8824,12.8824,8.76,1.4706,1.8824,1.4706,0.32,0.4706,1.0,0.4118,0.2941,0.2,1.1765,0.8,5,4.0,1.76,1.41,1.87,1.57,1.0,10.605,49.322
99,46.txt,51,4,1.36,4.31,0.0418,65,379,182,287,172,884,296,434,266,0.49,0.61,0.48,0.47,40.2,4.48,379,43,42.0,38.1,0.43,0.81,9.01,12.75,0.88,23.6,0.66,0.63,73.13,6.05,0.27,0.68,0.09,0.03,0.12,859,65,153,108,71,40,29,24,74,13.2154,12.0986,7.9537,1.6615,2.1549,1.5211,0.3704,0.5634,1.0923,0.4085,0.338,0.2222,1.0423,0.6852,5,5.03,2.41,1.18,1.61,1.72,1.0,10.414,54.733
100,163.txt,24,2,1.47,4.55,0.0854,24,210,77,144,71,395,116,201,101,0.51,0.5,0.37,0.35,8.35,2.04,210,39,43.3,41.5,0.53,0.85,7.47,10.57,0.89,24.57,0.72,0.75,39.19,4.43,0.26,0.65,0.11,0.02,0.13,391,24,57,41,27,17,14,16,35,16.2917,14.4815,9.5366,1.7083,2.1111,1.5185,0.4146,0.6296,1.125,0.5185,0.5926,0.3902,1.2963,0.8537,5,5.46,2.83,1.46,1.64,1.74,1.03,11.443,47.077
101,382.txt,13,3,1.48,4.49,0.1189,8,104,38,66,35,171,55,92,50,0.54,0.54,0.37,0.35,3.12,1.25,104,32,42.4,39.2,0.61,0.71,5.62,7.95,0.9,23.09,0.72,0.73,13.88,2.63,0.21,0.69,0.14,0.0,0.14,168,8,26,15,8,5,5,3,18,21.0,21.0,11.2,1.875,3.25,1.875,0.3333,0.625,1.0,0.625,0.375,0.2,2.25,1.2,5,6.0,2.88,1.75,2.21,1.74,1.0,9.206,52.018
102,137.txt,18,3,1.42,4.37,0.1008,19,165,71,119,66,285,91,155,81,0.54,0.52,0.43,0.43,9.98,2.23,165,38,41.0,41.3,0.58,0.82,6.91,9.77,0.9,25.39,0.77,0.7,25.83,3.59,0.24,0.8,0.11,0.01,0.12,275,19,38,28,15,15,9,8,37,14.4737,18.3333,9.8214,1.4737,2.5333,1.8667,0.5357,1.0,0.7895,0.6,0.5333,0.2857,2.4667,1.3214,5,4.84,2.37,1.21,1.68,1.56,1.0,11.357,47.247
103,213.txt,5,2,1.44,4.4,0.1429,6,65,20,39,18,101,28,52,24,0.51,0.46,0.31,0.35,2.12,1.03,65,41,39.3,39.3,0.64,0.77,4.57,6.47,0.9,20.99,0.75,0.82,11.53,2.4,0.27,0.67,0.17,0.0,0.17,97,6,17,10,6,5,5,1,10,16.1667,16.1667,9.7,1.6667,2.8333,1.6667,0.5,0.8333,1.0,0.8333,0.1667,0.1,1.6667,1.0,5,4.67,2.5,1.33,1.79,1.87,1.0,10.321,50.45
104,239.txt,4,2,1.44,4.34,0.1609,6,62,19,39,17,97,26,50,22,0.52,0.44,0.31,0.4,2.4,1.1,62,41,39.1,38.3,0.64,0.82,4.45,6.3,0.9,20.31,0.78,0.93,13.07,2.56,0.28,0.65,0.2,0.0,0.2,93,6,17,9,6,4,4,1,10,15.5,15.5,10.3333,1.5,2.8333,1.5,0.4444,0.6667,1.0,0.6667,0.1667,0.1111,1.6667,1.1111,5,3.83,2.33,1.17,1.96,2.07,1.0,10.121,50.907
